CNTY_NAME,PREC,JoinField,PresDem,PresRep,PresTot,SenDem,SenRep,SenTot,HouseDem,HouseRep,HouseTot
Clark,2384,Clark-2384,181,171,365,176,157,364,198,152,361
Clark,2387,Clark-2387,1134,799,1976,1110,701,1948,1149,707,1908
Clark,2399,Clark-2399,1102,766,1894,1088,662,1867,1103,675,1826
Clark,2417,Clark-2417,121,92,217,112,78,215,115,73,201
Clark,2430,Clark-2430,379,301,694,375,240,683,388,230,655
Clark,2440,Clark-2440,699,740,1447,688,704,1436,705,697,1417
Clark,2444,Clark-2444,133,132,274,134,105,270,132,115,263
Clark,2445,Clark-2445,196,169,373,193,139,364,197,143,355
Clark,2449,Clark-2449,1055,994,2082,1048,937,2055,1057,939,2028
Clark,2457,Clark-2457,1047,1266,2357,1043,1163,2334,1060,1188,2298
Clark,2464,Clark-2464,1324,965,2310,1287,876,2280,1334,888,2254
Clark,2465,Clark-2465,916,1591,2545,892,1459,2499,941,1436,2456
Clark,2466,Clark-2466,590,911,1518,578,848,1502,601,850,1475
Clark,2468,Clark-2468,0,0,0,0,0,0,0,0,0
Clark,2469,Clark-2469,100,364,476,100,342,469,104,335,456
Clark,2473,Clark-2473,234,1846,2129,250,1775,2109,270,1767,2078
Clark,2477,Clark-2477,348,815,1185,345,789,1180,370,777,1161
Clark,2478,Clark-2478,0,0,0,0,0,0,0,0,0
Clark,2479,Clark-2479,1214,954,2206,1212,822,2181,1242,831,2130
Clark,2480,Clark-2480,461,333,808,449,296,793,473,302,790
Clark,2486,Clark-2486,0,0,0,0,0,0,0,0,0
Clark,2487,Clark-2487,0,0,0,0,0,0,0,0,0
Clark,2488,Clark-2488,0,0,0,0,0,0,0,0,0
Clark,2489,Clark-2489,0,0,0,0,0,0,0,0,0
Clark,2501,Clark-2501,9,36,46,10,30,46,10,34,44
Clark,2503,Clark-2503,5,7,12,4,6,12,5,6,11
Clark,2511,Clark-2511,294,207,512,298,165,504,315,160,501
Clark,2600,Clark-2600,1178,1289,2506,1169,1162,2476,1193,1163,2435
Clark,2601,Clark-2601,8,20,29,9,18,29,10,16,29
Clark,2602,Clark-2602,44,65,113,50,59,112,51,61,112
Clark,2605,Clark-2605,494,650,1167,504,594,1152,515,600,1137
Clark,2606,Clark-2606,1342,900,2290,1332,778,2248,1371,780,2217
Clark,2608,Clark-2608,0,0,0,0,0,0,0,0,0
Clark,2611,Clark-2611,834,777,1639,813,699,1617,843,684,1591
Clark,2612,Clark-2612,0,0,0,0,0,0,0,0,0
Clark,2614,Clark-2614,1111,1313,2479,1102,1196,2445,1125,1193,2388
Clark,2622,Clark-2622,614,908,1545,620,835,1531,620,854,1507
Clark,2623,Clark-2623,0,2,2,0,1,2,0,2,2
Clark,2625,Clark-2625,1,4,5,1,3,5,1,3,5
Clark,2631,Clark-2631,10,16,28,12,15,28,13,12,27
Clark,2632,Clark-2632,41,53,95,38,50,93,42,49,92
Clark,2633,Clark-2633,1046,1259,2345,1045,1188,2316,1040,1196,2279
Clark,2641,Clark-2641,0,0,0,0,0,0,0,0,0
Clark,2642,Clark-2642,30,68,100,28,67,100,25,68,99
Clark,2643,Clark-2643,699,1050,1774,690,998,1751,696,996,1721
Clark,2644,Clark-2644,752,1680,2465,764,1578,2452,768,1595,2416
Clark,2645,Clark-2645,34,80,122,36,74,121,36,79,120
Clark,2651,Clark-2651,1193,1273,2506,1199,1131,2466,1193,1162,2413
Clark,2654,Clark-2654,879,1241,2161,890,1139,2137,885,1170,2096
Clark,2662,Clark-2662,882,1051,1966,873,960,1941,885,965,1900
Clark,2663,Clark-2663,687,1314,2030,698,1230,2009,710,1238,1985
Clark,2666,Clark-2666,1784,1451,3287,1763,1284,3223,1776,1291,3147
Clark,2673,Clark-2673,66,136,205,64,135,202,59,136,198
Clark,2675,Clark-2675,11,19,30,11,19,30,12,13,30
Clark,2676,Clark-2676,14,17,31,15,16,31,15,16,31
Clark,2681,Clark-2681,1,0,1,1,0,1,1,0,1
Clark,2682,Clark-2682,802,1231,2066,839,1115,2044,865,1098,2009
Clark,2683,Clark-2683,1,3,4,0,3,4,1,3,4
Clark,2684,Clark-2684,5,25,30,5,20,28,5,22,27
Clark,2685,Clark-2685,0,0,0,0,0,0,0,0,0
Clark,2691,Clark-2691,8,27,35,10,25,36,9,25,35
Clark,2693,Clark-2693,32,63,97,29,56,96,34,57,91
Clark,2694,Clark-2694,1,2,3,1,2,3,1,2,3
Clark,2695,Clark-2695,849,1183,2070,850,1104,2051,905,1068,2028
Clark,2696,Clark-2696,20,28,49,22,25,49,22,26,49
Clark,2700,Clark-2700,778,858,1661,773,761,1641,793,779,1613
Clark,2703,Clark-2703,2,5,6,2,4,6,2,3,5
Clark,2704,Clark-2704,21,40,61,21,39,61,28,31,60
Clark,2706,Clark-2706,0,2,2,0,1,1,0,1,1
Clark,2709,Clark-2709,335,396,743,337,358,739,345,355,716
Clark,2710,Clark-2710,1274,1156,2480,1276,987,2435,1328,1005,2408
Clark,2711,Clark-2711,650,840,1519,653,751,1501,672,767,1476
Clark,2715,Clark-2715,964,710,1713,954,630,1700,988,627,1662
Clark,2717,Clark-2717,671,392,1085,663,329,1072,703,324,1057
Clark,2720,Clark-2720,209,105,316,178,93,314,189,97,295
Clark,2723,Clark-2723,0,0,0,0,0,0,0,0,0
Clark,2724,Clark-2724,0,1,1,0,1,1,0,1,1
Clark,2725,Clark-2725,69,501,579,68,475,573,83,473,566
Clark,2726,Clark-2726,317,1462,1810,316,1382,1790,338,1381,1746
Clark,2730,Clark-2730,1149,763,1948,1144,637,1917,1189,647,1893
Clark,2731,Clark-2731,696,1194,1924,693,1097,1903,713,1104,1866
Clark,2733,Clark-2733,958,584,1573,905,500,1551,952,489,1510
Clark,2737,Clark-2737,581,215,810,555,180,797,569,179,773
Clark,2740,Clark-2740,661,369,1048,592,309,1026,643,301,999
Clark,2742,Clark-2742,0,0,0,0,0,0,0,0,0
Clark,2743,Clark-2743,1235,849,2141,1217,706,2105,1241,708,2070
Clark,2746,Clark-2746,417,325,755,405,277,737,423,279,722
Clark,2751,Clark-2751,54,48,106,53,39,101,62,39,104
Clark,2752,Clark-2752,926,406,1358,903,318,1336,933,330,1317
Clark,2770,Clark-2770,56,17,75,52,10,74,55,11,72
Clark,2775,Clark-2775,1309,2194,3557,1298,2129,3528,1300,2156,3482
Clark,2776,Clark-2776,994,1928,2987,1014,1826,2960,1018,1827,2903
Clark,2900,Clark-2900,0,0,0,0,0,0,0,0,0
Clark,2901,Clark-2901,0,0,0,0,0,0,0,0,0
Clark,2904,Clark-2904,0,0,0,0,0,0,0,0,0
Clark,2906,Clark-2906,0,0,0,0,0,0,0,0,0
Clark,2914,Clark-2914,0,0,0,0,0,0,0,0,0
Clark,2916,Clark-2916,0,0,0,0,0,0,0,0,0
Clark,2917,Clark-2917,0,0,0,0,0,0,0,0,0
Clark,2920,Clark-2920,0,0,0,0,0,0,0,0,0
Clark,2927,Clark-2927,0,0,0,0,0,0,0,0,0
Clark,2930,Clark-2930,0,0,0,0,0,0,0,0,0
Clark,2934,Clark-2934,0,0,0,0,0,0,0,0,0
Clark,2938,Clark-2938,0,0,0,0,0,0,0,0,0
Clark,2946,Clark-2946,0,0,0,0,0,0,0,0,0
Clark,2948,Clark-2948,0,0,0,0,0,0,0,0,0
Clark,2949,Clark-2949,0,0,0,0,0,0,0,0,0
Clark,2957,Clark-2957,0,0,0,0,0,0,0,0,0
Clark,2959,Clark-2959,0,0,0,0,0,0,0,0,0
Clark,2962,Clark-2962,0,0,0,0,0,0,0,0,0
Clark,2970,Clark-2970,0,0,0,0,0,0,0,0,0
Clark,2971,Clark-2971,0,0,0,0,0,0,0,0,0
Clark,2972,Clark-2972,0,0,0,0,0,0,0,0,0
Clark,2973,Clark-2973,0,0,0,0,0,0,0,0,0
Clark,2974,Clark-2974,0,0,0,0,0,0,0,0,0
Clark,2976,Clark-2976,0,0,0,0,0,0,0,0,0
Clark,2978,Clark-2978,0,0,0,0,0,0,0,0,0
Clark,2980,Clark-2980,0,0,0,0,0,0,0,0,0
Clark,2990,Clark-2990,0,0,0,0,0,0,0,0,0
Clark,3000,Clark-3000,832,544,1400,788,453,1355,817,448,1316
Clark,3003,Clark-3003,631,492,1149,624,418,1134,629,425,1099
Clark,3004,Clark-3004,0,0,0,0,0,0,0,0,0
Clark,3005,Clark-3005,0,2,2,0,2,2,0,2,2
Clark,3006,Clark-3006,164,236,405,168,211,397,164,215,390
Clark,3007,Clark-3007,1043,672,1758,1028,533,1727,1062,559,1690
Clark,3009,Clark-3009,927,714,1677,910,640,1652,928,636,1616
Clark,3011,Clark-3011,891,883,1806,880,756,1771,913,826,1739
Clark,3013,Clark-3013,717,539,1279,728,456,1257,738,494,1232
Clark,3014,Clark-3014,866,887,1776,857,814,1748,876,842,1718
Clark,3016,Clark-3016,774,909,1709,776,809,1670,788,858,1646
Clark,3017,Clark-3017,1256,1137,2429,1246,1042,2405,1284,1081,2365
Clark,3018,Clark-3018,1243,1237,2524,1239,1123,2466,1252,1156,2408
Clark,3021,Clark-3021,1132,1123,2308,1135,1016,2275,1165,1083,2248
Clark,3022,Clark-3022,1207,1314,2577,1198,1190,2538,1229,1260,2489
Clark,3027,Clark-3027,1213,1169,2411,1194,1072,2365,1216,1122,2338
Clark,3030,Clark-3030,1049,946,2032,1035,830,1988,1098,856,1954
Clark,3033,Clark-3033,69,46,116,67,37,113,73,37,110
Clark,3034,Clark-3034,299,199,507,289,178,497,302,186,488
Clark,3035,Clark-3035,44,17,62,43,14,62,46,15,61
Clark,3036,Clark-3036,540,559,1118,545,533,1110,544,550,1094
Clark,3037,Clark-3037,1271,1271,2574,1275,1210,2551,1261,1261,2522
Clark,3038,Clark-3038,73,51,125,67,44,122,75,44,119
Clark,3039,Clark-3039,629,420,1064,617,355,1046,616,365,1015
Clark,3040,Clark-3040,927,1201,2160,924,1153,2136,916,1187,2103
Clark,3041,Clark-3041,64,21,86,60,22,86,62,21,83
Clark,3043,Clark-3043,650,425,1107,641,384,1097,646,385,1069
Clark,3045,Clark-3045,466,385,874,462,314,864,474,327,839
Clark,3046,Clark-3046,0,0,0,0,0,0,0,0,0
Clark,3047,Clark-3047,3,4,7,3,3,7,3,3,7
Clark,3048,Clark-3048,25,57,82,25,54,82,24,57,81
Clark,3050,Clark-3050,433,959,1423,430,903,1404,421,924,1370
Clark,3051,Clark-3051,7,5,12,6,5,11,6,5,11
Clark,3053,Clark-3053,1,4,5,1,3,4,1,3,4
Clark,3054,Clark-3054,0,0,0,0,0,0,0,0,0
Clark,3055,Clark-3055,1186,1105,2330,1187,991,2308,1200,1000,2248
Clark,3056,Clark-3056,50,121,172,51,115,171,51,120,172
Clark,3057,Clark-3057,218,473,703,228,449,695,219,467,686
Clark,3058,Clark-3058,818,813,1659,811,736,1642,821,783,1604
Clark,3059,Clark-3059,1283,1347,2676,1261,1250,2641,1304,1300,2604
Clark,3061,Clark-3061,264,125,398,257,105,393,267,120,387
Clark,3062,Clark-3062,1140,1042,2223,1142,913,2190,1186,965,2151
Clark,3064,Clark-3064,87,124,215,83,122,212,81,126,208
Clark,3065,Clark-3065,15,16,32,16,16,32,15,17,32
Clark,3066,Clark-3066,21,32,53,24,29,53,20,31,53
Clark,3067,Clark-3067,31,73,106,30,74,106,36,67,103
Clark,3068,Clark-3068,488,316,817,499,272,803,509,278,787
Clark,3069,Clark-3069,83,29,115,79,25,115,83,29,112
Clark,3070,Clark-3070,2,7,9,2,7,9,2,7,9
Clark,3071,Clark-3071,183,346,538,189,322,534,178,334,524
Clark,3072,Clark-3072,43,54,98,48,47,97,45,52,98
Clark,3074,Clark-3074,441,339,792,428,304,781,445,319,764
Clark,3151,Clark-3151,0,1,1,0,1,1,0,1,1
Clark,3152,Clark-3152,24,52,78,24,44,78,28,46,75
Clark,3191,Clark-3191,1,3,4,1,3,4,1,3,4
Clark,3217,Clark-3217,773,717,1522,768,650,1503,810,675,1485
Clark,3361,Clark-3361,690,597,1308,685,524,1284,702,558,1260
Clark,3363,Clark-3363,1004,1310,2357,1041,1199,2329,1042,1260,2302
Clark,3364,Clark-3364,619,981,1626,629,927,1600,625,958,1583
Clark,3366,Clark-3366,1175,1413,2646,1212,1313,2612,1192,1390,2582
Clark,3370,Clark-3370,1397,1213,2646,1380,1105,2598,1411,1158,2569
Clark,3373,Clark-3373,1577,1775,3415,1620,1622,3365,1645,1670,3315
Clark,3374,Clark-3374,1004,1168,2199,999,1083,2168,1015,1127,2142
Clark,3382,Clark-3382,892,1051,1976,916,975,1957,908,1008,1916
Clark,3383,Clark-3383,1018,1197,2238,1017,1153,2221,1017,1176,2193
Clark,3385,Clark-3385,773,779,1581,769,728,1560,755,784,1539
Clark,3391,Clark-3391,967,914,1918,960,852,1897,965,907,1872
Clark,3392,Clark-3392,643,715,1392,645,639,1363,646,677,1323
Clark,3414,Clark-3414,464,581,1076,468,557,1064,466,576,1042
Clark,3417,Clark-3417,969,795,1793,964,705,1775,982,761,1743
Clark,3418,Clark-3418,276,356,645,278,334,643,275,354,629
Clark,3433,Clark-3433,2,0,2,2,0,2,2,0,2
Clark,3435,Clark-3435,1211,1083,2336,1205,976,2308,1204,987,2258
Clark,3439,Clark-3439,1,1,2,1,1,2,1,1,2
Clark,3457,Clark-3457,1,2,3,1,2,3,1,1,2
Clark,3464,Clark-3464,852,1063,1941,860,991,1916,865,998,1887
Clark,3518,Clark-3518,1,12,14,3,11,14,2,12,14
Clark,3532,Clark-3532,3,22,25,4,20,25,3,22,25
Clark,3535,Clark-3535,6,17,23,7,16,23,8,14,22
Clark,3537,Clark-3537,0,0,0,0,0,0,0,0,0
Clark,3540,Clark-3540,156,358,520,158,338,517,161,330,508
Clark,3544,Clark-3544,510,722,1256,533,661,1237,522,693,1215
Clark,3545,Clark-3545,0,0,0,0,0,0,0,0,0
Clark,3546,Clark-3546,1576,1704,3341,1590,1533,3297,1588,1570,3228
Clark,3547,Clark-3547,758,1039,1835,766,974,1821,786,972,1784
Clark,3552,Clark-3552,0,0,0,0,0,0,0,0,0
Clark,3553,Clark-3553,0,0,0,0,0,0,0,0,0
Clark,3557,Clark-3557,916,974,1925,921,869,1893,930,931,1861
Clark,3559,Clark-3559,1,3,4,1,3,4,1,3,4
Clark,3562,Clark-3562,3,7,10,3,7,10,3,7,10
Clark,3564,Clark-3564,75,187,264,79,177,261,74,178,257
Clark,3565,Clark-3565,1120,1329,2502,1106,1255,2465,1151,1280,2431
Clark,3571,Clark-3571,2,4,7,2,4,7,2,4,7
Clark,3574,Clark-3574,0,0,0,0,0,0,0,0,0
Clark,3576,Clark-3576,996,1158,2199,1002,1101,2175,1001,1151,2152
Clark,3578,Clark-3578,13,28,41,14,26,40,14,26,40
Clark,3579,Clark-3579,2,11,13,4,9,13,4,9,13
Clark,3580,Clark-3580,0,0,0,0,0,0,0,0,0
Clark,3581,Clark-3581,0,1,1,0,1,1,0,1,1
Clark,3582,Clark-3582,0,0,0,0,0,0,0,0,0
Clark,3583,Clark-3583,715,764,1496,703,699,1465,690,748,1438
Clark,3584,Clark-3584,2,2,4,2,2,4,1,2,3
Clark,3585,Clark-3585,0,0,0,0,0,0,0,0,0
Clark,3586,Clark-3586,0,0,0,0,0,0,0,0,0
Clark,3587,Clark-3587,930,1211,2175,914,1102,2142,939,1112,2090
Clark,3588,Clark-3588,1213,1392,2646,1223,1257,2620,1219,1286,2559
Clark,3602,Clark-3602,961,1022,2009,949,955,1982,967,946,1942
Clark,3604,Clark-3604,1181,911,2130,1164,805,2088,1171,806,2034
Clark,3605,Clark-3605,156,522,695,167,468,680,168,470,664
Clark,3606,Clark-3606,1379,1442,2867,1371,1297,2831,1380,1318,2763
Clark,3607,Clark-3607,805,530,1365,770,471,1340,803,467,1311
Clark,3609,Clark-3609,441,946,1413,436,905,1401,428,925,1373
Clark,3611,Clark-3611,0,0,0,0,0,0,0,0,0
Clark,3612,Clark-3612,0,0,0,0,0,0,0,0,0
Clark,3613,Clark-3613,639,447,1111,641,391,1096,650,404,1080
Clark,3700,Clark-3700,131,151,285,130,133,279,131,136,276
Clark,3705,Clark-3705,424,576,1014,424,515,999,423,534,980
Clark,3706,Clark-3706,1468,1577,3096,1445,1440,3051,1429,1458,2958
Clark,3709,Clark-3709,354,546,912,357,499,901,362,524,886
Clark,3710,Clark-3710,195,320,523,206,286,520,213,292,518
Clark,3712,Clark-3712,0,1,1,0,1,1,0,1,1
Clark,3713,Clark-3713,25,26,51,27,20,49,26,22,49
Clark,3714,Clark-3714,21,20,42,24,17,42,22,20,42
Clark,3715,Clark-3715,518,1163,1703,522,1108,1680,537,1122,1659
Clark,3716,Clark-3716,2,2,4,2,2,4,2,2,4
Clark,3717,Clark-3717,339,599,954,348,564,946,359,564,940
Clark,3719,Clark-3719,1454,1287,2789,1442,1146,2748,1453,1263,2716
Clark,3724,Clark-3724,1370,1123,2533,1341,986,2486,1355,1004,2423
Clark,3725,Clark-3725,7,3,10,7,3,10,7,3,10
Clark,3727,Clark-3727,917,1132,2082,945,1078,2066,932,1108,2040
Clark,3729,Clark-3729,463,504,983,466,459,973,473,454,947
Clark,3730,Clark-3730,850,761,1640,849,670,1618,824,690,1570
Clark,3731,Clark-3731,1,2,3,1,2,3,1,2,3
Clark,3732,Clark-3732,1140,1069,2243,1140,958,2202,1180,1001,2181
Clark,3735,Clark-3735,36,40,77,31,43,77,34,41,75
Clark,3736,Clark-3736,10,33,43,12,29,41,10,31,41
Clark,3737,Clark-3737,0,0,0,0,0,0,0,0,0
Clark,3740,Clark-3740,1607,2081,3758,1659,1927,3703,1658,1991,3649
Clark,3745,Clark-3745,0,0,0,0,0,0,0,0,0
Clark,3747,Clark-3747,919,845,1794,923,749,1772,929,812,1741
Clark,3748,Clark-3748,924,1087,2037,925,1005,2013,943,1048,1991
Clark,3750,Clark-3750,1,0,1,1,0,1,1,0,1
Clark,3753,Clark-3753,160,103,270,153,88,265,159,99,258
Clark,3754,Clark-3754,1021,572,1626,1000,487,1598,1048,527,1575
Clark,3755,Clark-3755,948,681,1648,931,598,1617,956,622,1578
Clark,3757,Clark-3757,339,682,1040,359,640,1028,351,671,1022
Clark,3758,Clark-3758,100,207,311,93,204,309,91,206,302
Clark,3762,Clark-3762,1159,864,2065,1144,753,2026,1173,809,1982
Clark,3763,Clark-3763,143,171,318,146,154,308,151,151,302
Clark,3764,Clark-3764,1307,1065,2421,1308,918,2377,1347,985,2332
Clark,3765,Clark-3765,776,513,1307,763,451,1287,793,476,1269
Clark,3766,Clark-3766,899,1059,1997,893,977,1981,915,980,1945
Clark,3767,Clark-3767,10,26,37,10,23,35,9,26,36
Clark,3769,Clark-3769,439,419,877,432,373,862,449,396,845
Clark,3771,Clark-3771,407,336,758,418,292,747,416,315,731
Clark,3773,Clark-3773,561,360,938,541,323,929,570,344,914
Clark,3776,Clark-3776,0,0,0,0,0,0,0,0,0
Clark,3777,Clark-3777,2,3,7,3,5,8,3,5,8
Clark,3778,Clark-3778,0,0,0,0,0,0,0,0,0
Clark,3779,Clark-3779,0,0,0,0,0,0,0,0,0
Clark,3780,Clark-3780,626,792,1447,615,724,1424,629,774,1403
Clark,3781,Clark-3781,1027,1048,2123,1014,949,2077,1015,950,2021
Clark,3786,Clark-3786,6,17,23,6,16,23,6,16,22
Clark,3787,Clark-3787,596,605,1228,612,531,1208,608,590,1198
Clark,3793,Clark-3793,1877,2045,4019,1878,1904,3942,1877,1975,3852
Clark,3800,Clark-3800,1217,1298,2565,1216,1201,2541,1245,1263,2508
Clark,3863,Clark-3863,1145,972,2166,1150,827,2133,1203,894,2097
Clark,3875,Clark-3875,0,0,0,0,0,0,0,0,0
Clark,3881,Clark-3881,0,0,0,0,0,0,0,0,0
Clark,3900,Clark-3900,0,0,0,0,0,0,0,0,0
Clark,3904,Clark-3904,0,0,0,0,0,0,0,0,0
Clark,3906,Clark-3906,0,0,0,0,0,0,0,0,0
Clark,3907,Clark-3907,0,0,0,0,0,0,0,0,0
Clark,3908,Clark-3908,0,0,0,0,0,0,0,0,0
Clark,3909,Clark-3909,0,0,0,0,0,0,0,0,0
Clark,3910,Clark-3910,0,0,0,0,0,0,0,0,0
Clark,3912,Clark-3912,0,0,0,0,0,0,0,0,0
Clark,3914,Clark-3914,0,0,0,0,0,0,0,0,0
Clark,3915,Clark-3915,0,0,0,0,0,0,0,0,0
Clark,3938,Clark-3938,0,0,0,0,0,0,0,0,0
Clark,3979,Clark-3979,0,0,0,0,0,0,0,0,0
Clark,3981,Clark-3981,0,0,0,0,0,0,0,0,0
Clark,3984,Clark-3984,0,0,0,0,0,0,0,0,0
Clark,3985,Clark-3985,0,0,0,0,0,0,0,0,0
Clark,3988,Clark-3988,0,0,0,0,0,0,0,0,0
Clark,3989,Clark-3989,0,0,0,0,0,0,0,0,0
Clark,3992,Clark-3992,0,0,0,0,0,0,0,0,0
Clark,3993,Clark-3993,0,0,0,0,0,0,0,0,0
Clark,3994,Clark-3994,0,0,0,0,0,0,0,0,0
Clark,3995,Clark-3995,0,0,0,0,0,0,0,0,0
Clark,4000,Clark-4000,425,234,673,406,200,664,424,198,644
Clark,4001,Clark-4001,151,120,276,150,104,272,149,108,265
Clark,4002,Clark-4002,54,55,109,52,49,108,55,49,108
Clark,4003,Clark-4003,3,0,3,3,0,3,3,0,3
Clark,4004,Clark-4004,0,1,1,0,1,1,0,1,1
Clark,4005,Clark-4005,9,3,12,10,1,12,10,1,12
Clark,4006,Clark-4006,6,26,32,5,22,32,5,22,27
Clark,4007,Clark-4007,374,258,643,358,219,631,378,213,617
Clark,4008,Clark-4008,358,156,530,341,132,518,355,125,500
Clark,4009,Clark-4009,441,257,709,431,208,695,431,211,677
Clark,4010,Clark-4010,1377,1055,2473,1387,934,2443,1410,953,2410
Clark,4011,Clark-4011,547,409,969,539,363,957,547,366,933
Clark,4012,Clark-4012,948,835,1812,954,757,1796,985,760,1783
Clark,4013,Clark-4013,1550,880,2484,1491,773,2442,1563,776,2414
Clark,4014,Clark-4014,0,0,0,0,0,0,0,0,0
Clark,4015,Clark-4015,0,0,0,0,0,0,0,0,0
Clark,4017,Clark-4017,1249,222,1500,1217,169,1491,1278,167,1477
Clark,4018,Clark-4018,206,250,468,204,232,463,202,230,449
Clark,4019,Clark-4019,767,377,1161,723,299,1141,757,295,1113
Clark,4020,Clark-4020,655,337,1023,653,279,1004,640,280,969
Clark,4021,Clark-4021,454,324,793,438,290,788,445,301,769
Clark,4022,Clark-4022,890,552,1469,868,474,1445,905,467,1416
Clark,4024,Clark-4024,889,347,1253,855,296,1234,884,306,1215
Clark,4026,Clark-4026,13,7,21,13,5,21,15,5,21
Clark,4027,Clark-4027,736,382,1162,726,322,1141,733,326,1105
Clark,4028,Clark-4028,912,142,1079,844,102,1053,914,101,1044
Clark,4030,Clark-4030,787,165,975,726,129,945,788,119,935
Clark,4031,Clark-4031,76,20,97,68,10,93,69,15,88
Clark,4032,Clark-4032,508,379,902,527,303,888,541,298,876
Clark,4034,Clark-4034,246,147,402,243,125,394,245,123,386
Clark,4035,Clark-4035,416,182,606,390,140,585,419,141,577
Clark,4036,Clark-4036,914,399,1335,907,330,1321,923,324,1294
Clark,4037,Clark-4037,363,148,523,336,115,502,352,119,499
Clark,4038,Clark-4038,0,0,0,0,0,0,0,0,0
Clark,4039,Clark-4039,0,0,0,0,0,0,0,0,0
Clark,4040,Clark-4040,173,85,267,161,70,258,176,69,253
Clark,4041,Clark-4041,0,0,0,0,0,0,0,0,0
Clark,4043,Clark-4043,345,190,548,341,154,538,354,155,524
Clark,4044,Clark-4044,1381,741,2168,1341,647,2148,1389,646,2099
Clark,4045,Clark-4045,259,146,414,262,112,405,272,120,405
Clark,4046,Clark-4046,307,364,690,317,322,683,316,351,675
Clark,4069,Clark-4069,44,37,82,42,35,80,43,30,76
Clark,4070,Clark-4070,3,1,4,3,1,4,3,1,4
Clark,4073,Clark-4073,14,15,29,15,12,29,16,13,29
Clark,4075,Clark-4075,0,0,0,0,0,0,0,0,0
Clark,4076,Clark-4076,1,3,4,1,2,4,1,2,4
Clark,4304,Clark-4304,1548,641,2227,1526,525,2193,1569,525,2153
Clark,4306,Clark-4306,949,367,1346,926,312,1326,969,297,1299
Clark,4309,Clark-4309,541,147,703,524,112,688,535,116,674
Clark,4387,Clark-4387,786,381,1188,760,277,1156,766,291,1126
Clark,4400,Clark-4400,1491,781,2302,1451,674,2271,1505,668,2232
Clark,4401,Clark-4401,1,4,5,1,4,5,1,4,4
Clark,4402,Clark-4402,433,251,697,418,215,685,436,226,678
Clark,4404,Clark-4404,1524,770,2350,1484,687,2318,1552,672,2278
Clark,4405,Clark-4405,1,5,6,1,4,5,1,5,6
Clark,4406,Clark-4406,2,0,2,2,0,2,2,0,2
Clark,4407,Clark-4407,3,8,11,3,8,11,4,7,11
Clark,4408,Clark-4408,2,0,2,2,0,2,2,0,2
Clark,4411,Clark-4411,791,525,1345,792,444,1325,817,449,1304
Clark,4413,Clark-4413,356,363,726,357,333,723,369,332,713
Clark,4414,Clark-4414,1196,921,2156,1186,818,2129,1229,834,2109
Clark,4415,Clark-4415,774,253,1046,757,182,1031,785,206,1019
Clark,4417,Clark-4417,1298,951,2288,1266,817,2255,1330,834,2221
Clark,4420,Clark-4420,150,87,243,146,74,237,154,80,238
Clark,4421,Clark-4421,1025,764,1818,1006,665,1792,1048,651,1761
Clark,4422,Clark-4422,1125,757,1918,1116,652,1890,1159,657,1865
Clark,4423,Clark-4423,1380,935,2370,1334,810,2316,1389,830,2280
Clark,4434,Clark-4434,37,55,92,35,49,91,35,49,87
Clark,4454,Clark-4454,2,0,2,2,0,2,2,0,2
Clark,4458,Clark-4458,0,0,0,0,0,0,0,0,0
Clark,4461,Clark-4461,749,165,931,686,133,918,773,118,909
Clark,4463,Clark-4463,102,38,142,86,32,133,93,34,131
Clark,4501,Clark-4501,1683,1065,2804,1664,888,2759,1710,914,2701
Clark,4502,Clark-4502,473,314,806,470,267,796,487,265,778
Clark,4504,Clark-4504,940,479,1447,925,401,1427,952,406,1397
Clark,4505,Clark-4505,683,413,1116,647,361,1100,693,352,1081
Clark,4506,Clark-4506,603,397,1014,601,325,1004,610,347,983
Clark,4508,Clark-4508,1383,389,1804,1330,311,1783,1399,301,1758
Clark,4510,Clark-4510,200,162,374,190,122,360,196,121,342
Clark,4511,Clark-4511,0,0,0,0,0,0,0,0,0
Clark,4512,Clark-4512,1280,770,2105,1226,675,2079,1292,662,2035
Clark,4526,Clark-4526,1332,379,1743,1294,308,1719,1343,313,1696
Clark,4528,Clark-4528,755,289,1071,725,236,1051,745,243,1024
Clark,4529,Clark-4529,1049,457,1532,996,362,1506,1023,379,1468
Clark,4540,Clark-4540,374,112,495,367,83,487,359,82,474
Clark,4541,Clark-4541,1430,757,2231,1388,603,2184,1431,592,2151
Clark,4543,Clark-4543,659,297,977,632,232,958,656,218,934
Clark,4547,Clark-4547,865,441,1325,839,346,1296,841,339,1269
Clark,4548,Clark-4548,741,275,1033,701,220,1013,708,202,988
Clark,4550,Clark-4550,228,114,348,232,67,343,226,91,333
Clark,4553,Clark-4553,701,319,1036,663,257,1012,691,245,986
Clark,4555,Clark-4555,1352,669,2065,1345,486,2017,1372,537,1981
Clark,4559,Clark-4559,746,351,1115,717,289,1089,757,281,1067
Clark,4562,Clark-4562,529,286,832,510,242,817,513,247,798
Clark,4564,Clark-4564,924,435,1388,894,347,1375,918,368,1338
Clark,4566,Clark-4566,311,139,457,299,108,450,308,115,443
Clark,4573,Clark-4573,133,43,179,126,37,177,136,33,173
Clark,4581,Clark-4581,1442,805,2291,1415,649,2252,1488,653,2210
Clark,4583,Clark-4583,1263,665,1978,1244,566,1956,1302,550,1914
