CNTY_NAME,PREC,JoinField,PresDem,PresRep,PresTot,SenDem,SenRep,SenTot,HouseDem,HouseRep,HouseTot
Clark,4585,Clark-4585,494,232,740,481,195,731,496,180,712
Clark,4586,Clark-4586,1589,842,2474,1564,722,2442,1606,723,2384
Clark,4590,Clark-4590,420,154,587,390,120,572,428,114,561
Clark,4591,Clark-4591,174,30,206,142,29,198,164,24,196
Clark,4597,Clark-4597,1167,430,1627,1118,313,1598,1172,322,1551
Clark,4605,Clark-4605,452,217,683,435,204,673,438,206,659
Clark,4609,Clark-4609,0,3,3,0,3,3,0,3,3
Clark,4612,Clark-4612,45,20,69,47,16,68,50,15,68
Clark,4613,Clark-4613,226,87,319,223,75,314,224,69,305
Clark,4615,Clark-4615,2,1,3,2,1,3,2,1,3
Clark,4623,Clark-4623,698,631,1354,703,564,1335,704,588,1315
Clark,4633,Clark-4633,716,460,1196,699,391,1179,713,409,1154
Clark,4638,Clark-4638,143,71,218,142,61,217,145,58,210
Clark,4641,Clark-4641,69,89,160,64,80,157,65,78,152
Clark,4645,Clark-4645,0,0,0,0,0,0,0,0,0
Clark,4650,Clark-4650,744,271,1038,698,204,1024,735,221,993
Clark,4716,Clark-4716,936,520,1481,923,425,1457,953,439,1433
Clark,4900,Clark-4900,0,0,0,0,0,0,0,0,0
Clark,4902,Clark-4902,0,0,0,0,0,0,0,0,0
Clark,4903,Clark-4903,0,0,0,0,0,0,0,0,0
Clark,4904,Clark-4904,0,0,0,0,0,0,0,0,0
Clark,5001,Clark-5001,446,211,665,452,160,664,457,166,652
Clark,5002,Clark-5002,876,436,1329,845,327,1302,865,317,1265
Clark,5003,Clark-5003,82,45,130,79,35,127,80,34,122
Clark,5005,Clark-5005,830,431,1282,815,322,1258,820,339,1219
Clark,5007,Clark-5007,758,380,1147,741,294,1123,734,289,1095
Clark,5008,Clark-5008,848,488,1365,838,389,1335,864,373,1312
Clark,5011,Clark-5011,551,387,959,560,313,952,573,308,926
Clark,5012,Clark-5012,647,353,1021,626,279,1002,644,283,984
Clark,5013,Clark-5013,759,416,1186,730,327,1157,748,332,1137
Clark,5014,Clark-5014,0,0,0,0,0,0,0,0,0
Clark,5015,Clark-5015,465,208,680,436,161,670,451,150,644
Clark,5017,Clark-5017,815,621,1458,809,519,1435,839,507,1411
Clark,5018,Clark-5018,588,331,934,578,279,924,606,261,910
Clark,5020,Clark-5020,353,190,550,342,146,539,352,142,513
Clark,5022,Clark-5022,738,270,1023,703,196,989,740,193,981
Clark,5023,Clark-5023,652,1235,1913,659,1118,1889,660,1112,1837
Clark,5024,Clark-5024,705,1267,2007,719,1162,1991,718,1140,1929
Clark,5025,Clark-5025,879,1255,2177,864,1141,2143,860,1137,2088
Clark,5028,Clark-5028,22,24,48,23,21,47,21,18,45
Clark,5029,Clark-5029,562,417,998,546,351,988,582,345,968
Clark,5030,Clark-5030,676,534,1237,654,460,1207,673,451,1168
Clark,5031,Clark-5031,889,446,1356,845,345,1311,894,333,1287
Clark,5035,Clark-5035,0,1,1,0,1,1,0,1,1
Clark,5037,Clark-5037,767,1455,2264,778,1363,2246,776,1355,2195
Clark,5038,Clark-5038,623,421,1067,601,350,1042,623,353,1019
Clark,5039,Clark-5039,61,34,96,56,30,92,63,24,88
Clark,5040,Clark-5040,797,527,1347,785,434,1316,790,435,1283
Clark,5041,Clark-5041,129,109,250,129,92,248,137,87,244
Clark,5042,Clark-5042,271,275,550,277,239,535,284,235,530
Clark,5044,Clark-5044,468,373,862,433,327,832,448,325,804
Clark,5045,Clark-5045,521,363,902,503,300,870,514,287,853
Clark,5046,Clark-5046,803,501,1334,782,404,1301,826,387,1277
Clark,5047,Clark-5047,643,771,1435,630,699,1407,633,699,1381
Clark,5048,Clark-5048,33,30,65,37,22,63,38,24,62
Clark,5049,Clark-5049,287,251,550,294,222,538,295,221,527
Clark,5050,Clark-5050,0,1,1,0,1,1,0,1,1
Clark,5323,Clark-5323,1078,654,1769,1071,527,1728,1111,508,1700
Clark,5324,Clark-5324,850,900,1774,857,796,1755,876,784,1713
Clark,5330,Clark-5330,1111,784,1925,1089,658,1879,1137,659,1858
Clark,5350,Clark-5350,1362,683,2091,1347,582,2061,1364,565,2012
Clark,5372,Clark-5372,728,382,1127,695,322,1094,711,313,1066
Clark,5384,Clark-5384,883,402,1307,866,342,1279,882,329,1251
Clark,5395,Clark-5395,308,295,616,309,267,616,336,248,602
Clark,5403,Clark-5403,156,99,263,159,79,258,163,79,255
Clark,5405,Clark-5405,1031,704,1757,999,558,1711,1051,559,1686
Clark,5412,Clark-5412,1267,808,2121,1268,663,2094,1302,653,2043
Clark,5417,Clark-5417,863,649,1533,843,581,1513,867,570,1497
Clark,5425,Clark-5425,1042,723,1792,1004,612,1758,1059,596,1725
Clark,5500,Clark-5500,0,0,0,0,0,0,0,0,0
Clark,5501,Clark-5501,329,448,786,325,413,780,329,422,774
Clark,5503,Clark-5503,0,0,0,0,0,0,0,0,0
Clark,5504,Clark-5504,890,874,1804,879,780,1789,905,802,1766
Clark,5506,Clark-5506,0,0,0,0,0,0,0,0,0
Clark,5513,Clark-5513,1029,825,1893,1022,708,1856,1055,697,1825
Clark,5530,Clark-5530,1465,2741,4261,1461,2648,4221,1411,2684,4142
Clark,5531,Clark-5531,170,275,454,180,236,446,177,235,432
Clark,5533,Clark-5533,1066,699,1797,1065,637,1779,1040,660,1740
Clark,5539,Clark-5539,0,0,0,0,0,0,0,0,0
Clark,5540,Clark-5540,0,0,0,0,0,0,0,0,0
Clark,5542,Clark-5542,327,175,508,314,143,496,344,147,491
Clark,5543,Clark-5543,194,95,294,182,78,285,204,77,281
Clark,5545,Clark-5545,391,225,630,383,187,619,393,210,603
Clark,5547,Clark-5547,58,139,201,56,137,200,57,137,197
Clark,5550,Clark-5550,298,463,774,296,428,767,291,441,751
Clark,5554,Clark-5554,697,589,1309,713,532,1302,710,526,1271
Clark,5556,Clark-5556,768,1405,2201,771,1300,2177,763,1309,2128
Clark,5560,Clark-5560,940,680,1641,930,600,1621,948,599,1594
Clark,5561,Clark-5561,0,1,1,0,1,1,0,1,1
Clark,5562,Clark-5562,0,0,0,0,0,0,0,0,0
Clark,5563,Clark-5563,607,321,942,584,269,928,588,267,900
Clark,5565,Clark-5565,800,487,1317,766,432,1284,808,414,1270
Clark,5566,Clark-5566,1359,1134,2538,1361,1002,2502,1402,976,2456
Clark,5569,Clark-5569,1073,895,2002,1056,774,1964,1074,775,1926
Clark,5570,Clark-5570,1117,781,1922,1084,657,1884,1135,634,1858
Clark,5571,Clark-5571,552,433,998,557,363,978,563,339,952
Clark,5572,Clark-5572,791,574,1393,782,497,1371,807,472,1345
Clark,5577,Clark-5577,337,275,627,339,218,606,342,222,592
Clark,5578,Clark-5578,565,401,987,569,316,966,574,315,937
Clark,5581,Clark-5581,574,215,804,529,165,781,547,159,761
Clark,5582,Clark-5582,554,320,893,547,270,875,549,262,856
Clark,5583,Clark-5583,427,246,681,393,201,653,404,194,634
Clark,5584,Clark-5584,450,180,642,421,156,630,419,149,602
Clark,5585,Clark-5585,557,267,843,544,214,819,551,207,807
Clark,5586,Clark-5586,482,276,778,465,220,764,482,208,737
Clark,5587,Clark-5587,1255,860,2156,1232,745,2120,1262,726,2074
Clark,5589,Clark-5589,170,286,463,166,270,452,170,265,444
Clark,5590,Clark-5590,0,0,0,0,0,0,0,0,0
Clark,5591,Clark-5591,298,197,503,291,175,491,294,158,479
Clark,5593,Clark-5593,890,647,1566,880,550,1543,929,541,1513
Clark,5597,Clark-5597,858,438,1324,818,358,1286,825,350,1238
Clark,5603,Clark-5603,406,353,767,401,307,757,398,314,743
Clark,5612,Clark-5612,1151,734,1918,1126,585,1875,1194,577,1853
Clark,5615,Clark-5615,142,124,267,143,100,264,141,109,258
Clark,5620,Clark-5620,1068,631,1726,1045,525,1695,1080,509,1674
Clark,5622,Clark-5622,840,566,1434,805,457,1389,844,470,1375
Clark,5624,Clark-5624,389,327,725,385,276,709,385,289,702
Clark,5625,Clark-5625,1097,843,1979,1105,675,1944,1148,690,1926
Clark,5633,Clark-5633,378,256,641,370,202,629,379,207,617
Clark,5634,Clark-5634,249,193,454,257,155,445,263,152,434
Clark,5635,Clark-5635,684,470,1171,670,393,1155,687,390,1134
Clark,5652,Clark-5652,347,728,1096,353,698,1089,354,690,1067
Clark,5903,Clark-5903,0,0,0,0,0,0,0,0,0
Clark,5904,Clark-5904,0,0,0,0,0,0,0,0,0
Clark,5905,Clark-5905,0,0,0,0,0,0,0,0,0
Clark,5906,Clark-5906,0,0,0,0,0,0,0,0,0
Clark,5907,Clark-5907,0,0,0,0,0,0,0,0,0
Clark,5911,Clark-5911,0,0,0,0,0,0,0,0,0
Clark,6000,Clark-6000,24,33,58,24,33,58,25,33,58
Clark,6001,Clark-6001,2289,2366,4730,2284,2145,4664,2213,2174,4512
Clark,6003,Clark-6003,455,551,1022,444,545,1009,439,539,992
Clark,6004,Clark-6004,620,840,1481,620,821,1473,605,823,1444
Clark,6007,Clark-6007,739,816,1579,730,752,1555,754,777,1531
Clark,6009,Clark-6009,571,661,1248,575,583,1220,586,616,1202
Clark,6011,Clark-6011,377,357,752,380,313,732,392,328,720
Clark,6012,Clark-6012,353,406,771,367,355,755,370,375,745
Clark,6013,Clark-6013,12,10,22,11,9,22,12,10,22
Clark,6014,Clark-6014,511,554,1083,505,482,1046,512,508,1020
Clark,6015,Clark-6015,623,515,1152,608,454,1127,633,477,1110
Clark,6016,Clark-6016,1037,784,1845,1014,688,1811,1044,737,1781
Clark,6017,Clark-6017,1163,1176,2357,1154,1042,2309,1174,1090,2264
Clark,6018,Clark-6018,374,572,969,375,546,950,358,579,937
Clark,6019,Clark-6019,0,0,0,0,0,0,0,0,0
Clark,6020,Clark-6020,0,0,0,0,0,0,0,0,0
Clark,6021,Clark-6021,0,0,0,0,0,0,0,0,0
Clark,6022,Clark-6022,0,1,1,0,1,1,0,1,1
Clark,6023,Clark-6023,0,0,0,0,0,0,0,0,0
Clark,6024,Clark-6024,0,0,0,0,0,0,0,0,0
Clark,6025,Clark-6025,0,0,0,0,0,0,0,0,0
Clark,6026,Clark-6026,0,0,0,0,0,0,0,0,0
Clark,6027,Clark-6027,0,0,0,0,0,0,0,0,0
Clark,6028,Clark-6028,0,0,0,0,0,0,0,0,0
Clark,6030,Clark-6030,489,428,944,492,376,930,515,400,915
Clark,6031,Clark-6031,497,350,856,486,301,833,498,318,816
Clark,6032,Clark-6032,354,296,658,348,256,642,363,269,632
Clark,6033,Clark-6033,785,604,1417,770,521,1380,787,565,1352
Clark,6034,Clark-6034,411,319,742,408,267,724,407,298,705
Clark,6036,Clark-6036,986,1076,2088,982,968,2047,1002,1016,2018
Clark,6037,Clark-6037,881,868,1780,862,788,1746,871,850,1721
Clark,6038,Clark-6038,634,563,1217,637,492,1200,658,528,1186
Clark,6039,Clark-6039,1,1,2,1,1,2,1,1,2
Clark,6041,Clark-6041,144,81,229,142,68,229,151,76,227
Clark,6042,Clark-6042,1529,1556,3134,1510,1404,3078,1529,1498,3027
Clark,6043,Clark-6043,117,86,208,119,78,205,122,82,204
Clark,6044,Clark-6044,893,732,1650,872,642,1618,915,682,1597
Clark,6045,Clark-6045,1133,1060,2230,1132,919,2187,1172,970,2142
Clark,6046,Clark-6046,334,397,743,336,352,724,346,362,708
Clark,6047,Clark-6047,0,1,1,0,1,1,0,1,1
Clark,6057,Clark-6057,712,610,1337,706,515,1296,723,552,1275
Clark,6062,Clark-6062,735,716,1477,726,635,1452,758,671,1429
Clark,6066,Clark-6066,1053,866,1959,1048,763,1913,1070,811,1881
Clark,6154,Clark-6154,1101,1411,2563,1134,1279,2526,1090,1304,2457
Clark,6155,Clark-6155,0,0,0,0,0,0,0,0,0
Clark,6156,Clark-6156,0,0,0,0,0,0,0,0,0
Clark,6157,Clark-6157,0,0,0,0,0,0,0,0,0
Clark,6161,Clark-6161,0,1,1,0,0,0,0,0,0
Clark,6309,Clark-6309,1,1,2,1,1,2,1,1,2
Clark,6365,Clark-6365,0,2,2,0,2,2,0,2,2
Clark,6374,Clark-6374,2,1,3,2,1,3,2,1,3
Clark,6376,Clark-6376,0,2,2,0,2,2,0,2,2
Clark,6377,Clark-6377,0,0,0,0,0,0,0,0,0
Clark,6378,Clark-6378,1,0,1,1,0,1,1,0,1
Clark,6379,Clark-6379,0,0,0,0,0,0,0,0,0
Clark,6381,Clark-6381,0,2,2,0,2,2,0,2,2
Clark,6385,Clark-6385,0,0,0,0,0,0,0,0,0
Clark,6431,Clark-6431,476,374,863,482,314,853,484,354,838
Clark,6467,Clark-6467,1491,1618,3164,1460,1461,3106,1492,1565,3057
Clark,6468,Clark-6468,995,993,2024,993,881,1987,1030,925,1955
Clark,6469,Clark-6469,1380,1330,2751,1366,1173,2676,1397,1236,2633
Clark,6471,Clark-6471,628,506,1155,615,444,1130,641,471,1112
Clark,6487,Clark-6487,261,546,818,259,497,811,276,526,802
Clark,6488,Clark-6488,69,90,164,66,76,163,67,93,160
Clark,6490,Clark-6490,1229,1416,2679,1217,1297,2639,1221,1385,2606
Clark,6492,Clark-6492,1890,1905,3840,1899,1634,3749,1933,1741,3674
Clark,6493,Clark-6493,1023,1211,2275,1059,1079,2248,1057,1157,2214
Clark,6496,Clark-6496,0,0,0,0,0,0,0,0,0
Clark,6497,Clark-6497,830,940,1799,816,883,1772,838,905,1743
Clark,6498,Clark-6498,51,129,181,51,117,180,49,129,178
Clark,6499,Clark-6499,968,891,1886,944,793,1852,981,832,1813
Clark,6500,Clark-6500,11,20,31,13,16,31,12,19,31
Clark,6509,Clark-6509,560,763,1346,569,727,1337,569,713,1311
Clark,6512,Clark-6512,632,1188,1850,654,1136,1833,642,1170,1812
Clark,6514,Clark-6514,1009,1117,2149,1023,1021,2113,1026,1063,2089
Clark,6517,Clark-6517,977,1113,2128,990,1012,2087,987,1067,2054
Clark,6520,Clark-6520,1194,1263,2500,1203,1166,2466,1196,1221,2417
Clark,6522,Clark-6522,624,795,1445,621,753,1421,640,764,1404
Clark,6526,Clark-6526,749,939,1711,752,908,1694,753,931,1684
Clark,6527,Clark-6527,1264,1486,2801,1280,1391,2766,1286,1454,2740
Clark,6528,Clark-6528,864,1087,1981,859,1017,1951,831,1040,1909
Clark,6530,Clark-6530,1229,1226,2495,1219,1128,2461,1240,1190,2430
Clark,6533,Clark-6533,573,467,1063,573,404,1040,589,434,1023
Clark,6534,Clark-6534,0,0,0,0,0,0,0,0,0
Clark,6538,Clark-6538,1102,976,2118,1071,889,2081,1103,940,2043
Clark,6539,Clark-6539,672,639,1341,646,584,1317,665,638,1303
Clark,6540,Clark-6540,1024,961,2012,1014,857,1974,1019,933,1952
Clark,6543,Clark-6543,0,0,0,0,0,0,0,0,0
Clark,6545,Clark-6545,759,625,1409,753,546,1377,777,584,1361
Clark,6547,Clark-6547,893,826,1756,888,734,1728,939,765,1704
Clark,6552,Clark-6552,347,449,811,348,413,799,331,416,782
Clark,6600,Clark-6600,708,909,1644,708,838,1612,706,877,1583
Clark,6609,Clark-6609,1235,1199,2475,1245,1051,2431,1282,1120,2402
Clark,6610,Clark-6610,1014,1477,2532,1025,1374,2487,1015,1434,2449
Clark,6625,Clark-6625,652,819,1496,641,780,1482,660,793,1453
Clark,6632,Clark-6632,459,466,943,452,426,924,468,438,906
Clark,6648,Clark-6648,1424,1235,2712,1389,1097,2664,1459,1170,2629
Clark,6652,Clark-6652,929,960,1921,921,881,1893,920,940,1860
Clark,6656,Clark-6656,526,582,1122,509,527,1101,538,541,1079
Clark,6657,Clark-6657,626,701,1350,612,630,1316,626,666,1292
Clark,6658,Clark-6658,1012,1216,2265,1025,1081,2216,1049,1139,2188
Clark,6666,Clark-6666,1177,1409,2632,1172,1261,2577,1188,1355,2543
Clark,6673,Clark-6673,23,41,65,23,38,64,22,41,63
Clark,6675,Clark-6675,563,739,1335,578,682,1314,598,695,1293
Clark,6681,Clark-6681,327,501,842,338,470,832,350,474,824
Clark,6685,Clark-6685,378,585,981,383,528,964,392,558,950
Clark,6693,Clark-6693,1121,898,2054,1098,815,2012,1126,852,1978
Clark,6695,Clark-6695,1230,1206,2456,1243,1046,2408,1261,1099,2360
Clark,6704,Clark-6704,517,373,904,515,324,893,545,338,883
Clark,6705,Clark-6705,187,124,317,189,106,315,193,112,305
Clark,6706,Clark-6706,730,577,1328,718,494,1301,741,529,1270
Clark,6707,Clark-6707,748,720,1489,756,635,1456,755,674,1429
Clark,6708,Clark-6708,866,897,1787,849,798,1742,886,835,1721
Clark,6710,Clark-6710,918,616,1550,885,502,1487,910,536,1446
Clark,6711,Clark-6711,0,0,0,0,0,0,0,0,0
Clark,6713,Clark-6713,1297,1193,2530,1301,1050,2473,1337,1100,2437
Clark,6715,Clark-6715,452,500,957,458,427,937,464,451,915
Clark,6717,Clark-6717,878,1130,2042,880,1023,2000,908,1069,1977
Clark,6718,Clark-6718,1489,1358,2889,1462,1195,2822,1543,1230,2773
Clark,6719,Clark-6719,757,863,1642,741,767,1606,786,803,1589
Clark,6722,Clark-6722,0,1,1,0,1,1,0,1,1
Clark,6725,Clark-6725,1391,1432,2860,1369,1259,2793,1411,1319,2730
Clark,6727,Clark-6727,471,523,1004,479,483,990,485,492,977
Clark,6728,Clark-6728,999,1610,2657,1039,1515,2626,999,1600,2599
Clark,6731,Clark-6731,1167,1250,2465,1178,1113,2413,1201,1184,2385
Clark,6734,Clark-6734,434,438,887,446,392,867,439,417,856
Clark,6735,Clark-6735,1320,1235,2600,1282,1119,2548,1315,1182,2497
Clark,6736,Clark-6736,395,406,808,415,359,800,410,378,788
Clark,6738,Clark-6738,1362,1301,2710,1338,1186,2666,1368,1254,2622
Clark,6741,Clark-6741,970,1177,2177,971,1095,2155,967,1080,2100
Clark,6742,Clark-6742,546,652,1216,560,612,1208,564,607,1185
Clark,6750,Clark-6750,658,572,1241,657,496,1213,671,521,1192
Clark,6751,Clark-6751,883,886,1792,856,797,1765,891,853,1744
Clark,6753,Clark-6753,1333,1429,2806,1307,1277,2749,1344,1376,2720
Clark,6905,Clark-6905,0,0,0,0,0,0,0,0,0
Clark,6907,Clark-6907,0,0,0,0,0,0,0,0,0
Clark,6914,Clark-6914,0,0,0,0,0,0,0,0,0
Clark,6917,Clark-6917,0,0,0,0,0,0,0,0,0
Clark,6923,Clark-6923,0,0,0,0,0,0,0,0,0
Clark,6924,Clark-6924,0,0,0,0,0,0,0,0,0
Clark,6925,Clark-6925,0,0,0,0,0,0,0,0,0
Clark,6926,Clark-6926,0,0,0,0,0,0,0,0,0
Clark,6928,Clark-6928,0,0,0,0,0,0,0,0,0
Clark,6929,Clark-6929,0,0,0,0,0,0,0,0,0
Clark,7001,Clark-7001,867,628,1522,863,558,1495,877,534,1464
Clark,7003,Clark-7003,443,300,758,409,253,737,424,266,715
Clark,7004,Clark-7004,447,436,894,452,370,873,462,358,855
Clark,7006,Clark-7006,386,365,763,386,311,747,399,308,726
Clark,7007,Clark-7007,728,582,1342,716,546,1321,734,534,1305
Clark,7010,Clark-7010,0,0,0,0,0,0,0,0,0
Clark,7011,Clark-7011,39,46,87,36,43,85,34,41,81
Clark,7012,Clark-7012,1278,803,2127,1265,681,2092,1258,698,2048
Clark,7014,Clark-7014,0,0,0,0,0,0,0,0,0
Clark,7015,Clark-7015,240,243,493,237,216,487,220,230,473
Clark,7017,Clark-7017,402,448,868,398,399,857,394,413,828
Clark,7019,Clark-7019,909,1095,2043,889,1015,2014,883,1024,1966
Clark,7021,Clark-7021,587,387,985,566,332,960,576,339,941
Clark,7022,Clark-7022,360,198,571,344,167,564,354,161,552
Clark,7023,Clark-7023,830,602,1460,826,535,1446,851,503,1411
Clark,7024,Clark-7024,731,1039,1793,740,963,1768,717,987,1748
Clark,7025,Clark-7025,267,228,503,259,209,488,263,202,475
Clark,7028,Clark-7028,862,606,1494,829,502,1468,835,501,1436
Clark,7029,Clark-7029,1012,1005,2055,1024,894,2033,1029,890,1991
Clark,7030,Clark-7030,172,157,334,163,135,330,166,132,319
Clark,7032,Clark-7032,212,295,522,211,283,515,213,293,506
Clark,7034,Clark-7034,131,87,221,125,74,213,128,72,209
Clark,7036,Clark-7036,895,945,1891,888,810,1862,909,806,1804
Clark,7037,Clark-7037,659,562,1251,655,486,1233,661,485,1195
Clark,7039,Clark-7039,952,1224,2227,933,1111,2197,937,1111,2145
Clark,7040,Clark-7040,666,1010,1705,661,907,1680,649,920,1637
Clark,7041,Clark-7041,574,998,1599,587,904,1585,584,925,1546
Clark,7042,Clark-7042,574,725,1321,569,639,1309,582,618,1271
Clark,7043,Clark-7043,0,0,0,0,0,0,0,0,0
Clark,7044,Clark-7044,194,214,414,196,189,413,198,196,405
Clark,7045,Clark-7045,0,0,0,0,0,0,0,0,0
Clark,7046,Clark-7046,0,0,0,0,0,0,0,0,0
Clark,7047,Clark-7047,985,905,1921,990,795,1904,1010,799,1873
Clark,7051,Clark-7051,0,0,0,0,0,0,0,0,0
Clark,7052,Clark-7052,51,11,63,53,4,63,53,4,60
Clark,7053,Clark-7053,308,187,507,290,181,504,307,167,489
Clark,7055,Clark-7055,1336,841,2211,1306,720,2177,1287,705,2098
Clark,7056,Clark-7056,980,920,1933,978,825,1901,958,841,1858
Clark,7057,Clark-7057,471,537,1025,486,465,1001,482,474,981
Clark,7058,Clark-7058,415,377,806,425,330,792,410,339,774
Clark,7059,Clark-7059,976,1095,2110,995,1015,2085,959,1041,2035
Clark,7060,Clark-7060,954,885,1872,949,790,1847,941,816,1807
Clark,7061,Clark-7061,0,0,0,0,0,0,0,0,0
Clark,7079,Clark-7079,734,473,1234,702,389,1199,719,388,1175
Clark,7097,Clark-7097,518,300,833,495,260,819,491,258,801
Clark,7311,Clark-7311,368,259,640,359,224,623,365,240,605
Clark,7312,Clark-7312,784,429,1243,730,355,1215,756,352,1182
Clark,7332,Clark-7332,998,638,1663,980,536,1639,1012,522,1611
Clark,7334,Clark-7334,459,353,824,440,310,812,448,309,793
Clark,7341,Clark-7341,1161,926,2127,1123,822,2082,1142,816,2036
Clark,7352,Clark-7352,1007,1543,2605,990,1411,2570,1008,1412,2513
Clark,7355,Clark-7355,858,1057,1946,852,938,1909,872,914,1860
Clark,7361,Clark-7361,476,895,1393,489,807,1375,478,797,1323
Clark,7366,Clark-7366,2189,2089,4347,2159,1890,4280,2125,1892,4174
Clark,7378,Clark-7378,1419,1669,3133,1401,1567,3096,1403,1570,3043
Clark,7402,Clark-7402,1264,1093,2389,1226,996,2356,1249,975,2306
Clark,7403,Clark-7403,1524,1509,3074,1528,1347,3035,1545,1342,2975
Clark,7405,Clark-7405,626,650,1302,637,586,1292,632,590,1260
Clark,7410,Clark-7410,500,545,1074,488,497,1052,488,496,1017
Clark,7411,Clark-7411,1114,916,2074,1088,810,2031,1119,803,1976
Clark,7413,Clark-7413,0,0,0,0,0,0,0,0,0
Clark,7414,Clark-7414,999,883,1920,1001,795,1902,994,806,1862
Clark,7415,Clark-7415,1332,1276,2658,1344,1150,2624,1314,1178,2558
Clark,7417,Clark-7417,1233,1101,2378,1216,956,2333,1215,981,2274
Clark,7430,Clark-7430,589,700,1317,596,602,1296,610,592,1253
Clark,7500,Clark-7500,797,686,1509,788,595,1482,800,600,1442
Clark,7501,Clark-7501,99,67,171,96,57,170,94,57,159
Clark,7502,Clark-7502,436,497,951,427,454,925,428,448,902
Clark,7503,Clark-7503,200,138,350,194,123,343,202,119,337
Clark,7507,Clark-7507,786,592,1404,786,510,1372,776,516,1350
Clark,7509,Clark-7509,491,238,754,472,210,738,478,202,720
Clark,7512,Clark-7512,307,212,526,307,182,516,319,175,505
Clark,7513,Clark-7513,874,508,1399,837,422,1374,869,407,1344
Clark,7514,Clark-7514,0,0,0,0,0,0,0,0,0
Clark,7515,Clark-7515,985,915,1927,991,800,1896,1024,803,1871
Clark,7522,Clark-7522,1419,998,2446,1390,829,2402,1413,851,2361
Clark,7523,Clark-7523,171,124,300,170,109,297,181,100,291
Clark,7524,Clark-7524,400,261,670,392,212,662,391,221,645
Clark,7526,Clark-7526,298,181,482,292,154,477,289,166,468
Clark,7527,Clark-7527,364,237,616,344,199,596,346,209,576
Clark,7528,Clark-7528,824,530,1376,788,455,1352,796,457,1317
Clark,7531,Clark-7531,484,346,844,478,277,836,506,267,816
Clark,7542,Clark-7542,17,20,37,16,20,37,16,20,37
Clark,7545,Clark-7545,657,1556,2247,668,1474,2221,683,1449,2172
Clark,7552,Clark-7552,699,1369,2102,698,1302,2086,693,1309,2040
Clark,7553,Clark-7553,1032,1933,3038,1049,1778,3014,1043,1790,2931
Clark,7562,Clark-7562,899,1922,2873,885,1813,2837,917,1792,2774
Clark,7569,Clark-7569,1009,1076,2120,999,905,2096,1011,929,2037
Clark,7570,Clark-7570,762,897,1696,763,786,1674,768,785,1636
Clark,7582,Clark-7582,329,429,771,326,374,758,328,374,734
Clark,7592,Clark-7592,1324,1730,3112,1302,1591,3077,1295,1586,2975
Clark,7595,Clark-7595,233,736,982,239,695,970,235,696,952
Clark,7601,Clark-7601,1065,1981,3103,1069,1849,3070,1070,1847,3003
Clark,7603,Clark-7603,707,1260,1998,691,1183,1975,691,1202,1936
Clark,7604,Clark-7604,864,1541,2449,870,1417,2432,870,1432,2372
Clark,7611,Clark-7611,1320,1876,3251,1327,1745,3203,1304,1778,3147
Clark,7614,Clark-7614,1251,1351,2655,1261,1230,2623,1240,1270,2577
Clark,7622,Clark-7622,256,289,560,257,258,550,259,261,533
Clark,7624,Clark-7624,704,632,1350,682,581,1335,686,571,1299
Clark,7625,Clark-7625,1201,1408,2661,1216,1300,2622,1191,1340,2568
Clark,7634,Clark-7634,739,789,1562,748,741,1544,727,755,1514
Clark,7641,Clark-7641,717,857,1596,730,796,1580,726,795,1543
Clark,7643,Clark-7643,803,922,1768,808,854,1746,784,881,1701
Clark,7651,Clark-7651,927,986,1952,943,891,1915,932,919,1885
Clark,7652,Clark-7652,513,775,1310,513,718,1295,508,737,1278
Clark,7654,Clark-7654,41,46,88,42,38,87,43,43,86
Clark,7663,Clark-7663,403,389,802,392,363,786,401,353,772
Clark,7665,Clark-7665,1433,1373,2856,1434,1276,2824,1404,1300,2770
Clark,7674,Clark-7674,561,691,1277,578,630,1257,559,648,1231
Clark,7675,Clark-7675,328,447,787,349,398,779,334,412,764
Clark,7683,Clark-7683,627,650,1301,640,591,1289,618,603,1263
Clark,7684,Clark-7684,865,768,1661,865,695,1643,855,692,1601
Clark,7691,Clark-7691,836,992,1868,851,927,1854,845,920,1817
Clark,7705,Clark-7705,461,621,1097,461,595,1093,473,598,1071
Clark,7707,Clark-7707,161,176,344,160,166,345,164,165,342
Clark,7714,Clark-7714,434,307,764,418,263,746,417,274,721
Clark,7715,Clark-7715,765,666,1453,751,590,1439,755,592,1410
Clark,7723,Clark-7723,723,640,1389,729,576,1373,736,607,1343
Clark,7726,Clark-7726,324,161,489,312,139,482,315,134,468
Clark,7730,Clark-7730,1034,951,2031,1046,849,1997,1050,856,1955
Clark,7745,Clark-7745,0,2,2,0,2,2,0,2,2
Clark,7902,Clark-7902,0,0,0,0,0,0,0,0,0
Clark,7905,Clark-7905,0,0,0,0,0,0,0,0,0
Clark,7906,Clark-7906,0,0,0,0,0,0,0,0,0
Clark,7907,Clark-7907,0,0,0,0,0,0,0,0,0
Clark,7908,Clark-7908,0,0,0,0,0,0,0,0,0
Clark,7910,Clark-7910,0,0,0,0,0,0,0,0,0
Clark,7915,Clark-7915,0,0,0,0,0,0,0,0,0
Clark,7920,Clark-7920,0,0,0,0,0,0,0,0,0
Clark,7921,Clark-7921,0,0,0,0,0,0,0,0,0
Clark,7923,Clark-7923,0,0,0,0,0,0,0,0,0
