City/Town,Ward,Pct,JoinField,PresDem,PresRep,PresTot
Springfield,1,C,Springfield Ward 1 Precinct C,279,105,399
Springfield,1,C1,Springfield Ward 1 Precinct C1,50,12,62
Springfield,1,D,Springfield Ward 1 Precinct D,263,91,388
Springfield,1,D1,Springfield Ward 1 Precinct D1,64,25,91
Springfield,1,E,Springfield Ward 1 Precinct E,353,179,549
Springfield,1,F,Springfield Ward 1 Precinct F,364,158,545
Springfield,1,G,Springfield Ward 1 Precinct G,290,103,406
Springfield,1,H,Springfield Ward 1 Precinct H,605,185,812
Springfield,2,A,Springfield Ward 2 Precinct A,438,202,659
Springfield,2,B,Springfield Ward 2 Precinct B,612,362,1015
Springfield,2,C,Springfield Ward 2 Precinct C,388,266,682
Springfield,2,D,Springfield Ward 2 Precinct D,594,313,943
Springfield,2,E,Springfield Ward 2 Precinct E,551,308,886
Springfield,2,F,Springfield Ward 2 Precinct F,541,309,895
Springfield,2,G,Springfield Ward 2 Precinct G,616,367,1020
Springfield,2,H,Springfield Ward 2 Precinct H,623,339,989
Springfield,3,A,Springfield Ward 3 Precinct A,317,95,422
Springfield,3,B,Springfield Ward 3 Precinct B,331,120,470
Springfield,3,C,Springfield Ward 3 Precinct C,295,123,429
Springfield,3,D,Springfield Ward 3 Precinct D,408,150,573
Springfield,3,E,Springfield Ward 3 Precinct E,239,74,324
Springfield,3,F,Springfield Ward 3 Precinct F,319,137,475
Springfield,3,G,Springfield Ward 3 Precinct G,258,117,389
Springfield,3,H,Springfield Ward 3 Precinct H,341,164,514
Springfield,4,A,Springfield Ward 4 Precinct A,683,155,881
Springfield,4,B,Springfield Ward 4 Precinct B,421,126,569
Springfield,4,C,Springfield Ward 4 Precinct C,439,110,557
Springfield,4,D,Springfield Ward 4 Precinct D,432,107,563
Springfield,4,E,Springfield Ward 4 Precinct E,416,98,528
Springfield,4,F,Springfield Ward 4 Precinct F,131,26,161
Springfield,4,G,Springfield Ward 4 Precinct G,508,121,649
Springfield,4,H,Springfield Ward 4 Precinct H,518,86,625
Springfield,5,A,Springfield Ward 5 Precinct A,611,159,796
Springfield,5,B,Springfield Ward 5 Precinct B,701,278,1003
Springfield,5,C,Springfield Ward 5 Precinct C,526,307,856
Springfield,5,C1,Springfield Ward 5 Precinct C1,8,9,17
Springfield,5,D,Springfield Ward 5 Precinct D,746,441,1231
Springfield,5,E,Springfield Ward 5 Precinct E,813,278,1141
Springfield,5,F,Springfield Ward 5 Precinct F,750,305,1087
Springfield,5,G,Springfield Ward 5 Precinct G,748,493,1267
Springfield,5,H,Springfield Ward 5 Precinct H,639,343,1014
Springfield,6,A,Springfield Ward 6 Precinct A,427,188,629
Springfield,6,B,Springfield Ward 6 Precinct B,685,216,941
Springfield,6,C,Springfield Ward 6 Precinct C,500,320,858
Springfield,6,D,Springfield Ward 6 Precinct D,705,488,1235
Springfield,6,D1,Springfield Ward 6 Precinct D1,27,16,44
Springfield,6,E,Springfield Ward 6 Precinct E,386,220,623
Springfield,6,F,Springfield Ward 6 Precinct F,502,188,709
Springfield,6,G,Springfield Ward 6 Precinct G,525,262,808
Springfield,6,H,Springfield Ward 6 Precinct H,686,403,1120
Springfield,7,A,Springfield Ward 7 Precinct A,732,384,1193
Springfield,7,A1,Springfield Ward 7 Precinct A1,43,9,56
Springfield,7,B,Springfield Ward 7 Precinct B,799,466,1336
Springfield,7,B1,Springfield Ward 7 Precinct B1,27,15,42
Springfield,7,C,Springfield Ward 7 Precinct C,764,538,1350
Springfield,7,D,Springfield Ward 7 Precinct D,659,476,1172
Springfield,7,E,Springfield Ward 7 Precinct E,522,265,805
Springfield,7,F,Springfield Ward 7 Precinct F,869,480,1391
Springfield,7,G,Springfield Ward 7 Precinct G,788,595,1423
Springfield,7,H,Springfield Ward 7 Precinct H,359,214,593
Springfield,7,H1,Springfield Ward 7 Precinct H1,58,56,115
Springfield,8,A,Springfield Ward 8 Precinct A,562,366,956
Springfield,8,B,Springfield Ward 8 Precinct B,579,302,915
Springfield,8,B1,Springfield Ward 8 Precinct B1,29,30,60
Springfield,8,C,Springfield Ward 8 Precinct C,627,283,947
Springfield,8,D,Springfield Ward 8 Precinct D,429,208,655
Springfield,8,E,Springfield Ward 8 Precinct E,376,249,644
Springfield,8,F,Springfield Ward 8 Precinct F,577,342,956
Springfield,8,G,Springfield Ward 8 Precinct G,536,311,876
Springfield,8,G1,Springfield Ward 8 Precinct G1,12,16,29
Springfield,8,H,Springfield Ward 8 Precinct H,566,276,869
Sterling,-,1,Sterling Precinct 1,1394,1244,2738
Sterling,-,2,Sterling Precinct 2,1438,1297,2850
Stockbridge,-,1,Stockbridge Precinct 1,1073,213,1319
Stoneham,-,1,Stoneham Precinct 1,1050,716,1825
Stoneham,-,2,Stoneham Precinct 2,1180,702,1946
Stoneham,-,3,Stoneham Precinct 3,1118,914,2111
Stoneham,-,4,Stoneham Precinct 4,1001,768,1830
Stoneham,-,5,Stoneham Precinct 5,1071,916,2057
Stoneham,-,6,Stoneham Precinct 6,1274,798,2159
Stoneham,-,7,Stoneham Precinct 7,956,746,1757
Stoughton,-,1,Stoughton Precinct 1,1155,595,1789
Stoughton,-,2,Stoughton Precinct 2,989,591,1629
Stoughton,-,2A,Stoughton Precinct 2A,151,74,229
Stoughton,-,3,Stoughton Precinct 3,1302,708,2073
Stoughton,-,4,Stoughton Precinct 4,1255,848,2167
Stoughton,-,4A,Stoughton Precinct 4A,115,56,181
Stoughton,-,5,Stoughton Precinct 5,835,619,1485
Stoughton,-,5A,Stoughton Precinct 5A,73,55,135
Stoughton,-,6,Stoughton Precinct 6,1231,663,1953
Stoughton,-,7,Stoughton Precinct 7,1090,582,1736
Stoughton,-,7A,Stoughton Precinct 7A,66,31,101
Stoughton,-,8,Stoughton Precinct 8,797,457,1305
Stoughton,-,8A,Stoughton Precinct 8A,47,40,88
Stow,-,1,Stow Precinct 1,1739,632,2481
Stow,-,2,Stow Precinct 2,1695,536,2325
Sturbridge,-,1,Sturbridge Precinct 1,1066,900,2037
Sturbridge,-,2,Sturbridge Precinct 2,1107,907,2084
Sturbridge,-,3,Sturbridge Precinct 3,964,902,1925
Sudbury,-,1,Sudbury Precinct 1,1536,478,2105
Sudbury,-,2,Sudbury Precinct 2,1492,409,1991
Sudbury,-,3,Sudbury Precinct 3,1320,412,1799
Sudbury,-,4,Sudbury Precinct 4,1602,425,2122
Sudbury,-,5,Sudbury Precinct 5,1352,476,1926
Sudbury,-,6,Sudbury Precinct 6,1466,456,2000
Sunderland,-,1,Sunderland Precinct 1,1408,397,1895
Sutton,-,1,Sutton Precinct 1,983,1093,2149
Sutton,-,2,Sutton Precinct 2,903,1151,2113
Sutton,-,3,Sutton Precinct 3,996,1014,2105
Swampscott,-,1,Swampscott Precinct 1,928,517,1486
Swampscott,-,2,Swampscott Precinct 2,855,488,1413
Swampscott,-,3,Swampscott Precinct 3,1095,338,1495
Swampscott,-,4,Swampscott Precinct 4,1139,432,1637
Swampscott,-,5,Swampscott Precinct 5,1122,476,1658
Swampscott,-,6,Swampscott Precinct 6,1080,438,1576
Swansea,-,1,Swansea Precinct 1,760,1237,2036
Swansea,-,2,Swansea Precinct 2,963,985,2011
Swansea,-,3,Swansea Precinct 3,913,1114,2075
Swansea,-,4,Swansea Precinct 4,898,1139,2086
Swansea,-,5,Swansea Precinct 5,868,1260,2180
Taunton,1,A,Taunton Ward 1 Precinct A,820,659,1525
Taunton,1,A1,Taunton Ward 1 Precinct A1,52,25,82
Taunton,1,B,Taunton Ward 1 Precinct B,931,1029,2027
Taunton,2,A,Taunton Ward 2 Precinct A,550,412,994
Taunton,2,B,Taunton Ward 2 Precinct B,736,591,1361
Taunton,3,A,Taunton Ward 3 Precinct A,774,670,1486
Taunton,3,B,Taunton Ward 3 Precinct B,962,937,1962
Taunton,4,A,Taunton Ward 4 Precinct A,799,1007,1874
Taunton,4,B,Taunton Ward 4 Precinct B,949,837,1835
Taunton,4,B1,Taunton Ward 4 Precinct B1,12,24,37
Taunton,5,A,Taunton Ward 5 Precinct A,690,621,1359
Taunton,5,B,Taunton Ward 5 Precinct B,749,522,1330
Taunton,6,A,Taunton Ward 6 Precinct A,675,587,1297
Taunton,6,B,Taunton Ward 6 Precinct B,828,756,1638
Taunton,7,A,Taunton Ward 7 Precinct A,915,919,1905
Taunton,7,B,Taunton Ward 7 Precinct B,978,1192,2247
Taunton,8,A,Taunton Ward 8 Precinct A,1120,1028,2208
Taunton,8,B,Taunton Ward 8 Precinct B,1042,1021,2130
Templeton,-,A,Templeton Precinct A,720,982,1763
Templeton,-,B,Templeton Precinct B,591,864,1507
Templeton,-,C,Templeton Precinct C,572,737,1369
Tewksbury,-,1,Tewksbury Precinct 1,1010,971,2044
Tewksbury,-,2,Tewksbury Precinct 2,1176,1207,2458
Tewksbury,-,3,Tewksbury Precinct 3,1069,1166,2317
Tewksbury,-,4,Tewksbury Precinct 4,1098,1042,2214
Tewksbury,-,5,Tewksbury Precinct 5,1046,1021,2131
Tewksbury,-,5A,Tewksbury Precinct 5A,198,136,343
Tewksbury,-,6,Tewksbury Precinct 6,1006,1232,2303
Tewksbury,-,7,Tewksbury Precinct 7,1255,1249,2591
Tewksbury,-,8,Tewksbury Precinct 8,1144,1137,2360
Tisbury,-,1,Tisbury Precinct 1,2031,548,2700
Tolland,-,1,Tolland Precinct 1,148,175,331
Topsfield,-,1,Topsfield Precinct 1,1283,899,2262
Topsfield,-,2,Topsfield Precinct 2,1197,786,2066
Townsend,-,1,Townsend Precinct 1,825,982,1870
Townsend,-,2,Townsend Precinct 2,851,957,1865
Townsend,-,3,Townsend Precinct 3,881,907,1855
Truro,-,1,Truro Precinct 1,1434,358,1840
Tyngsborough,-,1,Tyngsborough Precinct 1,895,917,1886
Tyngsborough,-,2,Tyngsborough Precinct 2,889,897,1838
Tyngsborough,-,3,Tyngsborough Precinct 3,870,823,1748
Tyngsborough,-,4,Tyngsborough Precinct 4,1113,938,2120
Tyringham,-,1,Tyringham Precinct 1,224,81,326
Upton,-,1,Upton Precinct 1,1134,657,1870
Upton,-,2,Upton Precinct 2,1038,821,1921
Upton,-,3,Upton Precinct 3,914,714,1688
Uxbridge,-,1,Uxbridge Precinct 1,998,1216,2288
Uxbridge,-,1A,Uxbridge Precinct 1A,80,43,124
Uxbridge,-,2,Uxbridge Precinct 2,949,948,1961
Uxbridge,-,3,Uxbridge Precinct 3,1019,1219,2300
Uxbridge,-,4,Uxbridge Precinct 4,1126,1159,2365
W. Boylston,-,1,W. Boylston Precinct 1,1182,803,2073
W. Boylston,-,2,W. Boylston Precinct 2,1461,1029,2610
W. Bridgewater,-,1,W. Bridgewater Precinct 1,1031,1224,2321
W. Bridgewater,-,2,W. Bridgewater Precinct 2,989,1241,2312
W. Brookfield,-,1,W. Brookfield Precinct 1,1126,1170,2362
W. Newbury,-,1,W. Newbury Precinct 1,2068,1092,3299
W. Springfield,-,1,W. Springfield Precinct 1,377,373,773
W. Springfield,-,2,W. Springfield Precinct 2,531,480,1055
W. Springfield,-,3,W. Springfield Precinct 3,738,663,1449
W. Springfield,-,4,W. Springfield Precinct 4,875,701,1633
W. Springfield,-,5,W. Springfield Precinct 5,1044,1099,2216
W. Springfield,-,6,W. Springfield Precinct 6,935,1056,2055
W. Springfield,-,7,W. Springfield Precinct 7,928,1107,2118
W. Springfield,-,8,W. Springfield Precinct 8,809,707,1582
W. Stockbridge,-,1,W. Stockbridge Precinct 1,730,167,941
W. Tisbury,-,1,W. Tisbury Precinct 1,1757,367,2205
Wakefield,-,1,Wakefield Precinct 1,1153,1025,2264
Wakefield,-,2,Wakefield Precinct 2,1293,857,2222
Wakefield,-,3,Wakefield Precinct 3,1379,949,2410
Wakefield,-,4,Wakefield Precinct 4,1455,839,2365
Wakefield,-,5,Wakefield Precinct 5,1484,874,2468
Wakefield,-,6,Wakefield Precinct 6,1494,794,2394
Wakefield,-,7,Wakefield Precinct 7,1327,932,2355
Wales,-,1,Wales Precinct 1,434,673,1142
Walpole,-,1,Walpole Precinct 1,1077,711,1866
Walpole,-,2,Walpole Precinct 2,1068,971,2111
Walpole,-,2A,Walpole Precinct 2A,18,21,40
Walpole,-,3,Walpole Precinct 3,1365,950,2409
Walpole,-,4,Walpole Precinct 4,924,641,1644
Walpole,-,5,Walpole Precinct 5,858,762,1686
Walpole,-,5A,Walpole Precinct 5A,25,20,47
Walpole,-,6,Walpole Precinct 6,1197,793,2076
Walpole,-,7,Walpole Precinct 7,1092,864,2056
Walpole,-,8,Walpole Precinct 8,1068,901,2067
Waltham,1,1,Waltham Ward 1 Precinct 1,1370,596,2049
Waltham,1,2,Waltham Ward 1 Precinct 2,1164,748,1988
Waltham,1,2A,Waltham Ward 1 Precinct 2A,4,11,16
Waltham,2,1,Waltham Ward 2 Precinct 1,1259,600,1926
Waltham,2,2,Waltham Ward 2 Precinct 2,994,350,1388
Waltham,3,1,Waltham Ward 3 Precinct 1,1129,885,2087
Waltham,3,2,Waltham Ward 3 Precinct 2,1230,641,1945
Waltham,3,2A,Waltham Ward 3 Precinct 2A,20,15,36
Waltham,4,1,Waltham Ward 4 Precinct 1,1242,679,2007
Waltham,4,1A,Waltham Ward 4 Precinct 1A,25,6,33
Waltham,4,2,Waltham Ward 4 Precinct 2,237,107,364
Waltham,5,1,Waltham Ward 5 Precinct 1,983,483,1532
Waltham,5,2,Waltham Ward 5 Precinct 2,712,212,982
Waltham,5,2A,Waltham Ward 5 Precinct 2A,138,28,170
Waltham,6,1,Waltham Ward 6 Precinct 1,1091,340,1507
Waltham,6,2,Waltham Ward 6 Precinct 2,678,247,963
Waltham,6,2A,Waltham Ward 6 Precinct 2A,133,64,210
Waltham,7,1,Waltham Ward 7 Precinct 1,1256,488,1798
Waltham,7,2,Waltham Ward 7 Precinct 2,467,128,614
Waltham,8,1,Waltham Ward 8 Precinct 1,1102,310,1466
Waltham,8,2,Waltham Ward 8 Precinct 2,1068,367,1499
Waltham,8,2A,Waltham Ward 8 Precinct 2A,14,2,17
Waltham,9,1,Waltham Ward 9 Precinct 1,958,246,1272
Waltham,9,2,Waltham Ward 9 Precinct 2,774,271,1086
Ware,-,A,Ware Precinct A,702,674,1429
Ware,-,B,Ware Precinct B,702,902,1653
Ware,-,C,Ware Precinct C,894,1096,2047
Wareham,-,1,Wareham Precinct 1,1073,998,2121
Wareham,-,2,Wareham Precinct 2,1215,1053,2332
Wareham,-,3,Wareham Precinct 3,1189,974,2232
Wareham,-,4,Wareham Precinct 4,1063,1045,2179
Wareham,-,5,Wareham Precinct 5,1085,1212,2354
Wareham,-,6,Wareham Precinct 6,910,1037,2011
Warren,-,A,Warren Precinct A,809,1139,2019
Warren,-,B,Warren Precinct B,263,370,661
Warwick,-,1,Warwick Precinct 1,309,174,511
Washington,-,1,Washington Precinct 1,218,129,360
Watertown,-,1,Watertown Precinct 1,941,297,1316
Watertown,-,10,Watertown Precinct 10,1204,402,1665
Watertown,-,11,Watertown Precinct 11,1081,458,1625
Watertown,-,12,Watertown Precinct 12,1004,435,1508
Watertown,-,2,Watertown Precinct 2,1128,294,1495
Watertown,-,3,Watertown Precinct 3,1227,254,1571
Watertown,-,4,Watertown Precinct 4,1476,283,1827
Watertown,-,5,Watertown Precinct 5,984,252,1300
Watertown,-,6,Watertown Precinct 6,1053,211,1349
Watertown,-,7,Watertown Precinct 7,1275,385,1740
Watertown,-,8,Watertown Precinct 8,1206,322,1600
Watertown,-,9,Watertown Precinct 9,960,271,1292
Wayland,-,1,Wayland Precinct 1,1873,437,2420
Wayland,-,2,Wayland Precinct 2,1568,436,2118
Wayland,-,3,Wayland Precinct 3,1552,391,2033
Wayland,-,4,Wayland Precinct 4,1794,454,2363
Webster,-,1,Webster Precinct 1,431,483,936
Webster,-,1A,Webster Precinct 1A,216,260,487
Webster,-,2,Webster Precinct 2,518,515,1069
Webster,-,3,Webster Precinct 3,654,822,1515
Webster,-,4,Webster Precinct 4,1010,1318,2395
Webster,-,5,Webster Precinct 5,842,921,1811
Wellesley,-,A,Wellesley Precinct A,1523,459,2084
Wellesley,-,B,Wellesley Precinct B,1711,490,2309
Wellesley,-,C,Wellesley Precinct C,1468,677,2288
Wellesley,-,D,Wellesley Precinct D,1661,417,2195
Wellesley,-,E,Wellesley Precinct E,1581,436,2112
Wellesley,-,F,Wellesley Precinct F,980,262,1330
Wellesley,-,G,Wellesley Precinct G,871,176,1078
Wellesley,-,H,Wellesley Precinct H,1547,492,2134
Wellfleet,-,1,Wellfleet Precinct 1,1890,525,2517
Wendell,-,1,Wendell Precinct 1,439,125,605
Wenham,-,1,Wenham Precinct 1,613,287,947
Wenham,-,1A,Wenham Precinct 1A,1105,495,1681
Westborough,-,1,Westborough Precinct 1,1010,347,1411
Westborough,-,2,Westborough Precinct 2,905,381,1362
Westborough,-,3,Westborough Precinct 3,1043,459,1559
Westborough,-,4,Westborough Precinct 4,960,472,1488
Westborough,-,5,Westborough Precinct 5,1530,615,2273
Westborough,-,6,Westborough Precinct 6,1590,664,2370
Westfield,1,A,Westfield Ward 1 Precinct A,996,1105,2142
Westfield,1,B,Westfield Ward 1 Precinct B,829,997,1883
Westfield,2,A,Westfield Ward 2 Precinct A,538,451,1040
Westfield,2,A1,Westfield Ward 2 Precinct A1,41,29,70
Westfield,2,B,Westfield Ward 2 Precinct B,738,654,1443
Westfield,3,A,Westfield Ward 3 Precinct A,590,548,1191
Westfield,3,B,Westfield Ward 3 Precinct B,902,790,1758
Westfield,4,A,Westfield Ward 4 Precinct A,356,429,809
Westfield,4,B,Westfield Ward 4 Precinct B,1012,1065,2138
Westfield,5,A,Westfield Ward 5 Precinct A,1003,1118,2208
Westfield,5,B,Westfield Ward 5 Precinct B,890,1159,2136
Westfield,6,A,Westfield Ward 6 Precinct A,816,1016,1888
Westfield,6,B,Westfield Ward 6 Precinct B,671,774,1508
Westfield,6,B1,Westfield Ward 6 Precinct B1,25,54,82
Westford,-,1,Westford Precinct 1,1207,648,1928
Westford,-,2,Westford Precinct 2,1244,679,2009
Westford,-,3,Westford Precinct 3,1469,726,2306
Westford,-,4,Westford Precinct 4,1351,583,2021
Westford,-,5,Westford Precinct 5,1346,647,2079
Westford,-,6,Westford Precinct 6,1368,803,2270
Westford,-,7,Westford Precinct 7,1558,665,2324
Westhampton,-,1,Westhampton Precinct 1,762,434,1248
Westminster,-,1,Westminster Precinct 1,846,927,1828
Westminster,-,2,Westminster Precinct 2,649,695,1402
Westminster,-,2A,Westminster Precinct 2A,229,239,482
Westminster,-,3,Westminster Precinct 3,864,779,1697
Weston,-,1,Weston Precinct 1,1329,454,1871
Weston,-,2,Weston Precinct 2,1108,426,1648
Weston,-,3,Weston Precinct 3,985,398,1474
Weston,-,4,Weston Precinct 4,1062,479,1640
Westport,-,A,Westport Precinct A,852,1125,2020
Westport,-,B,Westport Precinct B,1211,1091,2376
Westport,-,C,Westport Precinct C,766,1199,2012
Westport,-,D,Westport Precinct D,902,1084,2036
Westport,-,E,Westport Precinct E,1224,1164,2465
Westwood,-,1,Westwood Precinct 1,1345,625,2072
Westwood,-,2,Westwood Precinct 2,1304,739,2128
Westwood,-,3,Westwood Precinct 3,1187,628,1915
Westwood,-,4,Westwood Precinct 4,1000,807,1906
Westwood,-,5,Westwood Precinct 5,1367,692,2185
Weymouth,-,1,Weymouth Precinct 1,938,771,1781
Weymouth,-,10,Weymouth Precinct 10,815,621,1486
Weymouth,-,11,Weymouth Precinct 11,819,594,1474
Weymouth,-,12,Weymouth Precinct 12,1047,883,2002
Weymouth,-,13,Weymouth Precinct 13,716,463,1213
Weymouth,-,14,Weymouth Precinct 14,1168,829,2074
Weymouth,-,15,Weymouth Precinct 15,995,901,1967
Weymouth,-,16,Weymouth Precinct 16,1205,966,2267
Weymouth,-,17,Weymouth Precinct 17,827,611,1496
Weymouth,-,18,Weymouth Precinct 18,983,523,1565
Weymouth,-,2,Weymouth Precinct 2,1116,859,2038
Weymouth,-,3,Weymouth Precinct 3,1006,946,2029
Weymouth,-,4,Weymouth Precinct 4,920,699,1694
Weymouth,-,5,Weymouth Precinct 5,1010,620,1697
Weymouth,-,6,Weymouth Precinct 6,1136,824,2035
Weymouth,-,7,Weymouth Precinct 7,798,692,1540
Weymouth,-,8,Weymouth Precinct 8,949,705,1703
Weymouth,-,9,Weymouth Precinct 9,655,543,1233
Weymouth,-,9A,Weymouth Precinct 9A,237,249,507
Whately,-,1,Whately Precinct 1,717,343,1094
Whitman,-,1,Whitman Precinct 1,1137,1172,2376
Whitman,-,2,Whitman Precinct 2,933,1054,2052
Whitman,-,3,Whitman Precinct 3,1017,1077,2167
Whitman,-,4,Whitman Precinct 4,1026,1034,2128
Wilbraham,-,A,Wilbraham Precinct A,1227,1027,2346
Wilbraham,-,B,Wilbraham Precinct B,1115,1023,2220
Wilbraham,-,C,Wilbraham Precinct C,1121,1103,2317
Wilbraham,-,D,Wilbraham Precinct D,1185,1137,2422
Williamsburg,-,1,Williamsburg Precinct 1,1373,366,1833
Williamstown,-,1,Williamstown Precinct 1,1260,203,1512
Williamstown,-,2,Williamstown Precinct 2,369,40,439
Williamstown,-,3,Williamstown Precinct 3,1377,252,1691
Wilmington,-,1,Wilmington Precinct 1,1237,1128,2437
Wilmington,-,2,Wilmington Precinct 2,1195,1107,2396
Wilmington,-,3,Wilmington Precinct 3,1157,1080,2314
Wilmington,-,4,Wilmington Precinct 4,1243,1159,2489
Wilmington,-,5,Wilmington Precinct 5,1178,1015,2265
Wilmington,-,6,Wilmington Precinct 6,1196,1203,2499
Winchendon,-,1,Winchendon Precinct 1,626,962,1657
Winchendon,-,2,Winchendon Precinct 2,771,967,1794
Winchendon,-,3,Winchendon Precinct 3,762,1004,1815
Winchester,-,1,Winchester Precinct 1,1209,443,1722
Winchester,-,2,Winchester Precinct 2,949,398,1412
Winchester,-,3,Winchester Precinct 3,1413,349,1843
Winchester,-,4,Winchester Precinct 4,1227,472,1773
Winchester,-,5,Winchester Precinct 5,1113,547,1740
Winchester,-,6,Winchester Precinct 6,1123,534,1758
Winchester,-,7,Winchester Precinct 7,1223,445,1762
Winchester,-,8,Winchester Precinct 8,842,462,1386
Windsor,-,1,Windsor Precinct 1,338,206,561
Winthrop,-,1,Winthrop Precinct 1,832,756,1647
Winthrop,-,2,Winthrop Precinct 2,799,803,1660
Winthrop,-,3,Winthrop Precinct 3,942,589,1588
Winthrop,-,4,Winthrop Precinct 4,667,509,1210
Winthrop,-,5,Winthrop Precinct 5,969,736,1768
Winthrop,-,6,Winthrop Precinct 6,945,583,1578
Woburn,1,1,Woburn Ward 1 Precinct 1,808,480,1339
Woburn,1,2,Woburn Ward 1 Precinct 2,853,498,1408
Woburn,1,2A,Woburn Ward 1 Precinct 2A,55,27,87
Woburn,2,1,Woburn Ward 2 Precinct 1,936,689,1698
Woburn,2,2,Woburn Ward 2 Precinct 2,808,491,1350
Woburn,3,1,Woburn Ward 3 Precinct 1,921,586,1563
Woburn,3,2,Woburn Ward 3 Precinct 2,900,901,1870
Woburn,4,1,Woburn Ward 4 Precinct 1,886,765,1713
Woburn,4,2,Woburn Ward 4 Precinct 2,812,548,1398
Woburn,5,1,Woburn Ward 5 Precinct 1,997,531,1585
Woburn,5,2,Woburn Ward 5 Precinct 2,855,605,1511
Woburn,6,1,Woburn Ward 6 Precinct 1,623,386,1056
Woburn,6,2,Woburn Ward 6 Precinct 2,861,705,1633
Woburn,7,1,Woburn Ward 7 Precinct 1,940,818,1827
Woburn,7,2,Woburn Ward 7 Precinct 2,1097,843,2030
Worcester,1,1,Worcester Ward 1 Precinct 1,607,244,894
Worcester,1,2,Worcester Ward 1 Precinct 2,1307,756,2138
Worcester,1,3,Worcester Ward 1 Precinct 3,733,342,1131
Worcester,1,4,Worcester Ward 1 Precinct 4,1275,520,1868
Worcester,1,5,Worcester Ward 1 Precinct 5,912,576,1542
Worcester,1,6,Worcester Ward 1 Precinct 6,1224,808,2109
Worcester,10,1,Worcester Ward 10 Precinct 1,440,192,659
Worcester,10,2,Worcester Ward 10 Precinct 2,561,190,817
Worcester,10,3,Worcester Ward 10 Precinct 3,503,213,754
Worcester,10,4,Worcester Ward 10 Precinct 4,386,233,648
Worcester,10,5,Worcester Ward 10 Precinct 5,403,233,665
Worcester,10,6,Worcester Ward 10 Precinct 6,348,231,610
Worcester,2,1,Worcester Ward 2 Precinct 1,1158,612,1835
Worcester,2,2,Worcester Ward 2 Precinct 2,909,534,1509
Worcester,2,3,Worcester Ward 2 Precinct 3,984,547,1587
Worcester,2,4,Worcester Ward 2 Precinct 4,792,319,1146
Worcester,2,5,Worcester Ward 2 Precinct 5,600,317,954
Worcester,2,6,Worcester Ward 2 Precinct 6,829,430,1301
Worcester,3,1,Worcester Ward 3 Precinct 1,427,228,677
Worcester,3,2,Worcester Ward 3 Precinct 2,327,140,481
Worcester,3,3,Worcester Ward 3 Precinct 3,825,515,1406
Worcester,3,4,Worcester Ward 3 Precinct 4,490,191,711
Worcester,3,5,Worcester Ward 3 Precinct 5,823,321,1197
Worcester,3,6,Worcester Ward 3 Precinct 6,784,395,1233
Worcester,4,1,Worcester Ward 4 Precinct 1,333,183,532
Worcester,4,2,Worcester Ward 4 Precinct 2,313,171,512
Worcester,4,2A,Worcester Ward 4 Precinct 2A,196,92,307
Worcester,4,3,Worcester Ward 4 Precinct 3,459,154,647
Worcester,4,4,Worcester Ward 4 Precinct 4,674,390,1106
Worcester,4,5,Worcester Ward 4 Precinct 5,760,412,1223
Worcester,4,6,Worcester Ward 4 Precinct 6,689,489,1217
Worcester,5,1,Worcester Ward 5 Precinct 1,467,238,728
Worcester,5,2,Worcester Ward 5 Precinct 2,761,529,1339
Worcester,5,3,Worcester Ward 5 Precinct 3,936,723,1726
Worcester,5,4,Worcester Ward 5 Precinct 4,878,543,1493
Worcester,5,5,Worcester Ward 5 Precinct 5,805,600,1479
Worcester,5,6,Worcester Ward 5 Precinct 6,690,460,1194
Worcester,6,1,Worcester Ward 6 Precinct 1,322,137,471
Worcester,6,2,Worcester Ward 6 Precinct 2,451,260,730
Worcester,6,3,Worcester Ward 6 Precinct 3,391,235,658
Worcester,6,4,Worcester Ward 6 Precinct 4,108,38,149
Worcester,6,5,Worcester Ward 6 Precinct 5,521,379,943
Worcester,6,6,Worcester Ward 6 Precinct 6,832,568,1435
Worcester,7,1,Worcester Ward 7 Precinct 1,853,427,1328
Worcester,7,2,Worcester Ward 7 Precinct 2,724,465,1232
Worcester,7,3,Worcester Ward 7 Precinct 3,548,318,904
Worcester,7,4,Worcester Ward 7 Precinct 4,835,481,1371
Worcester,7,5,Worcester Ward 7 Precinct 5,513,425,962
Worcester,7,5A,Worcester Ward 7 Precinct 5A,188,104,309
Worcester,7,6,Worcester Ward 7 Precinct 6,763,503,1318
Worcester,8,1,Worcester Ward 8 Precinct 1,346,228,602
Worcester,8,2,Worcester Ward 8 Precinct 2,302,212,539
Worcester,8,3,Worcester Ward 8 Precinct 3,251,73,339
Worcester,8,4,Worcester Ward 8 Precinct 4,446,211,697
Worcester,8,5,Worcester Ward 8 Precinct 5,392,275,689
Worcester,8,6,Worcester Ward 8 Precinct 6,388,239,642
Worcester,9,1,Worcester Ward 9 Precinct 1,690,302,1050
Worcester,9,2,Worcester Ward 9 Precinct 2,1155,459,1685
Worcester,9,3,Worcester Ward 9 Precinct 3,596,326,963
Worcester,9,4,Worcester Ward 9 Precinct 4,1232,617,1917
Worcester,9,5,Worcester Ward 9 Precinct 5,1376,636,2109
Worcester,9,6,Worcester Ward 9 Precinct 6,1092,609,1769
Worthington,-,1,Worthington Precinct 1,536,295,878
Wrentham,-,1,Wrentham Precinct 1,955,919,1950
Wrentham,-,2,Wrentham Precinct 2,1005,879,1980
