City/Town,Ward,Pct,JoinField,PresDem,PresRep,PresTot
Haverhill,6,2A,Haverhill Ward 6 Precinct 2A,269,181,468
Haverhill,6,3,Haverhill Ward 6 Precinct 3,977,727,1755
Haverhill,7,1,Haverhill Ward 7 Precinct 1,917,673,1640
Haverhill,7,2,Haverhill Ward 7 Precinct 2,596,580,1210
Haverhill,7,2A,Haverhill Ward 7 Precinct 2A,196,160,379
Haverhill,7,3,Haverhill Ward 7 Precinct 3,1051,881,2023
Haverhill,7,3A,Haverhill Ward 7 Precinct 3A,16,10,26
Hawley,-,1,Hawley Precinct 1,117,66,196
Heath,-,1,Heath Precinct 1,279,178,472
Hingham,-,1,Hingham Precinct 1,1424,674,2174
Hingham,-,2,Hingham Precinct 2,1472,731,2312
Hingham,-,3,Hingham Precinct 3,1345,698,2137
Hingham,-,4,Hingham Precinct 4,1499,685,2286
Hingham,-,5,Hingham Precinct 5,1280,862,2272
Hingham,-,6,Hingham Precinct 6,1354,706,2157
Hingham,-,7,Hingham Precinct 7,744,497,1301
Hingham,-,7A,Hingham Precinct 7A,947,239,1210
Hinsdale,-,1,Hinsdale Precinct 1,708,464,1218
Holbrook,-,1,Holbrook Precinct 1,889,534,1470
Holbrook,-,2,Holbrook Precinct 2,767,734,1560
Holbrook,-,3,Holbrook Precinct 3,821,639,1513
Holbrook,-,4,Holbrook Precinct 4,801,615,1461
Holden,-,1,Holden Precinct 1,1068,925,2081
Holden,-,2,Holden Precinct 2,1107,792,1978
Holden,-,3,Holden Precinct 3,1187,869,2150
Holden,-,4,Holden Precinct 4,1222,898,2201
Holden,-,5,Holden Precinct 5,1150,884,2106
Holden,-,6,Holden Precinct 6,1177,854,2125
Holland,-,1,Holland Precinct 1,658,875,1589
Holliston,-,1,Holliston Precinct 1,1631,730,2477
Holliston,-,2,Holliston Precinct 2,1602,634,2332
Holliston,-,3,Holliston Precinct 3,1424,624,2133
Holliston,-,4,Holliston Precinct 4,1702,651,2455
Holyoke,1,A,Holyoke Ward 1 Precinct A,335,205,561
Holyoke,1,B,Holyoke Ward 1 Precinct B,488,183,706
Holyoke,2,A,Holyoke Ward 2 Precinct A,484,248,757
Holyoke,2,B,Holyoke Ward 2 Precinct B,308,199,521
Holyoke,3,A,Holyoke Ward 3 Precinct A,706,314,1065
Holyoke,3,B,Holyoke Ward 3 Precinct B,812,502,1359
Holyoke,4,A,Holyoke Ward 4 Precinct A,357,184,582
Holyoke,4,B,Holyoke Ward 4 Precinct B,564,245,853
Holyoke,5,A,Holyoke Ward 5 Precinct A,981,788,1837
Holyoke,5,B,Holyoke Ward 5 Precinct B,643,516,1202
Holyoke,6,A,Holyoke Ward 6 Precinct A,667,309,1016
Holyoke,6,B,Holyoke Ward 6 Precinct B,834,380,1274
Holyoke,7,A,Holyoke Ward 7 Precinct A,1184,520,1769
Holyoke,7,B,Holyoke Ward 7 Precinct B,1046,350,1457
Hopedale,-,1,Hopedale Precinct 1,2054,1428,3616
Hopkinton,-,1,Hopkinton Precinct 1,1134,530,1738
Hopkinton,-,2,Hopkinton Precinct 2,1367,686,2131
Hopkinton,-,3,Hopkinton Precinct 3,1366,638,2090
Hopkinton,-,4,Hopkinton Precinct 4,1472,666,2253
Hopkinton,-,5,Hopkinton Precinct 5,1504,659,2248
Hubbardston,-,1,Hubbardston Precinct 1,1262,1614,2977
Hudson,-,1,Hudson Precinct 1,1118,668,1864
Hudson,-,2,Hudson Precinct 2,957,595,1626
Hudson,-,3,Hudson Precinct 3,1121,753,1949
Hudson,-,4,Hudson Precinct 4,1319,859,2286
Hudson,-,5,Hudson Precinct 5,1379,684,2159
Hudson,-,6,Hudson Precinct 6,899,594,1549
Hull,-,1,Hull Precinct 1,1537,762,2367
Hull,-,2,Hull Precinct 2,1172,906,2147
Hull,-,3,Hull Precinct 3,1462,855,2404
Huntington,-,1,Huntington Precinct 1,554,651,1239
Ipswich,-,1,Ipswich Precinct 1,1526,600,2228
Ipswich,-,2,Ipswich Precinct 2,1597,749,2451
Ipswich,-,3,Ipswich Precinct 3,1425,964,2488
Ipswich,-,4,Ipswich Precinct 4,1507,872,2466
Kingston,-,1,Kingston Precinct 1,1081,1014,2163
Kingston,-,2,Kingston Precinct 2,1111,1136,2313
Kingston,-,3,Kingston Precinct 3,1047,1129,2260
Kingston,-,4,Kingston Precinct 4,1006,963,2024
Lakeville,-,1,Lakeville Precinct 1,1025,1442,2545
Lakeville,-,2,Lakeville Precinct 2,1186,1518,2798
Lakeville,-,3,Lakeville Precinct 3,1057,1361,2512
Lancaster,-,1,Lancaster Precinct 1,993,837,1897
Lancaster,-,2,Lancaster Precinct 2,1329,959,2378
Lanesborough,-,1,Lanesborough Precinct 1,1156,650,1862
Lawrence,A,1,Lawrence Ward A Precinct 1,539,387,956
Lawrence,A,2,Lawrence Ward A Precinct 2,312,241,572
Lawrence,A,2A,Lawrence Ward A Precinct 2A,76,57,139
Lawrence,A,3,Lawrence Ward A Precinct 3,382,350,755
Lawrence,A,4,Lawrence Ward A Precinct 4,574,407,1009
Lawrence,B,1,Lawrence Ward B Precinct 1,551,315,892
Lawrence,B,2,Lawrence Ward B Precinct 2,352,248,623
Lawrence,B,3,Lawrence Ward B Precinct 3,411,325,761
Lawrence,B,4,Lawrence Ward B Precinct 4,519,266,819
Lawrence,C,1,Lawrence Ward C Precinct 1,421,288,740
Lawrence,C,2,Lawrence Ward C Precinct 2,508,380,924
Lawrence,C,3,Lawrence Ward C Precinct 3,372,227,610
Lawrence,C,4,Lawrence Ward C Precinct 4,386,279,679
Lawrence,D,1,Lawrence Ward D Precinct 1,573,407,1013
Lawrence,D,2,Lawrence Ward D Precinct 2,435,343,816
Lawrence,D,3,Lawrence Ward D Precinct 3,302,189,503
Lawrence,D,4,Lawrence Ward D Precinct 4,502,288,820
Lawrence,E,1,Lawrence Ward E Precinct 1,732,571,1327
Lawrence,E,1A,Lawrence Ward E Precinct 1A,19,25,44
Lawrence,E,2,Lawrence Ward E Precinct 2,705,569,1305
Lawrence,E,3,Lawrence Ward E Precinct 3,487,402,912
Lawrence,E,4,Lawrence Ward E Precinct 4,454,395,874
Lawrence,F,1,Lawrence Ward F Precinct 1,761,500,1318
Lawrence,F,2,Lawrence Ward F Precinct 2,437,269,730
Lawrence,F,3,Lawrence Ward F Precinct 3,649,348,1038
Lawrence,F,4,Lawrence Ward F Precinct 4,614,401,1042
Lee,-,1,Lee Precinct 1,2133,999,3258
Leicester,-,1,Leicester Precinct 1,690,901,1656
Leicester,-,2,Leicester Precinct 2,754,756,1554
Leicester,-,3,Leicester Precinct 3,707,859,1617
Leicester,-,4,Leicester Precinct 4,671,794,1521
Lenox,-,1,Lenox Precinct 1,2563,617,3297
Leominster,1,A,Leominster Ward 1 Precinct A,889,746,1719
Leominster,1,B,Leominster Ward 1 Precinct B,889,652,1641
Leominster,1,C,Leominster Ward 1 Precinct C,698,514,1289
Leominster,2,A,Leominster Ward 2 Precinct A,570,428,1054
Leominster,2,B,Leominster Ward 2 Precinct B,636,582,1298
Leominster,2,C,Leominster Ward 2 Precinct C,423,449,906
Leominster,3,A,Leominster Ward 3 Precinct A,745,560,1354
Leominster,3,B,Leominster Ward 3 Precinct B,965,669,1724
Leominster,3,C,Leominster Ward 3 Precinct C,801,713,1576
Leominster,4,A,Leominster Ward 4 Precinct A,862,811,1760
Leominster,4,B,Leominster Ward 4 Precinct B,789,741,1621
Leominster,4,C,Leominster Ward 4 Precinct C,660,591,1315
Leominster,5,A,Leominster Ward 5 Precinct A,653,543,1250
Leominster,5,B,Leominster Ward 5 Precinct B,817,619,1505
Leominster,5,C,Leominster Ward 5 Precinct C,558,441,1039
Leverett,-,1,Leverett Precinct 1,1079,160,1310
Lexington,-,1,Lexington Precinct 1,1469,361,1946
Lexington,-,2,Lexington Precinct 2,1825,305,2258
Lexington,-,3,Lexington Precinct 3,1394,268,1746
Lexington,-,4,Lexington Precinct 4,1647,331,2092
Lexington,-,5,Lexington Precinct 5,1497,452,2079
Lexington,-,6,Lexington Precinct 6,1686,387,2189
Lexington,-,7,Lexington Precinct 7,1545,438,2074
Lexington,-,8,Lexington Precinct 8,1569,364,2019
Lexington,-,9,Lexington Precinct 9,1730,373,2200
Leyden,-,1,Leyden Precinct 1,315,159,496
Lincoln,-,1,Lincoln Precinct 1,2039,331,2464
Lincoln,-,2,Lincoln Precinct 2,1219,303,1583
Littleton,-,1,Littleton Precinct 1,1465,708,2235
Littleton,-,2,Littleton Precinct 2,1377,683,2159
Littleton,-,3,Littleton Precinct 3,1453,623,2192
Longmeadow,-,A,Longmeadow Precinct A,1307,649,2028
Longmeadow,-,B,Longmeadow Precinct B,1162,621,1852
Longmeadow,-,C,Longmeadow Precinct C,1205,783,2065
Longmeadow,-,D,Longmeadow Precinct D,1136,798,2008
Longmeadow,-,E,Longmeadow Precinct E,1150,649,1889
Lowell,1,1,Lowell Ward 1 Precinct 1,557,397,993
Lowell,1,2,Lowell Ward 1 Precinct 2,699,589,1342
Lowell,1,3,Lowell Ward 1 Precinct 3,1218,857,2130
Lowell,1,4,Lowell Ward 1 Precinct 4,502,477,1013
Lowell,2,1,Lowell Ward 2 Precinct 1,541,370,952
Lowell,2,2,Lowell Ward 2 Precinct 2,570,375,972
Lowell,2,3,Lowell Ward 2 Precinct 3,747,443,1224
Lowell,2,4,Lowell Ward 2 Precinct 4,651,455,1146
Lowell,3,1,Lowell Ward 3 Precinct 1,630,321,995
Lowell,3,2,Lowell Ward 3 Precinct 2,1322,850,2252
Lowell,3,3,Lowell Ward 3 Precinct 3,1098,608,1780
Lowell,3,4,Lowell Ward 3 Precinct 4,677,476,1208
Lowell,4,1,Lowell Ward 4 Precinct 1,486,206,739
Lowell,4,2,Lowell Ward 4 Precinct 2,956,354,1390
Lowell,4,3,Lowell Ward 4 Precinct 3,469,107,611
Lowell,4,4,Lowell Ward 4 Precinct 4,453,340,831
Lowell,5,1,Lowell Ward 5 Precinct 1,826,461,1334
Lowell,5,2,Lowell Ward 5 Precinct 2,553,397,998
Lowell,5,3,Lowell Ward 5 Precinct 3,429,263,724
Lowell,5,4,Lowell Ward 5 Precinct 4,694,539,1266
Lowell,6,1,Lowell Ward 6 Precinct 1,638,349,1025
Lowell,6,2,Lowell Ward 6 Precinct 2,407,274,707
Lowell,6,3,Lowell Ward 6 Precinct 3,400,239,663
Lowell,6,4,Lowell Ward 6 Precinct 4,570,352,949
Lowell,7,1,Lowell Ward 7 Precinct 1,484,247,762
Lowell,7,2,Lowell Ward 7 Precinct 2,517,259,813
Lowell,7,3,Lowell Ward 7 Precinct 3,585,234,876
Lowell,7,4,Lowell Ward 7 Precinct 4,352,215,595
Lowell,8,1,Lowell Ward 8 Precinct 1,659,371,1064
Lowell,8,2,Lowell Ward 8 Precinct 2,628,328,995
Lowell,8,3,Lowell Ward 8 Precinct 3,981,627,1689
Lowell,8,4,Lowell Ward 8 Precinct 4,780,526,1354
Ludlow,-,1,Ludlow Precinct 1,888,1013,1961
Ludlow,-,2,Ludlow Precinct 2,677,688,1424
Ludlow,-,3,Ludlow Precinct 3,904,1377,2332
Ludlow,-,4,Ludlow Precinct 4,903,913,1866
Ludlow,-,5,Ludlow Precinct 5,659,813,1520
Ludlow,-,6,Ludlow Precinct 6,994,1126,2182
Lunenburg,-,A,Lunenburg Precinct A,961,788,1813
Lunenburg,-,B,Lunenburg Precinct B,912,769,1744
Lunenburg,-,B1,Lunenburg Precinct B1,42,37,81
Lunenburg,-,C,Lunenburg Precinct C,887,777,1725
Lunenburg,-,C1,Lunenburg Precinct C1,9,4,13
Lunenburg,-,D,Lunenburg Precinct D,1055,832,1965
Lynn,1,1,Lynn Ward 1 Precinct 1,1188,947,2209
Lynn,1,2,Lynn Ward 1 Precinct 2,865,719,1645
Lynn,1,2A,Lynn Ward 1 Precinct 2A,207,140,355
Lynn,1,3,Lynn Ward 1 Precinct 3,993,668,1730
Lynn,1,4,Lynn Ward 1 Precinct 4,815,524,1382
Lynn,2,1,Lynn Ward 2 Precinct 1,1047,745,1853
Lynn,2,2,Lynn Ward 2 Precinct 2,629,434,1104
Lynn,2,3,Lynn Ward 2 Precinct 3,492,261,781
Lynn,2,4,Lynn Ward 2 Precinct 4,449,255,734
Lynn,3,1,Lynn Ward 3 Precinct 1,744,493,1294
Lynn,3,2,Lynn Ward 3 Precinct 2,509,336,888
Lynn,3,3,Lynn Ward 3 Precinct 3,790,419,1252
Lynn,3,4,Lynn Ward 3 Precinct 4,848,363,1257
Lynn,4,1,Lynn Ward 4 Precinct 1,343,218,584
Lynn,4,2,Lynn Ward 4 Precinct 2,410,189,624
Lynn,4,3,Lynn Ward 4 Precinct 3,517,289,839
Lynn,4,3A,Lynn Ward 4 Precinct 3A,108,57,181
Lynn,4,4,Lynn Ward 4 Precinct 4,684,367,1103
Lynn,5,1,Lynn Ward 5 Precinct 1,759,479,1286
Lynn,5,2,Lynn Ward 5 Precinct 2,398,246,669
Lynn,5,3,Lynn Ward 5 Precinct 3,366,210,595
Lynn,5,4,Lynn Ward 5 Precinct 4,806,363,1227
Lynn,6,1,Lynn Ward 6 Precinct 1,538,259,832
Lynn,6,2,Lynn Ward 6 Precinct 2,378,269,665
Lynn,6,3,Lynn Ward 6 Precinct 3,431,258,716
Lynn,6,4,Lynn Ward 6 Precinct 4,652,388,1080
Lynn,7,1,Lynn Ward 7 Precinct 1,914,582,1555
Lynn,7,2,Lynn Ward 7 Precinct 2,895,587,1530
Lynn,7,3,Lynn Ward 7 Precinct 3,550,374,961
Lynn,7,4,Lynn Ward 7 Precinct 4,657,426,1116
Lynnfield,-,1,Lynnfield Precinct 1,984,940,1991
Lynnfield,-,2,Lynnfield Precinct 2,1005,984,2061
Lynnfield,-,3,Lynnfield Precinct 3,918,1021,2011
Lynnfield,-,4,Lynnfield Precinct 4,906,1133,2104
Malden,1,1,Malden Ward 1 Precinct 1,570,177,772
Malden,1,2,Malden Ward 1 Precinct 2,586,266,891
Malden,1,3,Malden Ward 1 Precinct 3,632,252,929
Malden,2,1,Malden Ward 2 Precinct 1,496,203,747
Malden,2,2,Malden Ward 2 Precinct 2,506,308,864
Malden,2,3,Malden Ward 2 Precinct 3,647,322,1018
Malden,3,1,Malden Ward 3 Precinct 1,398,160,589
Malden,3,1A,Malden Ward 3 Precinct 1A,472,216,716
Malden,3,2,Malden Ward 3 Precinct 2,692,207,977
Malden,3,3,Malden Ward 3 Precinct 3,834,246,1139
Malden,4,1,Malden Ward 4 Precinct 1,620,234,894
Malden,4,2,Malden Ward 4 Precinct 2,442,132,604
Malden,4,3,Malden Ward 4 Precinct 3,641,166,850
Malden,5,1,Malden Ward 5 Precinct 1,619,287,955
Malden,5,2,Malden Ward 5 Precinct 2,958,353,1352
Malden,5,3,Malden Ward 5 Precinct 3,356,119,497
Malden,5,3A,Malden Ward 5 Precinct 3A,383,141,551
Malden,6,1,Malden Ward 6 Precinct 1,844,387,1283
Malden,6,2,Malden Ward 6 Precinct 2,615,290,943
Malden,6,3,Malden Ward 6 Precinct 3,626,343,1012
Malden,7,1,Malden Ward 7 Precinct 1,553,183,779
Malden,7,2,Malden Ward 7 Precinct 2,546,258,852
Malden,7,3,Malden Ward 7 Precinct 3,285,191,498
Malden,7,3A,Malden Ward 7 Precinct 3A,248,99,362
Malden,8,1,Malden Ward 8 Precinct 1,661,379,1099
Malden,8,2,Malden Ward 8 Precinct 2,623,299,960
Malden,8,3,Malden Ward 8 Precinct 3,474,225,742
Manchester-by-the-Sea,-,1,Manchester-by-the-Sea Precinct 1,2575,952,3682
Mansfield,-,1,Mansfield Precinct 1,1121,931,2165
Mansfield,-,2,Mansfield Precinct 2,844,636,1538
Mansfield,-,2A,Mansfield Precinct 2A,351,231,604
Mansfield,-,3,Mansfield Precinct 3,1327,922,2337
Mansfield,-,4,Mansfield Precinct 4,1146,810,2064
Mansfield,-,5,Mansfield Precinct 5,994,669,1749
Mansfield,-,6,Mansfield Precinct 6,899,571,1553
Mansfield,-,6A,Mansfield Precinct 6A,136,90,235
Mansfield,-,7,Mansfield Precinct 7,1121,673,1856
Marblehead,-,1,Marblehead Precinct 1,1657,603,2362
Marblehead,-,2,Marblehead Precinct 2,1645,598,2338
Marblehead,-,3,Marblehead Precinct 3,1449,638,2162
Marblehead,-,4,Marblehead Precinct 4,1526,686,2331
Marblehead,-,5,Marblehead Precinct 5,1468,692,2223
Marblehead,-,6,Marblehead Precinct 6,1554,698,2344
Marion,-,1,Marion Precinct 1,2236,1308,3680
Marlborough,1,1,Marlborough Ward 1 Precinct 1,678,364,1077
Marlborough,1,1A,Marlborough Ward 1 Precinct 1A,23,7,30
Marlborough,1,2,Marlborough Ward 1 Precinct 2,1155,585,1816
Marlborough,2,1,Marlborough Ward 2 Precinct 1,852,562,1474
Marlborough,2,2,Marlborough Ward 2 Precinct 2,723,411,1158
Marlborough,2,2A,Marlborough Ward 2 Precinct 2A,4,7,13
Marlborough,3,1,Marlborough Ward 3 Precinct 1,532,378,960
Marlborough,3,2,Marlborough Ward 3 Precinct 2,1118,573,1767
Marlborough,4,1,Marlborough Ward 4 Precinct 1,439,333,791
Marlborough,4,2,Marlborough Ward 4 Precinct 2,1036,632,1736
Marlborough,5,1,Marlborough Ward 5 Precinct 1,527,348,900
Marlborough,5,2,Marlborough Ward 5 Precinct 2,910,481,1438
Marlborough,6,1,Marlborough Ward 6 Precinct 1,567,369,959
Marlborough,6,2,Marlborough Ward 6 Precinct 2,999,665,1727
Marlborough,7,1,Marlborough Ward 7 Precinct 1,683,430,1143
Marlborough,7,2,Marlborough Ward 7 Precinct 2,720,492,1254
Marlborough,7,2A,Marlborough Ward 7 Precinct 2A,30,14,45
Marshfield,-,1,Marshfield Precinct 1,1236,1225,2546
Marshfield,-,2,Marshfield Precinct 2,1104,1017,2204
Marshfield,-,2A,Marshfield Precinct 2A,177,105,289
Marshfield,-,3,Marshfield Precinct 3,1310,1198,2605
Marshfield,-,4,Marshfield Precinct 4,1135,1000,2222
Marshfield,-,5,Marshfield Precinct 5,1188,1041,2323
Marshfield,-,6,Marshfield Precinct 6,1418,1288,2804
Marshfield,-,7,Marshfield Precinct 7,1335,1154,2579
Mashpee,-,1,Mashpee Precinct 1,1257,745,2058
Mashpee,-,2,Mashpee Precinct 2,1006,805,1867
Mashpee,-,3,Mashpee Precinct 3,949,892,1894
Mashpee,-,4,Mashpee Precinct 4,1135,725,1922
Mashpee,-,5,Mashpee Precinct 5,1536,1138,2757
Mattapoisett,-,1,Mattapoisett Precinct 1,1337,1066,2467
Mattapoisett,-,2,Mattapoisett Precinct 2,1402,1010,2494
Maynard,-,1,Maynard Precinct 1,1194,468,1724
Maynard,-,2,Maynard Precinct 2,1045,396,1494
Maynard,-,3,Maynard Precinct 3,1472,512,2063
Maynard,-,4,Maynard Precinct 4,1032,390,1481
Medfield,-,1,Medfield Precinct 1,1376,693,2167
Medfield,-,2,Medfield Precinct 2,1337,568,1985
Medfield,-,3,Medfield Precinct 3,1274,633,2017
Medfield,-,4,Medfield Precinct 4,1243,606,1964
Medford,1,1,Medford Ward 1 Precinct 1,1244,635,1969
Medford,1,2,Medford Ward 1 Precinct 2,1301,604,2010
Medford,2,1,Medford Ward 2 Precinct 1,1162,587,1831
Medford,2,2,Medford Ward 2 Precinct 2,1505,848,2467
Medford,3,1,Medford Ward 3 Precinct 1,1486,692,2268
Medford,3,2,Medford Ward 3 Precinct 2,1652,678,2425
Medford,4,1,Medford Ward 4 Precinct 1,741,144,928
Medford,4,2,Medford Ward 4 Precinct 2,1466,417,1988
Medford,5,1,Medford Ward 5 Precinct 1,1308,383,1777
Medford,5,2,Medford Ward 5 Precinct 2,1403,351,1849
Medford,6,1,Medford Ward 6 Precinct 1,1757,329,2181
Medford,6,2,Medford Ward 6 Precinct 2,1447,455,1990
Medford,6,2A,Medford Ward 6 Precinct 2A,102,45,153
Medford,7,1,Medford Ward 7 Precinct 1,847,287,1190
Medford,7,2,Medford Ward 7 Precinct 2,1015,343,1423
Medford,7,2A,Medford Ward 7 Precinct 2A,44,6,50
Medford,8,1,Medford Ward 8 Precinct 1,1356,509,1956
Medford,8,2,Medford Ward 8 Precinct 2,1214,461,1752
Medway,-,1,Medway Precinct 1,1166,723,1976
Medway,-,2,Medway Precinct 2,1337,814,2238
Medway,-,3,Medway Precinct 3,1292,827,2191
Medway,-,4,Medway Precinct 4,1234,828,2130
Melrose,1,1,Melrose Ward 1 Precinct 1,1021,276,1349
Melrose,1,2,Melrose Ward 1 Precinct 2,847,257,1166
Melrose,2,1,Melrose Ward 2 Precinct 1,894,392,1342
Melrose,2,2,Melrose Ward 2 Precinct 2,855,343,1242
Melrose,3,1,Melrose Ward 3 Precinct 1,844,284,1173
Melrose,3,2,Melrose Ward 3 Precinct 2,872,330,1253
Melrose,4,1,Melrose Ward 4 Precinct 1,843,297,1187
Melrose,4,2,Melrose Ward 4 Precinct 2,892,456,1424
Melrose,5,1,Melrose Ward 5 Precinct 1,703,225,959
Melrose,5,2,Melrose Ward 5 Precinct 2,705,181,917
Melrose,6,1,Melrose Ward 6 Precinct 1,838,297,1175
Melrose,6,2,Melrose Ward 6 Precinct 2,937,452,1427
Melrose,7,1,Melrose Ward 7 Precinct 1,891,342,1285
Melrose,7,2,Melrose Ward 7 Precinct 2,899,447,1402
Mendon,-,1,Mendon Precinct 1,935,913,1916
Mendon,-,2,Mendon Precinct 2,1037,964,2092
Merrimac,-,1,Merrimac Precinct 1,1148,855,2077
Merrimac,-,2,Merrimac Precinct 2,1235,959,2273
Methuen,-,1,Methuen Precinct 1,579,468,1061
Methuen,-,10,Methuen Precinct 10,879,862,1809
Methuen,-,11,Methuen Precinct 11,972,1156,2182
Methuen,-,12,Methuen Precinct 12,922,883,1843
Methuen,-,13,Methuen Precinct 13,521,535,1083
Methuen,-,13A,Methuen Precinct 13A,307,297,624
Methuen,-,14,Methuen Precinct 14,897,755,1675
Methuen,-,15,Methuen Precinct 15,670,546,1253
Methuen,-,2,Methuen Precinct 2,600,445,1076
Methuen,-,3,Methuen Precinct 3,871,745,1655
Methuen,-,4,Methuen Precinct 4,772,624,1435
Methuen,-,5,Methuen Precinct 5,824,806,1678
Methuen,-,6,Methuen Precinct 6,668,721,1423
Methuen,-,6A,Methuen Precinct 6A,89,73,169
Methuen,-,7,Methuen Precinct 7,951,917,1933
Methuen,-,8,Methuen Precinct 8,892,939,1875
Methuen,-,9,Methuen Precinct 9,806,1058,1929
Middleborough,-,1,Middleborough Precinct 1,1183,1414,2658
Middleborough,-,2,Middleborough Precinct 2,824,901,1775
Middleborough,-,3,Middleborough Precinct 3,814,1254,2117
Middleborough,-,4,Middleborough Precinct 4,695,843,1587
Middleborough,-,5,Middleborough Precinct 5,704,1113,1871
Middleborough,-,5A,Middleborough Precinct 5A,148,259,414
Middleborough,-,6,Middleborough Precinct 6,847,1179,2091
Middleborough,-,7,Middleborough Precinct 7,627,803,1480
Middleborough,-,7A,Middleborough Precinct 7A,179,348,544
Middlefield,-,1,Middlefield Precinct 1,185,126,317
Middleton,-,1,Middleton Precinct 1,1066,1173,2323
Middleton,-,2,Middleton Precinct 2,640,770,1466
Middleton,-,3,Middleton Precinct 3,852,1140,2057
Milford,-,1,Milford Precinct 1,596,438,1062
Milford,-,2,Milford Precinct 2,935,799,1791
Milford,-,3,Milford Precinct 3,826,735,1624
Milford,-,4,Milford Precinct 4,578,522,1139
Milford,-,5,Milford Precinct 5,1194,959,2241
Milford,-,6,Milford Precinct 6,997,754,1823
Milford,-,7,Milford Precinct 7,1304,959,2341
Milford,-,8,Milford Precinct 8,1156,776,2012
Millbury,-,1,Millbury Precinct 1,913,976,1948
Millbury,-,2,Millbury Precinct 2,1031,1113,2209
Millbury,-,3,Millbury Precinct 3,1015,997,2083
Millbury,-,4,Millbury Precinct 4,945,908,1918
Millis,-,1,Millis Precinct 1,1044,672,1794
Millis,-,2,Millis Precinct 2,1014,763,1859
Millis,-,3,Millis Precinct 3,1502,821,2412
Millville,-,1,Millville Precinct 1,708,1055,1808
Milton,-,1,Milton Precinct 1,1343,256,1648
Milton,-,10,Milton Precinct 10,977,214,1251
Milton,-,2,Milton Precinct 2,1474,267,1814
Milton,-,3,Milton Precinct 3,1316,424,1813
Milton,-,4,Milton Precinct 4,727,283,1052
Milton,-,4A,Milton Precinct 4A,508,118,660
Milton,-,5,Milton Precinct 5,1016,356,1419
Milton,-,6,Milton Precinct 6,1075,648,1813
Milton,-,7,Milton Precinct 7,1028,578,1677
Milton,-,8,Milton Precinct 8,1131,692,1897
Milton,-,9,Milton Precinct 9,1123,708,1908
Monroe,-,1,Monroe Precinct 1,24,39,66
Monson,-,A,Monson Precinct A,747,920,1719
Monson,-,B,Monson Precinct B,726,884,1651
Monson,-,C,Monson Precinct C,774,909,1733
Montague,-,1,Montague Precinct 1,790,194,1035
Montague,-,2,Montague Precinct 2,493,306,839
Montague,-,3,Montague Precinct 3,524,296,854
Montague,-,4,Montague Precinct 4,553,214,796
Montague,-,5,Montague Precinct 5,420,130,611
Montague,-,6,Montague Precinct 6,453,222,707
Monterey,-,1,Monterey Precinct 1,482,95,604
Montgomery,-,1,Montgomery Precinct 1,237,302,556
Mount Washington,-,1,Mount Washington Precinct 1,93,23,125
N. Adams,1,1,N. Adams Ward 1 Precinct 1,835,413,1289
N. Adams,2,2,N. Adams Ward 2 Precinct 2,762,350,1150
N. Adams,3,3,N. Adams Ward 3 Precinct 3,549,230,819
N. Adams,4,4,N. Adams Ward 4 Precinct 4,862,418,1310
N. Adams,5,5,N. Adams Ward 5 Precinct 5,750,363,1159
N. Andover,-,1,N. Andover Precinct 1,1204,798,2076
N. Andover,-,2,N. Andover Precinct 2,1238,839,2162
N. Andover,-,3,N. Andover Precinct 3,1103,819,2010
N. Andover,-,4,N. Andover Precinct 4,1583,888,2584
N. Andover,-,5,N. Andover Precinct 5,682,440,1174
N. Andover,-,6,N. Andover Precinct 6,1406,949,2456
N. Andover,-,7,N. Andover Precinct 7,1403,814,2316
N. Andover,-,8,N. Andover Precinct 8,1293,982,2363
N. Attleborough,-,1,N. Attleborough Precinct 1,856,592,1497
N. Attleborough,-,2,N. Attleborough Precinct 2,1047,838,1949
N. Attleborough,-,3,N. Attleborough Precinct 3,909,1014,2044
N. Attleborough,-,4,N. Attleborough Precinct 4,936,705,1701
N. Attleborough,-,5,N. Attleborough Precinct 5,921,812,1794
N. Attleborough,-,6,N. Attleborough Precinct 6,1071,865,2029
N. Attleborough,-,7,N. Attleborough Precinct 7,1124,1028,2237
N. Attleborough,-,8,N. Attleborough Precinct 8,1024,848,1961
N. Attleborough,-,9,N. Attleborough Precinct 9,926,877,1864
N. Brookfield,-,1,N. Brookfield Precinct 1,1156,1623,2854
N. Reading,-,1,N. Reading Precinct 1,1330,1053,2469
N. Reading,-,2,N. Reading Precinct 2,1382,1162,2645
N. Reading,-,3,N. Reading Precinct 3,1227,1119,2439
N. Reading,-,4,N. Reading Precinct 4,1287,1101,2483
Nahant,-,1,Nahant Precinct 1,1445,841,2352
Nantucket,-,1,Nantucket Precinct 1,4784,2171,7174
Natick,-,1,Natick Precinct 1,946,359,1350
Natick,-,10,Natick Precinct 10,1881,590,2580
Natick,-,2,Natick Precinct 2,1420,531,2061
Natick,-,3,Natick Precinct 3,1471,547,2104
Natick,-,4,Natick Precinct 4,1475,423,1985
Natick,-,5,Natick Precinct 5,1427,613,2119
Natick,-,6,Natick Precinct 6,1388,544,2009
Natick,-,7,Natick Precinct 7,1832,504,2423
Natick,-,8,Natick Precinct 8,1610,546,2253
Natick,-,9,Natick Precinct 9,1711,462,2264
Needham,-,A,Needham Precinct A,1171,463,1730
Needham,-,B,Needham Precinct B,1460,449,1997
