PCTNUM,PRECINCTNA,CDE_COUNTY,COUNTYNAME,Registered Voters,Harris,Trump,Oliver,Stein,Write-in,PresTot,Gallego,Lake,Quintana,Write-in,SenTot,Engel,Ciscomani,Eastwood,Write-in,"GRIJALVA, RAÃšL M.","BUTIEREZ SR., DANIEL FRANCIS",Write-in,"SHAH, AMISH","SCHWEIKERT, DAVID",Write-in,"NEZ, JONATHAN","CRANE, ELI",Write-in,"ANSARI, YASSAMIN","ZINK, JEFF","AVERSA, ALAN",Write-in,"STANTON, GREG","COOPER, KELLY","BECK-JONES, VINCENT",Write-in,"SCHAFFNER, KATRINA","BIGGS, ANDY",Write-in,"WHITTEN, GREGORY","HAMADEH, ABRAHAM ""ABE""",Write-in,"SMITH, QUACY","GOSAR, PAUL",Write-in
PM0140,140,PM,Pima,862,249,392,5,2,4,652,270,361,14,2,647,248,379,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0141,141,PM,Pima,4654,2406,1779,15,12,12,4224,2451,1659,58,4,4172,2321,1744,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0142,142,PM,Pima,3840,1699,1488,24,26,17,3254,1736,1371,75,9,3191,1590,1494,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0143,143,PM,Pima,1097,693,82,5,22,7,809,682,68,46,1,797,0,0,0,0,691,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0144,144,PM,Pima,2569,1405,611,17,18,4,2055,1432,530,55,2,2019,0,0,0,0,1389,603,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0145,145,PM,Pima,4634,2348,1855,14,12,27,4256,2388,1773,39,4,4204,2218,1937,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0146,146,PM,Pima,2795,1285,906,12,9,7,2219,1318,799,60,3,2180,1231,879,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0147,147,PM,Pima,2870,1049,1147,7,7,6,2216,1088,1033,50,2,2173,0,0,0,0,1032,1084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0148,148,PM,Pima,2419,1095,888,12,7,2,2004,1141,799,31,1,1972,1067,866,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0149,149,PM,Pima,2306,1112,731,9,17,3,1872,1118,652,59,2,1831,1063,700,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0150,150,PM,Pima,623,233,210,2,4,3,452,235,184,19,1,439,225,193,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0151,151,PM,Pima,1277,728,399,5,2,1,1135,756,358,15,1,1130,0,0,0,0,688,416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0152,152,PM,Pima,987,436,217,2,1,0,656,421,183,38,0,642,0,0,0,0,438,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0153,153,PM,Pima,3799,2028,975,23,18,16,3060,2054,889,67,4,3014,0,0,0,0,1990,951,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0154,154,PM,Pima,2332,814,385,8,10,9,1226,806,328,55,4,1193,0,0,0,0,816,352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0155,155,PM,Pima,2091,597,402,9,7,0,1015,628,317,43,0,988,0,0,0,0,641,345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0156,156,PM,Pima,1034,443,418,3,4,0,868,448,375,19,0,842,0,0,0,0,422,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0157,157,PM,Pima,3344,1391,664,7,10,8,2080,1438,537,66,3,2044,0,0,0,0,1432,586,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0158,158,PM,Pima,1916,1076,603,8,3,2,1692,1084,551,25,2,1662,1017,618,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0159,159,PM,Pima,4650,1785,774,17,14,11,2601,1850,601,93,8,2552,0,0,0,0,1855,663,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0160,160,PM,Pima,1995,800,288,1,5,1,1095,814,215,48,1,1078,0,0,0,0,846,207,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0161,161,PM,Pima,890,328,437,1,6,6,778,334,415,13,0,762,294,453,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0162,162,PM,Pima,1814,957,508,8,11,8,1492,978,458,31,1,1468,908,520,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0163,163,PM,Pima,2234,1187,710,10,9,8,1924,1214,643,35,1,1893,1104,739,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0164,164,PM,Pima,3454,2248,640,12,20,9,2929,2239,587,61,2,2889,2180,629,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0165,165,PM,Pima,912,187,560,7,2,0,756,193,531,18,0,742,169,540,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0166,166,PM,Pima,5546,2957,835,30,59,28,3909,2940,717,161,9,3827,0,0,0,0,2963,784,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0167,167,PM,Pima,1702,1119,240,12,22,10,1403,1135,202,46,4,1387,0,0,0,0,1107,256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0168,168,PM,Pima,975,369,409,6,4,1,789,373,382,19,1,775,0,0,0,0,358,401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0169,169,PM,Pima,3668,1664,1547,16,9,19,3255,1704,1452,51,9,3216,1541,1618,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0170,170,PM,Pima,2449,1361,743,2,18,8,2132,1396,653,38,6,2093,1305,738,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0171,171,PM,Pima,2809,1506,963,11,16,17,2513,1536,893,43,5,2477,1416,1022,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0172,172,PM,Pima,5718,2471,2482,27,20,17,5017,2525,2325,88,11,4949,2293,2577,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0173,173,PM,Pima,2908,1257,1242,12,7,17,2535,1282,1149,51,4,2486,1163,1250,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0174,174,PM,Pima,4534,2097,1442,25,30,17,3611,2113,1318,98,12,3541,1984,1425,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0175,175,PM,Pima,3853,1163,1806,13,16,11,3009,1226,1633,94,11,2964,1112,1719,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0176,176,PM,Pima,1863,657,811,9,6,5,1488,690,727,39,3,1459,605,808,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0177,177,PM,Pima,4042,1545,1473,21,19,13,3071,1591,1300,121,9,3021,1462,1363,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0178,178,PM,Pima,2772,1212,1145,14,9,8,2388,1227,1054,52,6,2339,1135,1146,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0179,179,PM,Pima,3705,1564,1683,27,9,13,3296,1620,1589,42,5,3256,1458,1745,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0180,180,PM,Pima,3313,1511,1274,17,12,6,2820,1529,1168,85,1,2783,1428,1248,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0181,181,PM,Pima,3520,1524,1469,17,12,8,3030,1569,1355,51,6,2981,1441,1455,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0182,182,PM,Pima,3828,1586,1511,22,16,8,3143,1653,1328,96,6,3083,1514,1435,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0183,183,PM,Pima,1596,634,682,7,5,3,1331,644,618,40,2,1304,600,631,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0184,184,PM,Pima,6610,2491,3284,38,18,25,5856,2589,3053,95,6,5743,2303,3343,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0185,185,PM,Pima,1963,784,821,10,7,1,1623,807,734,50,4,1595,739,781,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0186,186,PM,Pima,338,160,146,7,2,0,315,168,134,6,3,311,0,0,0,0,158,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0187,187,PM,Pima,3659,1646,1493,13,10,9,3171,1693,1367,56,8,3124,1515,1519,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0188,188,PM,Pima,2800,930,1395,16,8,7,2356,979,1285,51,5,2320,881,1351,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0189,189,PM,Pima,1672,922,416,5,16,3,1362,932,362,42,3,1339,0,0,0,0,911,407,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0190,190,PM,Pima,1830,778,390,9,6,1,1184,793,320,47,0,1160,0,0,0,0,799,345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0191,191,PM,Pima,1209,473,515,10,4,1,1003,491,464,27,0,982,446,491,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0192,192,PM,Pima,3190,1414,1223,15,10,9,2671,1466,1103,58,6,2633,1366,1166,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0193,193,PM,Pima,1664,779,686,6,4,9,1484,805,638,17,2,1462,734,688,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0194,194,PM,Pima,3350,1393,1466,17,13,11,2900,1448,1357,41,4,2850,1308,1495,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0195,195,PM,Pima,3395,1346,1708,11,11,9,3085,1392,1616,50,3,3061,1265,1720,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0197,197,PM,Pima,2711,1122,1077,8,12,5,2224,1132,965,59,5,2161,1065,1002,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0198,198,PM,Pima,2444,760,1339,17,10,13,2139,798,1247,40,2,2087,692,1345,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0199,199,PM,Pima,2782,1166,1268,18,14,6,2472,1197,1191,47,4,2439,1090,1297,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0200,200,PM,Pima,2272,886,1110,5,8,7,2016,918,1038,29,0,1985,820,1114,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0201,201,PM,Pima,3330,1383,1195,16,14,2,2610,1413,1075,66,4,2558,1301,1177,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0202,202,PM,Pima,3540,1517,1480,16,18,19,3050,1562,1361,58,10,2991,1403,1505,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0203,203,PM,Pima,1803,717,545,9,6,0,1277,746,453,48,3,1250,0,0,0,0,717,514,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0204,204,PM,Pima,556,76,366,0,3,1,446,80,341,16,0,437,0,0,0,0,73,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0205,205,PM,Pima,2638,1320,1090,5,8,9,2432,1340,1054,28,4,2426,1245,1129,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0206,206,PM,Pima,488,135,268,1,0,0,404,138,251,13,0,402,117,259,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0207,207,PM,Pima,2347,1219,862,7,3,10,2101,1241,809,26,4,2080,1162,866,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0208,208,PM,Pima,1717,562,671,10,10,6,1259,577,602,52,0,1231,0,0,0,0,552,659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0209,209,PM,Pima,2906,1253,1219,10,9,2,2493,1300,1141,42,1,2484,1172,1212,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0210,210,PM,Pima,2320,1445,608,12,23,13,2101,1469,573,36,2,2080,1372,666,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0211,211,PM,Pima,2287,1206,812,4,7,3,2032,1224,747,17,5,1993,1128,860,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0212,212,PM,Pima,1614,689,679,10,9,10,1397,718,625,33,5,1381,661,704,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0213,213,PM,Pima,444,193,174,0,4,0,371,194,165,6,0,365,182,170,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0214,214,PM,Pima,2971,1629,879,12,18,10,2548,1658,786,54,7,2505,1545,912,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0215,215,PM,Pima,1677,570,750,8,4,3,1335,584,692,39,1,1316,0,0,0,0,541,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0216,216,PM,Pima,2604,1098,1167,16,11,17,2309,1142,1083,39,7,2271,1013,1216,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0217,217,PM,Pima,1744,717,658,11,13,5,1404,739,602,38,2,1381,702,630,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0218,218,PM,Pima,5731,2637,2229,36,28,18,4948,2721,2032,94,10,4857,2483,2253,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0219,219,PM,Pima,2743,1071,1097,15,18,8,2209,1064,997,88,2,2151,977,1084,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0220,220,PM,Pima,3169,1446,1348,19,21,5,2839,1491,1255,65,3,2814,1379,1357,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0221,221,PM,Pima,684,174,387,4,1,1,567,174,367,13,2,556,167,366,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0222,222,PM,Pima,2272,552,1136,6,5,6,1705,597,999,55,6,1657,0,0,0,0,527,1090,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0223,223,PM,Pima,1666,661,688,7,7,5,1368,682,612,34,4,1332,623,672,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0224,224,PM,Pima,6025,2272,2641,41,33,18,5005,2388,2375,132,12,4907,2159,2572,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0225,225,PM,Pima,3648,1478,1344,12,17,14,2865,1494,1230,81,4,2809,1407,1293,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0226,226,PM,Pima,993,437,411,5,6,4,863,454,376,17,4,851,413,411,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0227,227,PM,Pima,6055,2131,2494,37,18,11,4691,2229,2258,105,11,4603,0,0,0,0,2103,2410,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0228,228,PM,Pima,1205,609,472,2,6,3,1092,620,447,21,2,1090,0,0,0,0,574,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0229,229,PM,Pima,5276,1495,2883,34,22,19,4453,1594,2667,113,6,4380,1420,2763,148,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0230,230,PM,Pima,1025,568,283,3,2,1,857,567,245,32,3,847,532,262,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0231,231,PM,Pima,6197,2152,2593,38,17,21,4821,2260,2336,139,6,4741,0,0,0,0,2145,2522,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0232,232,PM,Pima,5382,2097,1505,16,21,11,3650,2123,1323,122,2,3570,0,0,0,0,2095,1413,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0233,233,PM,Pima,2584,1049,803,10,4,3,1869,1070,711,65,2,1848,0,0,0,0,1049,762,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0234,234,PM,Pima,2292,1020,663,6,12,3,1704,1053,576,48,2,1679,0,0,0,0,1025,623,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0235,235,PM,Pima,5018,2112,1197,14,12,9,3344,2193,985,107,3,3288,0,0,0,0,2160,1097,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0236,236,PM,Pima,1278,581,128,4,4,2,719,571,112,23,1,707,0,0,0,0,577,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0237,237,PM,Pima,1841,1020,555,4,12,7,1598,1039,511,23,4,1577,960,605,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0238,238,PM,Pima,2872,1556,850,9,13,11,2439,1593,776,25,4,2398,1487,889,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0239,239,PM,Pima,3787,2161,1145,17,13,13,3349,2208,1055,37,6,3306,2081,1172,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0240,240,PM,Pima,107,47,49,1,0,0,97,48,46,2,0,96,40,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0241,241,PM,Pima,1843,911,683,9,7,5,1615,923,647,24,2,1596,836,726,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0242,242,PM,Pima,2396,921,1010,16,9,12,1968,946,913,58,6,1923,856,986,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0243,243,PM,Pima,2076,797,998,8,6,7,1816,837,919,24,6,1786,741,1002,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0244,244,PM,Pima,975,337,140,2,7,0,486,346,108,26,0,480,0,0,0,0,359,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0245,245,PM,Pima,1820,1076,246,7,15,7,1351,1076,209,45,3,1333,0,0,0,0,1072,233,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0246,246,PM,Pima,2182,1311,209,8,23,11,1562,1299,175,65,3,1542,0,0,0,0,1298,215,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0247,247,PM,Pima,484,236,85,1,2,1,325,239,66,12,0,317,0,0,0,0,245,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0248,248,PM,Pima,943,415,147,1,1,0,564,418,114,14,3,549,0,0,0,0,429,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0249,249,PM,Pima,2881,870,1481,16,12,12,2391,938,1354,57,3,2352,848,1424,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0250,250,PM,Pima,77,18,29,3,0,0,50,16,27,3,1,47,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0252,252,PM,Pima,2491,1014,1072,13,9,8,2116,1051,976,44,6,2077,961,1049,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0253,253,PM,Pima,242,109,51,1,1,1,163,114,39,4,0,157,99,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0254,254,PM,Pima,730,373,169,4,6,2,554,380,137,29,0,546,360,152,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0257,257,PM,Pima,1829,514,850,15,7,4,1390,538,783,46,4,1371,0,0,0,0,502,828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0258,258,PM,Pima,270,67,148,0,1,1,217,73,140,3,0,216,0,0,0,0,66,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0260,260,PM,Pima,560,262,175,1,2,0,440,265,156,14,0,435,242,166,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0262,262,PM,Pima,2625,1145,961,13,18,2,2139,1167,857,61,4,2089,1088,926,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0264,264,PM,Pima,812,327,217,2,6,6,558,327,197,23,1,548,0,0,0,0,318,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0265,265,PM,Pima,210,98,65,4,1,0,168,107,57,3,0,167,95,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0266,266,PM,Pima,214,31,103,1,0,1,136,32,99,3,1,135,30,101,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0267,267,PM,Pima,42,14,10,0,0,0,24,16,5,1,0,22,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0269,269,PM,Pima,220,96,83,0,0,0,179,93,73,5,1,172,90,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0271,271,PM,Pima,835,269,258,2,4,0,533,272,219,33,0,524,0,0,0,0,286,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0272,272,PM,Pima,1685,718,441,6,7,0,1172,730,368,43,1,1142,0,0,0,0,731,402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0273,273,PM,Pima,11,7,5,0,0,0,12,7,4,0,1,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0274,274,PM,Pima,268,136,84,2,0,0,222,141,70,3,0,214,129,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM0275,275,PM,Pima,4226,1746,1590,23,12,4,3375,1814,1440,73,3,3330,1599,1581,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0001,0001 ACACIA,MC,Maricopa,1812,615,671,9,8,4,1307,679,586,28,2,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,590,3,0,0,0
MC0002,0002 ACOMA,MC,Maricopa,3480,1071,1807,17,8,9,2912,1143,1645,71,3,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,1691,3,0,0,0
MC0003,0003 ACUNA,MC,Maricopa,3115,1211,388,5,17,2,1623,1267,301,60,1,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,302,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0004,0004 ADOBE,MC,Maricopa,1545,524,662,7,10,2,1205,555,592,34,2,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,598,1,0,0,0
