PCTNUM,PRECINCTNA,CDE_COUNTY,COUNTYNAME,Registered Voters,Harris,Trump,Oliver,Stein,Write-in,PresTot,Gallego,Lake,Quintana,Write-in,SenTot,Engel,Ciscomani,Eastwood,Write-in,"GRIJALVA, RAÃšL M.","BUTIEREZ SR., DANIEL FRANCIS",Write-in,"SHAH, AMISH","SCHWEIKERT, DAVID",Write-in,"NEZ, JONATHAN","CRANE, ELI",Write-in,"ANSARI, YASSAMIN","ZINK, JEFF","AVERSA, ALAN",Write-in,"STANTON, GREG","COOPER, KELLY","BECK-JONES, VINCENT",Write-in,"SCHAFFNER, KATRINA","BIGGS, ANDY",Write-in,"WHITTEN, GREGORY","HAMADEH, ABRAHAM ""ABE""",Write-in,"SMITH, QUACY","GOSAR, PAUL",Write-in
MC0330,0330 GRANITE FALLS,MC,Maricopa,4339,1556,2133,12,11,14,3726,1708,1903,65,3,3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1984,2,0,0,0
MC0331,0331 GRANITE MOUNTAIN,MC,Maricopa,4778,1453,2908,12,8,38,4419,1551,2782,37,15,4385,0,0,0,0,0,0,0,1314,3029,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0332,0332 GRAYHAWK,MC,Maricopa,2526,892,1380,11,1,7,2291,983,1247,18,3,2251,0,0,0,0,0,0,0,818,1385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0333,0333 GRAYSON,MC,Maricopa,297,131,105,0,1,0,237,128,95,8,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,96,1
MC0334,0334 GREENBRIAR,MC,Maricopa,2809,843,1516,8,6,8,2381,943,1341,54,2,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,1395,3,0,0,0
MC0335,0335 GREENFIELD,MC,Maricopa,3197,1425,530,22,14,3,1994,1508,406,55,4,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,439,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0336,0336 GREENFIELD PARK,MC,Maricopa,5661,1948,2591,20,17,19,4595,2107,2333,90,12,4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,2490,60,6,0,0,0,0,0,0,0,0,0
MC0337,0337 GREENWAY,MC,Maricopa,3627,1466,1485,18,7,11,2987,1571,1290,75,9,2945,0,0,0,0,0,0,0,1445,1408,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0338,0338 GREENWOOD,MC,Maricopa,1320,669,296,2,10,4,981,691,260,19,2,972,0,0,0,0,0,0,0,0,0,0,0,0,0,639,280,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0339,0339 GREER RANCH,MC,Maricopa,4396,1404,2131,16,13,13,3577,1506,1936,77,6,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,2011,5
MC0340,0340 GREYSTONE,MC,Maricopa,1367,509,762,4,1,3,1279,544,707,13,1,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,724,0,0,0,0
MC0341,0341 GROVERS,MC,Maricopa,3518,1200,1211,16,13,5,2445,1256,1048,97,4,2405,0,0,0,0,0,0,0,1169,1130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0342,0342 GROVES,MC,Maricopa,4831,1496,2463,30,16,20,4025,1653,2262,49,8,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,2416,36,1,0,0,0,0,0,0,0,0,0
MC0343,0343 GUADALUPE,MC,Maricopa,2947,1317,277,4,8,2,1608,1366,198,45,3,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,228,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0344,0344 GUERRERO,MC,Maricopa,3572,1344,787,10,20,12,2173,1387,681,85,5,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,715,71,1,0,0,0,0,0,0,0,0,0
MC0345,0345 HADLEY,MC,Maricopa,3393,1440,980,13,16,5,2454,1581,791,68,2,2442,0,0,0,0,1459,828,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0346,0346 HALIFAX,MC,Maricopa,1659,475,826,6,3,3,1313,539,730,23,7,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,753,4,0,0,0
MC0347,0347 HALL,MC,Maricopa,2548,1499,696,11,12,8,2226,1557,617,35,4,2213,0,0,0,0,0,0,0,1463,674,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0348,0348 HAPPY TRAILS,MC,Maricopa,1021,316,606,2,1,3,928,346,567,7,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,571,5,0,0,0
MC0349,0349 HAPPY VALLEY,MC,Maricopa,2993,875,1735,12,14,13,2649,966,1589,49,4,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,1625,2,0,0,0
MC0350,0350 HARMONT,MC,Maricopa,4324,1610,1218,9,20,11,2868,1705,1029,80,3,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,1047,10,0,0,0
MC0351,0351 HARMONY PARK,MC,Maricopa,4468,1552,2040,25,10,10,3637,1690,1814,70,12,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,1927,42,3,0,0,0,0,0,0,0,0,0
MC0352,0352 HARQUAHALA,MC,Maricopa,184,43,86,1,0,0,130,47,78,2,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,76,2
MC0353,0353 HARRIS,MC,Maricopa,1196,437,404,8,7,2,858,464,348,25,4,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,362,18,0,0,0,0,0,0,0,0,0,0
MC0354,0354 HARRISON,MC,Maricopa,1991,634,239,5,4,4,886,678,175,25,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,624,186,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0355,0355 HARVEST,MC,Maricopa,4777,1146,2940,17,14,21,4138,1290,2712,58,11,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,2818,5,0,0,0,0,0,0
MC0356,0356 HASSAYAMPA,MC,Maricopa,389,99,178,1,1,0,279,109,153,9,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,164,1
MC0357,0357 HASTINGS,MC,Maricopa,3685,1140,1946,16,8,17,3127,1243,1785,47,8,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,1833,4,0,0,0
MC0358,0358 HATCHER,MC,Maricopa,2642,1172,830,13,17,4,2036,1242,704,63,9,2018,0,0,0,0,0,0,0,1168,768,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0359,0359 HAWES,MC,Maricopa,1938,436,738,6,7,4,1191,479,666,31,7,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,699,28,3,0,0,0,0,0,0,0,0,0
MC0360,0360 HAYDEN HIGH,MC,Maricopa,2755,933,380,6,3,6,1328,1001,270,42,4,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,917,273,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0361,0361 HAYWARD,MC,Maricopa,2415,908,967,6,9,6,1896,994,834,39,6,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,889,5
MC0362,0362 HERITAGE,MC,Maricopa,3959,1520,1030,16,18,14,2598,1584,875,90,2,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,945,61,3,0,0,0,0,0,0,0,0,0
MC0363,0363 HERMOSA,MC,Maricopa,4439,2027,526,22,30,10,2615,2106,408,79,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,447,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0364,0364 HERMOSA VISTA,MC,Maricopa,4559,1465,2562,18,12,11,4068,1607,2327,40,11,3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,2487,8,0,0,0,0,0,0
MC0365,0365 HESS,MC,Maricopa,2026,599,734,5,6,5,1349,660,611,50,5,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,673,2
MC0366,0366 HIBISCUS,MC,Maricopa,965,511,315,4,3,4,837,527,282,23,1,833,0,0,0,0,0,0,0,505,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0367,0367 HICKIWAN,MC,Maricopa,34,30,1,0,0,0,31,29,2,0,0,31,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0368,0368 HIDALGO,MC,Maricopa,4724,2090,957,12,33,14,3106,2214,780,87,4,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,811,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0369,0369 HIGHLAND,MC,Maricopa,4681,1502,2593,18,9,23,4145,1608,2398,64,9,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,2505,9,0,0,0,0,0,0
MC0370,0370 HIGLEY,MC,Maricopa,3567,1227,1678,19,21,16,2961,1320,1508,57,12,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,1577,3,0,0,0,0,0,0
MC0371,0371 HILLCREST,MC,Maricopa,2585,1003,1334,7,6,3,2353,1056,1232,36,3,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1262,1,0,0,0
MC0372,0372 HILLERY,MC,Maricopa,2448,936,1203,14,4,8,2165,995,1126,25,5,2151,0,0,0,0,0,0,0,891,1188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0373,0373 HILLVIEW,MC,Maricopa,3321,1279,1594,14,5,10,2902,1374,1442,45,8,2869,0,0,0,0,0,0,0,1235,1542,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0374,0374 HILTON,MC,Maricopa,1241,528,179,4,4,5,720,551,151,17,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,514,156,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0375,0375 HOHOKAM PARK,MC,Maricopa,2980,1183,916,11,30,9,2149,1247,786,82,5,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,842,59,2,0,0,0,0,0,0,0,0,0
MC0376,0376 HOLIDAY GARDENS,MC,Maricopa,1522,522,281,4,9,4,820,561,205,37,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,508,222,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0377,0377 HOLIDAY PARK,MC,Maricopa,4186,1585,716,10,15,7,2333,1723,517,71,2,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,565,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0378,0378 HOLLIS,MC,Maricopa,3482,1764,1007,36,22,17,2846,1868,854,68,8,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,973,45,0,0,0,0,0,0,0,0,0,0
MC0379,0379 HOLLY,MC,Maricopa,941,417,169,7,7,1,601,449,134,20,2,605,0,0,0,0,0,0,0,431,151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0380,0380 HOLLYHOCK,MC,Maricopa,3278,1187,481,9,13,3,1693,1271,340,64,3,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,349,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0381,0381 HOLMES,MC,Maricopa,4153,1433,611,9,8,2,2063,1538,459,70,0,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,490,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0382,0382 HONDA,MC,Maricopa,3512,1345,451,10,9,3,1818,1379,378,50,1,1808,0,0,0,0,0,0,0,1239,475,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0383,0383 HOPE,MC,Maricopa,4165,1883,568,11,20,6,2488,1960,437,78,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,463,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0384,0384 HOPEVILLE,MC,Maricopa,2070,589,944,3,9,3,1548,653,828,47,3,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,887,3
MC0385,0385 HOPI,MC,Maricopa,2795,1049,1382,12,15,13,2471,1148,1246,24,9,2427,0,0,0,0,0,0,0,1014,1385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0386,0386 HORIZON,MC,Maricopa,5399,2034,2715,30,19,21,4819,2200,2458,71,9,4738,0,0,0,0,0,0,0,1953,2642,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0387,0387 HORSESHOE,MC,Maricopa,4197,1765,1825,19,51,13,3673,1881,1630,75,8,3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,1811,4,0,0,0,0,0,0
MC0388,0388 HUALAPAI,MC,Maricopa,2913,1121,1471,13,5,7,2617,1192,1353,36,1,2582,0,0,0,0,0,0,0,1057,1472,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0389,0389 HUBBELL,MC,Maricopa,2079,902,883,3,6,4,1798,969,762,33,4,1768,0,0,0,0,0,0,0,909,795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0390,0390 HUDSON,MC,Maricopa,3448,1778,796,19,28,16,2637,1809,655,85,6,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,696,81,3,0,0,0,0,0,0,0,0,0
MC0391,0391 IMES,MC,Maricopa,642,245,96,2,3,1,347,245,83,8,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,226,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0392,0392 INDEPENDENCE,MC,Maricopa,4004,1557,1122,21,24,10,2734,1685,947,70,6,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,1033,5
MC0393,0393 INDIAN BEND,MC,Maricopa,2932,1147,1108,13,19,6,2293,1225,972,73,4,2274,0,0,0,0,0,0,0,1114,1073,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0394,0394 INDIAN SPRINGS,MC,Maricopa,4280,1891,1024,16,28,19,2978,1941,879,102,5,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,931,83,2,0,0,0,0,0,0,0,0,0
MC0395,0395 INDIAN WELLS,MC,Maricopa,3633,1131,1981,14,11,13,3150,1247,1780,59,8,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,1797,12,0,0,0
MC0396,0396 INDIGO,MC,Maricopa,3568,1407,1486,15,35,13,2956,1506,1331,69,6,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,1452,3,0,0,0,0,0,0
MC0397,0397 ISAAC,MC,Maricopa,1589,550,246,0,1,2,799,585,186,26,1,798,0,0,0,0,0,0,0,0,0,0,0,0,0,537,204,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0398,0398 IVANHOE,MC,Maricopa,5066,1814,2293,24,27,14,4172,1950,2070,71,12,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,2170,6,0,0,0,0,0,0
MC0399,0399 JACKRABBIT,MC,Maricopa,3481,1370,1584,20,18,15,3007,1483,1435,48,9,2975,0,0,0,0,0,0,0,1344,1558,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0400,0400 JANICE,MC,Maricopa,2418,963,975,18,8,6,1970,1035,863,39,5,1942,0,0,0,0,0,0,0,942,946,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0401,0401 JASMINE,MC,Maricopa,1367,493,757,5,3,2,1260,532,696,22,2,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,694,3,0,0,0
MC0402,0402 JASPER,MC,Maricopa,3529,1516,1175,16,22,13,2742,1628,1010,67,3,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1095,39,5,0,0,0,0,0,0,0,0,0
MC0403,0403 JENTILLY,MC,Maricopa,3141,1584,767,13,31,23,2418,1644,680,60,2,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,748,55,0,0,0,0,0,0,0,0,0,0
MC0404,0404 JOHN CABOT,MC,Maricopa,3735,1191,1838,21,17,12,3079,1308,1666,56,7,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1679,13,0,0,0
MC0405,0405 JOMAX,MC,Maricopa,27,2,21,0,0,0,23,2,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0
MC0406,0406 JOSHUA TREE,MC,Maricopa,5017,1924,2580,12,14,11,4541,2069,2344,63,8,4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,2495,3,0,0,0,0,0,0
MC0407,0407 JOY RANCH,MC,Maricopa,160,37,103,0,1,0,141,43,91,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,0,0,0,0
MC0408,0408 JOYCE,MC,Maricopa,1630,789,412,5,18,4,1228,810,368,31,5,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,388,32,1,0,0,0,0,0,0,0,0,0
MC0409,0409 JULIE,MC,Maricopa,4304,1439,1778,15,21,16,3269,1529,1591,84,7,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,1602,5,0,0,0
MC0410,0410 JUNE,MC,Maricopa,12,3,7,0,0,0,10,3,6,1,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0411,0411 JUNIPER,MC,Maricopa,1488,444,752,9,7,2,1214,470,685,40,2,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,661,4,0,0,0
MC0412,0412 JUPITER,MC,Maricopa,3824,1752,1327,11,28,11,3129,1890,1110,81,6,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1232,41,1,0,0,0,0,0,0,0,0,0
MC0413,0413 JUSTINE,MC,Maricopa,2828,1132,1358,9,12,10,2521,1220,1243,28,5,2496,0,0,0,0,0,0,0,1085,1341,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0414,0414 KACHINA,MC,Maricopa,3230,1646,1155,13,14,17,2845,1730,1031,41,4,2806,0,0,0,0,0,0,0,1585,1127,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0415,0415 KAIBAB,MC,Maricopa,753,309,378,2,2,1,692,330,341,10,1,682,0,0,0,0,0,0,0,295,371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0416,0416 KALER,MC,Maricopa,4669,1791,1484,21,22,6,3324,1867,1301,104,4,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,1311,11,0,0,0
MC0417,0417 KEIM,MC,Maricopa,3140,1182,821,7,11,7,2028,1270,675,74,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,707,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0418,0418 KENLY FARMS,MC,Maricopa,2953,1018,1453,8,13,5,2497,1100,1281,59,6,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,1362,2
MC0419,0419 KIMBERLY,MC,Maricopa,1699,528,837,7,9,3,1384,582,748,29,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,747,1,0,0,0
MC0420,0420 KINGS,MC,Maricopa,4488,1482,1733,23,28,6,3272,1593,1526,102,6,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1556,3,0,0,0
MC0421,0421 KIVA,MC,Maricopa,1184,418,631,3,10,3,1065,440,588,16,3,1047,0,0,0,0,0,0,0,397,631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0422,0422 KLEINMAN,MC,Maricopa,4698,1792,1176,27,33,14,3042,1876,1000,119,8,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,1074,107,5,0,0,0,0,0,0,0,0,0
MC0423,0423 KODIAK,MC,Maricopa,1344,472,734,1,5,1,1213,515,666,19,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,691,2,0,0,0
MC0424,0424 KOKOPELLI,MC,Maricopa,4970,2444,1500,22,31,15,4012,2532,1329,94,7,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,1392,79,3,0,0,0,0,0,0,0,0,0
MC0425,0425 KOMATKE,MC,Maricopa,898,313,69,1,0,0,383,302,56,20,0,378,0,0,0,0,0,0,0,0,0,0,300,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0426,0426 LA REATA,MC,Maricopa,2114,831,770,4,8,10,1623,897,666,41,4,1608,0,0,0,0,827,675,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0427,0427 LA SOLANA,MC,Maricopa,4297,1692,2257,13,6,13,3981,1796,2101,41,2,3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,2170,3,0,0,0
MC0428,0428 LAKE PLEASANT,MC,Maricopa,2647,766,1576,4,2,5,2353,854,1430,27,4,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1466,6,0,0,0
MC0429,0429 LAKEVIEW,MC,Maricopa,1409,554,706,4,3,3,1270,580,662,18,2,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,664,0,0,0,0
MC0430,0430 LAKEWOOD,MC,Maricopa,4119,1976,1506,22,24,12,3540,2076,1356,56,6,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1449,29,1,0,0,0,0,0,0,0,0,0
MC0431,0431 LAMAR,MC,Maricopa,1794,832,687,8,12,10,1549,887,592,37,4,1520,0,0,0,0,0,0,0,805,668,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0432,0432 LANE,MC,Maricopa,2905,1066,1593,12,11,13,2695,1127,1497,24,4,2652,0,0,0,0,0,0,0,994,1608,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0433,0433 LANTANA CANYON,MC,Maricopa,2931,1163,1287,12,25,12,2499,1285,1118,57,4,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1269,3,0,0,0,0,0,0
MC0434,0434 LAREDO,MC,Maricopa,3779,1553,1541,26,23,14,3157,1688,1343,70,4,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,1481,6,0,0,0,0,0,0
MC0435,0435 LARKSPUR,MC,Maricopa,1069,455,408,7,7,2,879,483,359,24,0,866,0,0,0,0,0,0,0,444,389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0436,0436 LAS BRISAS,MC,Maricopa,5395,1780,2817,24,27,11,4659,1961,2535,80,9,4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,2576,13,0,0,0
MC0437,0437 LAS COLINAS,MC,Maricopa,4849,1438,2355,36,14,16,3859,1545,2150,89,16,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,2257,6,0,0,0,0,0,0
MC0438,0438 LAS SENDAS,MC,Maricopa,3694,1310,1941,16,15,15,3297,1416,1806,31,7,3260,0,0,0,0,0,0,0,1209,1944,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0439,0439 LASSEN,MC,Maricopa,3741,1554,651,15,10,3,2233,1639,520,65,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,568,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0440,0440 LAUREL,MC,Maricopa,1733,665,861,6,4,3,1539,728,769,13,3,1513,0,0,0,0,0,0,0,626,863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0441,0441 LAVEEN,MC,Maricopa,3062,1380,533,5,25,6,1949,1457,438,38,2,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,455,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0442,0442 LAVEEN MEADOWS,MC,Maricopa,2734,1286,559,8,24,8,1885,1347,465,52,1,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,498,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0443,0443 LAYTON LAKES,MC,Maricopa,1286,520,536,7,4,7,1074,560,485,17,2,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,532,1,0,0,0,0,0,0
MC0444,0444 LEGACY,MC,Maricopa,2352,754,1180,9,7,4,1954,814,1071,35,2,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,1130,2,0,0,0,0,0,0
MC0445,0445 LEHI,MC,Maricopa,2405,522,1472,6,9,7,2016,570,1374,44,3,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,1445,27,1,0,0,0,0,0,0,0,0,0
MC0446,0446 LEISURE WORLD,MC,Maricopa,2443,957,1287,10,5,3,2262,995,1209,38,3,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,1288,17,0,0,0,0,0,0,0,0,0,0
MC0447,0447 LEWIS,MC,Maricopa,1391,575,205,1,7,1,789,606,148,22,1,777,0,0,0,0,0,0,0,0,0,0,0,0,0,555,162,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0448,0448 LIBBY,MC,Maricopa,2246,708,1062,10,6,13,1799,770,941,46,6,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,937,6,0,0,0
