County,Precinct,JoinField,Registered Voters,Harris,Trump,Total
Richland,Fairwold,Richland: Fairwold,879,467,23,494
Richland,Friarsgate 1,Richland: Friarsgate 1,1901,701,553,1280
Richland,Friarsgate 2,Richland: Friarsgate 2,1614,578,489,1084
Richland,Gadsden,Richland: Gadsden,1401,826,78,919
Richland,Garners,Richland: Garners,989,361,245,618
Richland,Greenview,Richland: Greenview,1684,939,41,989
Richland,Gregg Park,Richland: Gregg Park,2274,755,472,1243
Richland,Hampton,Richland: Hampton,1904,718,314,1068
Richland,Harbison 1,Richland: Harbison 1,2477,985,366,1377
Richland,Harbison 2,Richland: Harbison 2,1531,686,284,981
Richland,Hopkins 1,Richland: Hopkins 1,1502,770,131,919
Richland,Hopkins 2,Richland: Hopkins 2,1863,1045,187,1252
Richland,Horrell Hill,Richland: Horrell Hill,2533,873,711,1604
Richland,Hunting Creek,Richland: Hunting Creek,603,260,171,438
Richland,Keels 1,Richland: Keels 1,2204,1021,131,1169
Richland,Keels 2,Richland: Keels 2,1817,758,82,854
Richland,Keenan,Richland: Keenan,1894,854,315,1192
Richland,Kelly Mill,Richland: Kelly Mill,2874,1268,698,1997
Richland,Killian,Richland: Killian,3626,1827,495,2364
Richland,Kingswood,Richland: Kingswood,3077,1443,236,1720
Richland,Lake Carolina,Richland: Lake Carolina,4045,1762,907,2716
Richland,Lincolnshire,Richland: Lincolnshire,2121,1001,49,1069
Richland,Longcreek,Richland: Longcreek,6490,3014,1737,4823
Richland,Longleaf,Richland: Longleaf,1930,1033,144,1186
Richland,Lykesland,Richland: Lykesland,2013,1025,337,1382
Richland,Mallet Hill,Richland: Mallet Hill,2896,1205,511,1748
Richland,Mcentire,Richland: Mcentire,874,375,220,601
Richland,Meadowfield,Richland: Meadowfield,1878,669,601,1295
Richland,Meadowlake,Richland: Meadowlake,2192,1076,66,1167
Richland,Midway,Richland: Midway,2967,1266,207,1514
Richland,Mill Creek,Richland: Mill Creek,1541,739,203,953
Richland,Monticello,Richland: Monticello,1884,715,510,1247
Richland,North Forest Acres,Richland: North Forest Acres,1482,554,372,945
Richland,North Springs 1,Richland: North Springs 1,1527,699,351,1068
Richland,North Springs 2,Richland: North Springs 2,3250,1388,658,2087
Richland,North Springs 3,Richland: North Springs 3,2228,1190,258,1474
Richland,Oak Pointe 1,Richland: Oak Pointe 1,1464,558,481,1055
Richland,Oak Pointe 2,Richland: Oak Pointe 2,815,285,292,588
Richland,Oak Pointe 3,Richland: Oak Pointe 3,1198,457,343,812
Richland,Oakwood,Richland: Oakwood,1057,402,330,751
Richland,Old Friarsgate,Richland: Old Friarsgate,1411,573,386,971
Richland,Olympia,Richland: Olympia,2461,615,275,906
Richland,Parkridge 1,Richland: Parkridge 1,1129,391,295,694
Richland,Parkridge 2,Richland: Parkridge 2,1090,312,187,507
Richland,Parkway 1,Richland: Parkway 1,2444,1240,275,1541
Richland,Parkway 2,Richland: Parkway 2,2505,1261,348,1639
Richland,Parkway 3,Richland: Parkway 3,2000,1212,133,1362
Richland,Pennington 1,Richland: Pennington 1,1082,286,546,848
Richland,Pennington 2,Richland: Pennington 2,1600,623,528,1171
Richland,Pine Grove,Richland: Pine Grove,1729,747,118,878
Richland,Pine Lakes 1,Richland: Pine Lakes 1,1416,810,84,906
Richland,Pine Lakes 2,Richland: Pine Lakes 2,2003,1044,133,1201
Richland,Pinewood,Richland: Pinewood,2276,1227,223,1476
Richland,Polo Road,Richland: Polo Road,2826,1248,358,1644
Richland,Pontiac 1,Richland: Pontiac 1,4198,1829,924,2806
Richland,Pontiac 2,Richland: Pontiac 2,4270,2241,1020,3318
Richland,Rice Creek 1,Richland: Rice Creek 1,2041,1048,173,1239
Richland,Rice Creek 2,Richland: Rice Creek 2,3229,1617,402,2056
Richland,Ridge View 1,Richland: Ridge View 1,2980,1541,419,2000
Richland,Ridge View 2,Richland: Ridge View 2,3596,1709,477,2225
Richland,Ridgewood,Richland: Ridgewood,681,347,17,379
Richland,Riverside,Richland: Riverside,1421,438,132,588
Richland,Riversprings 1,Richland: Riversprings 1,1232,337,569,917
Richland,Riversprings 2,Richland: Riversprings 2,1577,601,476,1096
Richland,Riversprings 3,Richland: Riversprings 3,1711,562,671,1251
Richland,Riverwalk,Richland: Riverwalk,2994,1305,771,2116
Richland,Round Top,Richland: Round Top,761,334,186,530
Richland,Sandlapper,Richland: Sandlapper,3312,1801,389,2219
Richland,Satchelford,Richland: Satchelford,1492,491,581,1088
Richland,Skyland,Richland: Skyland,1271,412,123,551
Richland,South Beltline,Richland: South Beltline,1695,577,250,843
Richland,South Forest Acres,Richland: South Forest Acres,1703,562,630,1218
Richland,Spring Hill,Richland: Spring Hill,3184,564,2010,2615
Richland,Spring Valley,Richland: Spring Valley,3054,1345,698,2076
Richland,Spring Valley West,Richland: Spring Valley West,2978,1412,376,1825
Richland,Springville 1,Richland: Springville 1,2347,486,1220,1732
Richland,Springville 2,Richland: Springville 2,2124,418,1178,1613
Richland,St. Andrews,Richland: St. Andrews,1311,542,184,738
Richland,Trenholm Road,Richland: Trenholm Road,1175,381,393,789
Richland,Trinity,Richland: Trinity,1834,770,340,1125
Richland,Valhalla,Richland: Valhalla,2423,840,646,1517
Richland,Valley State Park,Richland: Valley State Park,3850,1995,309,2341
Richland,Walden,Richland: Walden,1381,459,103,571
Richland,Ward 1,Richland: Ward 1,1554,495,207,729
Richland,Ward 10,Richland: Ward 10,1599,674,337,1037
Richland,Ward 11,Richland: Ward 11,1503,574,205,797
Richland,Ward 12,Richland: Ward 12,1634,710,341,1077
Richland,Ward 13,Richland: Ward 13,2219,1038,468,1534
Richland,Ward 14,Richland: Ward 14,1727,804,411,1242
Richland,Ward 15,Richland: Ward 15,1109,463,342,829
Richland,Ward 16,Richland: Ward 16,1408,485,624,1122
Richland,Ward 17,Richland: Ward 17,1749,673,630,1333
Richland,Ward 18,Richland: Ward 18,1321,523,120,667
Richland,Ward 19,Richland: Ward 19,1376,504,33,547
Richland,Ward 2,Richland: Ward 2,1287,251,71,330
Richland,Ward 20,Richland: Ward 20,1885,869,201,1106
Richland,Ward 21,Richland: Ward 21,1691,761,58,834
Richland,Ward 22,Richland: Ward 22,1558,723,53,798
Richland,Ward 23,Richland: Ward 23,1130,467,247,732
Richland,Ward 24,Richland: Ward 24,1099,382,456,850
Richland,Ward 25,Richland: Ward 25,1673,435,835,1298
Richland,Ward 26,Richland: Ward 26,1842,520,293,831
Richland,Ward 29,Richland: Ward 29,1425,643,66,721
Richland,Ward 3,Richland: Ward 3,1688,686,231,943
Richland,Ward 30,Richland: Ward 30,1582,472,223,708
Richland,Ward 31,Richland: Ward 31,1063,438,30,476
Richland,Ward 32,Richland: Ward 32,984,444,24,477
Richland,Ward 33,Richland: Ward 33,1037,388,113,514
Richland,Ward 34,Richland: Ward 34,1277,488,316,813
Richland,Ward 4,Richland: Ward 4,1776,864,306,1194
Richland,Ward 5,Richland: Ward 5,1578,307,230,550
Richland,Ward 6,Richland: Ward 6,1429,628,321,971
Richland,Ward 7,Richland: Ward 7,1238,457,20,491
Richland,Ward 8,Richland: Ward 8,1644,116,4,123
Richland,Ward 9,Richland: Ward 9,1105,358,20,391
Richland,Webber,Richland: Webber,1196,510,244,764
Richland,Westminster,Richland: Westminster,1947,609,128,747
Richland,Whitewell,Richland: Whitewell,1872,583,96,703
Richland,Wildewood,Richland: Wildewood,3265,1181,927,2142
Richland,Woodfield,Richland: Woodfield,2736,1098,342,1464
Richland,Woodlands,Richland: Woodlands,2320,919,892,1847
Saluda,Centennial,Saluda: Centennial,0,56,312,374
Saluda,Fruit Hill,Saluda: Fruit Hill,0,348,463,823
Saluda,Higgins/Zoar,Saluda: Higgins/Zoar,0,159,261,423
Saluda,Holly,Saluda: Holly,0,147,1048,1204
Saluda,Hollywood,Saluda: Hollywood,0,108,928,1053
Saluda,Holstons,Saluda: Holstons,0,221,462,687
Saluda,Pleasant Grove,Saluda: Pleasant Grove,0,120,637,773
Saluda,Richland,Saluda: Richland,0,66,369,441
Saluda,Ridge Spring/Monetta,Saluda: Ridge Spring/Monetta,0,259,271,533
Saluda,Saluda No. 1,Saluda: Saluda No 1,0,406,326,744
Saluda,Saluda No. 2,Saluda: Saluda No 2,0,284,414,710
Saluda,Sardis,Saluda: Sardis,0,106,709,822
Saluda,Ward,Saluda: Ward,0,174,251,426
Spartanburg,Abner Creek Baptist,Spartanburg: Abner Creek Baptist,3051,718,1717,2461
Spartanburg,Airport,Spartanburg: Airport,720,246,229,484
Spartanburg,Anderson Mill Baptist,Spartanburg: Anderson Mill Baptist,1961,547,1017,1586
Spartanburg,Anderson Mill Elementary,Spartanburg: Anderson Mill Elementary,2430,870,859,1761
Spartanburg,Apalache Baptist,Spartanburg: Apalache Baptist,3168,687,1723,2446
Spartanburg,Arcadia Elementary,Spartanburg: Arcadia Elementary,959,258,270,535
Spartanburg,Beacon,Spartanburg: Beacon,992,449,117,573
Spartanburg,Beech Springs Intermediate,Spartanburg: Beech Springs Intermediate,2007,453,974,1444
Spartanburg,Ben Avon Methodist,Spartanburg: Ben Avon Methodist,1366,367,726,1114
Spartanburg,Bethany Wesleyan,Spartanburg: Bethany Wesleyan,1495,292,966,1266
Spartanburg,Blackstock,Spartanburg: Blackstock,2856,853,1175,2055
Spartanburg,Boiling Springs 9Th Grade,Spartanburg: Boiling Springs 9Th Grade,2409,598,1126,1747
Spartanburg,Boiling Springs Elementary,Spartanburg: Boiling Springs Elementary,2386,529,1184,1733
Spartanburg,Boiling Springs High School,Spartanburg: Boiling Springs High School,2050,429,1144,1586
Spartanburg,Boling Springs Jr. High,Spartanburg: Boling Springs Jr. High,2273,447,1259,1722
Spartanburg,Broome High School,Spartanburg: Broome High School,809,185,425,616
Spartanburg,C.C. Woodson Recreation,Spartanburg: C.C. Woodson Recreation,1247,661,86,752
Spartanburg,Canaan,Spartanburg: Canaan,1236,295,612,915
Spartanburg,Cannons Elementary,Spartanburg: Cannons Elementary,1545,436,726,1171
Spartanburg,Carlisle Fosters Grove,Spartanburg: Carlisle Fosters Grove,2772,423,1804,2244
Spartanburg,Carlisle Wesleyan,Spartanburg: Carlisle Wesleyan,1605,228,1097,1339
Spartanburg,Cavins Hobbysville,Spartanburg: Cavins Hobbysville,1067,112,742,860
Spartanburg,Chapman High School,Spartanburg: Chapman High School,1818,388,900,1316
Spartanburg,Cherokee Springs Fire Station,Spartanburg: Cherokee Springs Fire Station,1785,265,1053,1341
Spartanburg,Chesnee Elementary,Spartanburg: Chesnee Elementary,2938,474,1619,2106
Spartanburg,Chestnut Lake,Spartanburg: Chestnut Lake,2004,493,946,1453
Spartanburg,Clifton Glendale,Spartanburg: Clifton Glendale,1383,197,880,1086
Spartanburg,Converse,Spartanburg: Converse,695,221,219,449
Spartanburg,Converse Fire Station,Spartanburg: Converse Fire Station,1095,231,569,808
Spartanburg,Cooley Springs Baptist,Spartanburg: Cooley Springs Baptist,2681,351,1683,2063
Spartanburg,Cornerstone Baptist,Spartanburg: Cornerstone Baptist,1430,655,363,1041
Spartanburg,Cowpens,Spartanburg: Cowpens,1626,226,967,1208
Spartanburg,Croft Baptist,Spartanburg: Croft Baptist,1112,367,363,737
Spartanburg,Cross Anchor Fire Station,Spartanburg: Cross Anchor Fire Station,768,110,503,617
Spartanburg,Cudd Memorial,Spartanburg: Cudd Memorial,1343,382,477,866
Spartanburg,D. R. Hill Middle School,Spartanburg: D. R. Hill Middle School,2795,507,1567,2097
Spartanburg,Daniel Morgan Technology Center,Spartanburg: Daniel Morgan Technology Center,1240,372,628,1013
Spartanburg,Drayton,Spartanburg: Drayton,1363,444,424,877
Spartanburg,Duncan United Methodist,Spartanburg: Duncan United Methodist,1593,448,656,1114
Spartanburg,E.P. Todd Elementary,Spartanburg: E.P. Todd Elementary,2581,930,884,1832
Spartanburg,Eastside Baptist,Spartanburg: Eastside Baptist,1405,514,647,1174
Spartanburg,Enoree First Baptist,Spartanburg: Enoree First Baptist,1317,162,853,1027
Spartanburg,Enoree River,Spartanburg: Enoree River,1582,214,1102,1324
Spartanburg,Fairforest Elementary,Spartanburg: Fairforest Elementary,1601,296,899,1206
Spartanburg,Fairgrounds,Spartanburg: Fairgrounds,1567,608,145,766
Spartanburg,Gable Middle School,Spartanburg: Gable Middle School,3276,743,1898,2672
Spartanburg,Gramling Methodist,Spartanburg: Gramling Methodist,1629,189,1149,1351
Spartanburg,Greater St. James,Spartanburg: Greater St. James,2570,492,1322,1831
Spartanburg,Hanging Rock,Spartanburg: Hanging Rock,1933,492,1065,1575
Spartanburg,Hayne,Spartanburg: Hayne,1299,309,347,668
Spartanburg,Hearon Circle,Spartanburg: Hearon Circle,1387,490,289,786
Spartanburg,Hendrix Elementary,Spartanburg: Hendrix Elementary,2415,671,1033,1731
Spartanburg,Holly Springs Baptist,Spartanburg: Holly Springs Baptist,1593,154,1126,1290
Spartanburg,Holly Springs Motlow,Spartanburg: Holly Springs Motlow,2373,261,1605,1880
Spartanburg,Holy Communion,Spartanburg: Holy Communion,2176,790,500,1305
Spartanburg,Hope,Spartanburg: Hope,1108,358,418,787
Spartanburg,Inman,Spartanburg: Inman,1824,432,1019,1471
Spartanburg,Jesse Bobo Elementary,Spartanburg: Jesse Bobo Elementary,1662,671,286,975
Spartanburg,Jesse Boyd Elementary,Spartanburg: Jesse Boyd Elementary,1446,496,389,897
Spartanburg,Lake Bowen Baptist,Spartanburg: Lake Bowen Baptist,2230,351,1459,1828
Spartanburg,Lake Cooley,Spartanburg: Lake Cooley,1552,267,991,1267
Spartanburg,Landrum,Spartanburg: Landrum,1542,276,932,1227
Spartanburg,Landrum High School,Spartanburg: Landrum High School,2775,397,1809,2220
Spartanburg,Landrum United Methodist,Spartanburg: Landrum United Methodist,1612,306,964,1277
Spartanburg,Lyman,Spartanburg: Lyman,4673,1025,2515,3596
Spartanburg,Lyman Elementary,Spartanburg: Lyman Elementary,2309,349,1424,1787
Spartanburg,Mayo Elementary,Spartanburg: Mayo Elementary,1943,171,1289,1466
Spartanburg,Mccracken Middle School,Spartanburg: Mccracken Middle School,2167,762,857,1656
Spartanburg,Middle Tyger,Spartanburg: Middle Tyger,1600,462,740,1223
Spartanburg,Moore Duncan,Spartanburg: Moore Duncan,1564,486,769,1269
Spartanburg,Morningside Baptist,Spartanburg: Morningside Baptist,1891,545,893,1451
Spartanburg,Motlow Creek Baptist,Spartanburg: Motlow Creek Baptist,1175,119,892,1019
Spartanburg,Mt. Calvary Presbyterian,Spartanburg: Mt. Calvary Presbyterian,2832,293,2051,2362
Spartanburg,Mt. Moriah Baptist,Spartanburg: Mt. Moriah Baptist,1543,690,202,908
Spartanburg,New Prospect,Spartanburg: New Prospect,2166,278,1548,1844
Spartanburg,Oakland Elementary,Spartanburg: Oakland Elementary,2090,320,1265,1598
Spartanburg,Old Bridge,Spartanburg: Old Bridge,845,373,41,424
Spartanburg,Pacolet Elementary,Spartanburg: Pacolet Elementary,2166,371,1223,1611
Spartanburg,Palmetto,Spartanburg: Palmetto,1108,222,581,809
Spartanburg,Pauline Glenn Springs Elementary,Spartanburg: Pauline Glenn Springs Elementary,1061,119,759,888
Spartanburg,Peach Blossom,Spartanburg: Peach Blossom,1876,510,806,1327
Spartanburg,Pelham Fire Station,Spartanburg: Pelham Fire Station,2799,806,1406,2264
Spartanburg,Poplar Springs Fire Station,Spartanburg: Poplar Springs Fire Station,2698,668,1476,2181
Spartanburg,Powell Saxon Una,Spartanburg: Powell Saxon Una,1523,528,260,801
Spartanburg,R.D. Anderson Vocational,Spartanburg: R.D. Anderson Vocational,1657,246,1128,1389
Spartanburg,Rainbow,Spartanburg: Rainbow,2394,337,1554,1906
Spartanburg,Reidville Elementary,Spartanburg: Reidville Elementary,2587,642,1544,2208
Spartanburg,Reidville Fire Station,Spartanburg: Reidville Fire Station,2117,544,1027,1586
Spartanburg,River Ridge Elementary,Spartanburg: River Ridge Elementary,1372,335,755,1109
Spartanburg,Roebuck Bethlehem,Spartanburg: Roebuck Bethlehem,1912,650,775,1439
Spartanburg,Roebuck Elementary,Spartanburg: Roebuck Elementary,2758,1007,1050,2087
Spartanburg,Shoally,Spartanburg: Shoally,1952,548,964,1525
Spartanburg,Silverhill Memorial Umc,Spartanburg: Silverhill Memorial Umc,1439,626,227,868
Spartanburg,Southport,Spartanburg: Southport,886,252,401,663
Spartanburg,Spartangreen,Spartanburg: Spartangreen,1875,516,766,1296
Spartanburg,St. John'S Lutheran,Spartanburg: St. John's Lutheran,1412,439,676,1136
Spartanburg,Startex Fire Station,Spartanburg: Startex Fire Station,904,286,313,606
Spartanburg,Swofford Career Center,Spartanburg: Swofford Career Center,1479,202,888,1095
Spartanburg,Travelers Rest Baptist,Spartanburg: Travelers Rest Baptist,1829,551,809,1387
Spartanburg,Trinity Methodist,Spartanburg: Trinity Methodist,1590,658,634,1320
Spartanburg,Trinity Presbyterian,Spartanburg: Trinity Presbyterian,2467,641,948,1608
Spartanburg,Two Mile Creek,Spartanburg: Two Mile Creek,2955,699,1482,2202
Spartanburg,Tyger River,Spartanburg: Tyger River,2092,508,1237,1766
Spartanburg,Valley Falls,Spartanburg: Valley Falls,3011,771,1614,2417
Spartanburg,Victor Mill Methodist,Spartanburg: Victor Mill Methodist,1888,475,765,1253
Spartanburg,Wade Hampton,Spartanburg: Wade Hampton,1104,444,176,642
Spartanburg,Wellford Fire Station,Spartanburg: Wellford Fire Station,2936,804,1287,2116
Spartanburg,West View Elementary,Spartanburg: West View Elementary,1721,580,1105,1709
Spartanburg,Whitlock Jr. High,Spartanburg: Whitlock Jr. High,1077,207,428,644
Spartanburg,Willow Creek,Spartanburg: Willow Creek,1539,287,961,1263
Spartanburg,Woodland Heights Recreation Center,Spartanburg: Woodland Heights Recreation Center,1816,670,495,1183
Spartanburg,Woodruff Leisure Center,Spartanburg: Woodruff Leisure Center,1502,273,780,1063
Sumter,Bates,Sumter: Bates,834,338,9,354
Sumter,Birnie,Sumter: Birnie,802,471,53,531
Sumter,Bunrs-Downs,Sumter: Bunrs-Downs,763,227,375,608
Sumter,Causeway Branch 1,Sumter: Causeway Branch 1,1351,458,649,1123
Sumter,Causeway Branch 2,Sumter: Causeway Branch 2,922,315,426,745
Sumter,Cherryvale,Sumter: Cherryvale,542,193,124,323
Sumter,Crosswell,Sumter: Crosswell,1113,540,161,715
Sumter,Dalzell 1,Sumter: Dalzell 1,1465,499,582,1092
Sumter,Dalzell 2,Sumter: Dalzell 2,1030,390,355,752
Sumter,Delaine,Sumter: Delaine,1228,664,214,886
Sumter,Ebenezer 1,Sumter: Ebenezer 1,1211,483,410,907
Sumter,Ebenezer 2,Sumter: Ebenezer 2,1520,589,509,1113
Sumter,Folsom Park,Sumter: Folsom Park,1309,552,135,700
Sumter,Furman,Sumter: Furman,1373,256,788,1052
Sumter,Green Swamp,Sumter: Green Swamp,2425,924,817,1761
Sumter,Green Swamp 2,Sumter: Green Swamp 2,916,190,575,770
Sumter,Hampton Park,Sumter: Hampton Park,686,230,263,503
Sumter,Hillcrest,Sumter: Hillcrest,895,375,288,673
Sumter,Horatio,Sumter: Horatio,448,263,83,350
Sumter,Lemira,Sumter: Lemira,1055,527,115,652
Sumter,Loring,Sumter: Loring,782,319,81,404
Sumter,Magnolia-Harmony,Sumter: Magnolia-Harmony,693,293,69,367
Sumter,Manchester Forest,Sumter: Manchester Forest,1314,438,559,1008
Sumter,Mayesville,Sumter: Mayesville,466,244,89,340
Sumter,Mayewood,Sumter: Mayewood,1215,341,644,991
Sumter,Mccrays Mill 1,Sumter: Mccrays Mill 1,1489,561,589,1159
Sumter,Mccrays Mill 2,Sumter: Mccrays Mill 2,1649,607,787,1407
Sumter,Millwood,Sumter: Millwood,593,231,209,451
Sumter,Morris College,Sumter: Morris College,737,397,71,481
Sumter,Mulberry,Sumter: Mulberry,852,385,176,569
Sumter,Oakland Plantation 1,Sumter: Oakland Plantation 1,1110,408,449,868
Sumter,Oakland Plantation 2,Sumter: Oakland Plantation 2,901,284,402,695
Sumter,Oswego,Sumter: Oswego,1076,321,537,863
Sumter,Palmetto Park,Sumter: Palmetto Park,1205,456,381,846
Sumter,Pinewood,Sumter: Pinewood,1494,490,623,1120
Sumter,Pocotaligo 1,Sumter: Pocotaligo 1,1776,509,843,1366
Sumter,Pocotaligo 2,Sumter: Pocotaligo 2,1196,377,430,813
Sumter,Privateer,Sumter: Privateer,1865,517,870,1403
Sumter,Rembert,Sumter: Rembert,1586,960,232,1206
Sumter,Salem,Sumter: Salem,298,179,45,226
Sumter,Salterstown,Sumter: Salterstown,821,247,360,617
Sumter,Savage-Glover,Sumter: Savage-Glover,411,252,10,266
Sumter,Second Mill,Sumter: Second Mill,1531,301,973,1284
Sumter,Shaw,Sumter: Shaw,288,49,73,122
Sumter,South Liberty,Sumter: South Liberty,531,257,67,326
Sumter,South Red Bay,Sumter: South Red Bay,666,391,36,433
Sumter,Spectrum,Sumter: Spectrum,927,476,185,668
Sumter,St. Paul,Sumter: St. Paul,1620,679,484,1180
Sumter,St.John,Sumter: St.John,1000,410,380,794
Sumter,Stone Hill,Sumter: Stone Hill,437,249,9,264
Sumter,Sumter High 1,Sumter: Sumter High 1,572,180,262,448
Sumter,Sumter High 2,Sumter: Sumter High 2,1226,463,501,977
Sumter,Sunset,Sumter: Sunset,1318,527,530,1072
Sumter,Swan Lake,Sumter: Swan Lake,1011,341,458,813
Sumter,Thomas Sumter,Sumter: Thomas Sumter,1067,542,217,770
Sumter,Turkey Creek,Sumter: Turkey Creek,1062,381,407,796
Sumter,Wilder,Sumter: Wilder,755,441,52,498
Sumter,Wilson Hall,Sumter: Wilson Hall,1841,425,1175,1616
Union,Adamsburg,Union: Adamsburg,642,64,469,535
Union,Black Rock,Union: Black Rock,351,136,133,272
Union,Bonham,Union: Bonham,835,206,459,672
Union,Buffalo Box 1,Union: Buffalo Box 1,1031,195,557,760
Union,Carlisle,Union: Carlisle,437,258,52,313
Union,Cross Keys,Union: Cross Keys,795,158,485,644
Union,Excelsior,Union: Excelsior,1292,331,632,975
Union,Jonesville Box 1,Union: Jonesville Box 1,933,167,569,740
Union,Jonesville Box 2,Union: Jonesville Box 2,1046,232,571,810
Union,Kelton,Union: Kelton,880,199,503,708
Union,Lockhart,Union: Lockhart,561,79,361,445
Union,Monarch,Union: Monarch,1360,206,796,1010
Union,Putnam,Union: Putnam,666,58,498,558
Union,Santuck,Union: Santuck,671,267,272,543
Union,Union Ward 1 Box 1,Union: Union Ward 1 Box 1,638,191,280,476
Union,Union Ward 1 Box 2,Union: Union Ward 1 Box 2,941,395,266,670
Union,Union Ward 2,Union: Union Ward 2,864,327,286,619
Union,Union Ward 3,Union: Union Ward 3,618,202,166,372
Union,Union Ward 4 Box 1,Union: Union Ward 4 Box 1,824,206,428,636
Union,Union Ward 4 Box 2,Union: Union Ward 4 Box 2,298,104,68,173
Union,West Springs,Union: West Springs,292,59,200,262
Williamsburg,Black River,Williamsburg: Black River,301,127,117,245
Williamsburg,Bloomingvale,Williamsburg: Bloomingvale,692,291,235,531
Williamsburg,Cades,Williamsburg: Cades,421,189,100,289
Williamsburg,Cedar Swamp,Williamsburg: Cedar Swamp,293,113,108,222
Williamsburg,Central,Williamsburg: Central,747,336,225,573
Williamsburg,Earles,Williamsburg: Earles,603,92,396,490
Williamsburg,Greeleyville,Williamsburg: Greeleyville,1138,636,181,829
Williamsburg,Harmony,Williamsburg: Harmony,258,52,165,218
Williamsburg,Hebron,Williamsburg: Hebron,393,42,290,333
Williamsburg,Hemingway,Williamsburg: Hemingway,1280,569,376,955
Williamsburg,Henry-Poplar Hill,Williamsburg: Henry-Poplar Hill,462,157,188,351
Williamsburg,Indiantown,Williamsburg: Indiantown,1127,669,173,852
Williamsburg,Kingstree No.1,Williamsburg: Kingstree No1,2589,949,931,1905
Williamsburg,Kingstree No.2,Williamsburg: Kingstree No2,773,412,21,444
Williamsburg,Kingstree No.3,Williamsburg: Kingstree No3,1848,1113,134,1267
Williamsburg,Kingstree No.4,Williamsburg: Kingstree No4,1075,552,200,758
Williamsburg,Lane,Williamsburg: Lane,688,450,63,520
Williamsburg,Morrisville,Williamsburg: Morrisville,181,125,10,136
Williamsburg,Mount Vernon,Williamsburg: Mount Vernon,325,138,103,243
Williamsburg,Muddy Creek,Williamsburg: Muddy Creek,730,171,413,585
Williamsburg,Nesmith,Williamsburg: Nesmith,434,272,64,344
Williamsburg,Pergamos,Williamsburg: Pergamos,191,58,106,166
Williamsburg,Piney Forest,Williamsburg: Piney Forest,333,9,284,294
Williamsburg,Salters,Williamsburg: Salters,880,496,134,643
Williamsburg,Sandy Bay,Williamsburg: Sandy Bay,310,54,189,243
Williamsburg,Singletary,Williamsburg: Singletary,241,131,49,181
Williamsburg,Suttons,Williamsburg: Suttons,226,44,146,190
Williamsburg,Trio,Williamsburg: Trio,713,384,121,518
York,Adnah,York: Adnah,802,181,485,672
York,Airport,York: Airport,1553,499,726,1236
York,Allison Creek,York: Allison Creek,1339,324,808,1148
York,Anderson Road,York: Anderson Road,1419,564,355,940
York,Baxter,York: Baxter,1331,504,520,1047
York,Bethany,York: Bethany,2097,281,1500,1798
York,Bethel,York: Bethel,1660,466,870,1353
York,Bethel School,York: Bethel School,1259,257,768,1039
York,Bowling Green,York: Bowling Green,1514,211,977,1200
York,Bullocks Creek,York: Bullocks Creek,449,52,321,378
York,Cannon Mill,York: Cannon Mill,1544,320,839,1176
York,Carolina,York: Carolina,1868,563,766,1354
York,Catawba,York: Catawba,2698,533,1562,2112
York,Celanese,York: Celanese,3203,1133,939,2106
York,Clover,York: Clover,2035,460,1178,1658
York,Cotton Belt,York: Cotton Belt,1908,294,1298,1615
York,Crescent,York: Crescent,2014,722,995,1750
York,Delphia,York: Delphia,1963,325,1235,1574
York,Dobys Bridge,York: Dobys Bridge,3242,942,1807,2805
York,Ebenezer,York: Ebenezer,1088,338,625,972
York,Ebinport,York: Ebinport,2741,934,1086,2052
York,Edgewood,York: Edgewood,2601,1605,344,1980
York,Fairgrounds,York: Fairgrounds,1648,793,250,1063
York,Ferry Branch,York: Ferry Branch,1154,219,713,938
York,Fewell Park,York: Fewell Park,1225,434,545,998
York,Field Day,York: Field Day,1982,702,945,1660
York,Filbert,York: Filbert,2141,321,1426,1764
York,Fort Mill No. 1,York: Fort Mill No 1,3132,952,1535,2532
York,Fort Mill No. 2,York: Fort Mill No 2,5276,1720,2609,4412
York,Fort Mill No. 3,York: Fort Mill No 3,2376,873,979,1885
York,Fort Mill No. 4,York: Fort Mill No 4,1500,538,530,1086
York,Fort Mill No. 5,York: Fort Mill No 5,3397,1137,1460,2630
York,Fort Mill No. 6,York: Fort Mill No 6,1605,568,729,1327
York,Friendship,York: Friendship,754,193,390,594
York,Gold Hill,York: Gold Hill,3196,1084,1397,2536
York,Hampton Mill,York: Hampton Mill,1487,314,852,1178
York,Hands Mill,York: Hands Mill,1606,439,901,1358
York,Harvest,York: Harvest,1171,363,546,917
York,Hickory Grove,York: Hickory Grove,1097,165,717,890
York,Highland Park,York: Highland Park,1125,467,343,817
York,Hollis Lakes,York: Hollis Lakes,2011,694,694,1416
York,Hopewell,York: Hopewell,1243,354,554,926
York,Independence,York: Independence,941,182,581,769
York,India Hook,York: India Hook,1580,518,766,1307
York,Kanawha,York: Kanawha,3023,1007,1474,2523
York,Lakeshore,York: Lakeshore,2389,672,1225,1924
York,Lakewood,York: Lakewood,1717,487,909,1415
York,Larne,York: Larne,1520,428,736,1182
York,Laurel Creek,York: Laurel Creek,1454,356,871,1240
York,Lesslie,York: Lesslie,1455,298,908,1218
York,Manchester,York: Manchester,1285,482,544,1048
York,Mcconnells,York: Mcconnells,1609,295,1015,1325
York,Mill Creek,York: Mill Creek,1205,248,686,943
