County,Precinct,JoinField,Trump,Harris,Total
WASHINGTON,SC04,WASHINGTON: SC04,559,180,782
WASHINGTON,SC05,WASHINGTON: SC05,589,210,840
WASHINGTON,SC06,WASHINGTON: SC06,0,0,0
WASHINGTON,SPR01,WASHINGTON: SPR01,137,195,341
WASHINGTON,STG01,WASHINGTON: STG01,562,266,866
WASHINGTON,STG02,WASHINGTON: STG02,519,170,713
WASHINGTON,STG03,WASHINGTON: STG03,547,199,780
WASHINGTON,STG04,WASHINGTON: STG04,526,223,774
WASHINGTON,STG05,WASHINGTON: STG05,554,232,822
WASHINGTON,STG06,WASHINGTON: STG06,473,198,697
WASHINGTON,STG07,WASHINGTON: STG07,782,179,1002
WASHINGTON,STG08,WASHINGTON: STG08,617,189,834
WASHINGTON,STG09,WASHINGTON: STG09,731,150,923
WASHINGTON,STG10,WASHINGTON: STG10,666,161,865
WASHINGTON,STG11,WASHINGTON: STG11,618,215,864
WASHINGTON,STG12,WASHINGTON: STG12,655,165,849
WASHINGTON,STG13,WASHINGTON: STG13,735,185,965
WASHINGTON,STG14,WASHINGTON: STG14,782,139,949
WASHINGTON,STG15,WASHINGTON: STG15,794,201,1031
WASHINGTON,STG16,WASHINGTON: STG16,721,243,1005
WASHINGTON,STG17,WASHINGTON: STG17,457,171,651
WASHINGTON,STG18,WASHINGTON: STG18,569,167,774
WASHINGTON,STG19,WASHINGTON: STG19,762,168,975
WASHINGTON,STG20,WASHINGTON: STG20,683,79,792
WASHINGTON,STG21,WASHINGTON: STG21,782,146,968
WASHINGTON,STG22,WASHINGTON: STG22,725,147,894
WASHINGTON,STG23,WASHINGTON: STG23,633,137,802
WASHINGTON,STG24,WASHINGTON: STG24,649,137,804
WASHINGTON,STG25,WASHINGTON: STG25,882,185,1124
WASHINGTON,STG26,WASHINGTON: STG26,735,139,902
WASHINGTON,STG27,WASHINGTON: STG27,540,280,847
WASHINGTON,STG28,WASHINGTON: STG28,780,320,1128
WASHINGTON,STG29,WASHINGTON: STG29,463,274,752
WASHINGTON,STG30,WASHINGTON: STG30,550,305,878
WASHINGTON,STG31,WASHINGTON: STG31,442,124,591
WASHINGTON,STG32,WASHINGTON: STG32,475,155,658
WASHINGTON,STG33,WASHINGTON: STG33,606,130,761
WASHINGTON,STG34,WASHINGTON: STG34,653,258,945
WASHINGTON,STG35,WASHINGTON: STG35,606,168,804
WASHINGTON,STG36,WASHINGTON: STG36,483,149,655
WASHINGTON,STG37,WASHINGTON: STG37,547,166,741
WASHINGTON,STG38,WASHINGTON: STG38,432,178,641
WASHINGTON,STG39,WASHINGTON: STG39,367,195,593
WASHINGTON,STG40,WASHINGTON: STG40,525,175,719
WASHINGTON,STG41,WASHINGTON: STG41,387,209,625
WASHINGTON,STG42,WASHINGTON: STG42,454,198,682
WASHINGTON,STG43,WASHINGTON: STG43,580,179,791
WASHINGTON,STG44,WASHINGTON: STG44,589,252,878
WASHINGTON,STG45,WASHINGTON: STG45,901,257,1207
WASHINGTON,STG46,WASHINGTON: STG46,600,241,872
WASHINGTON,STG47,WASHINGTON: STG47,692,234,961
WASHINGTON,STG48,WASHINGTON: STG48,602,224,855
WASHINGTON,STG49,WASHINGTON: STG49,615,288,940
WASHINGTON,STG50,WASHINGTON: STG50,623,192,852
WASHINGTON,STG51,WASHINGTON: STG51,536,188,741
WASHINGTON,STG52,WASHINGTON: STG52,421,239,682
WASHINGTON,STG53,WASHINGTON: STG53,464,186,664
WASHINGTON,STG54,WASHINGTON: STG54,496,238,758
WASHINGTON,STG55,WASHINGTON: STG55,467,176,668
WASHINGTON,STG56,WASHINGTON: STG56,550,247,824
WASHINGTON,STG57,WASHINGTON: STG57,609,291,927
WASHINGTON,STG58,WASHINGTON: STG58,439,174,637
WASHINGTON,STG59,WASHINGTON: STG59,467,136,614
WASHINGTON,TOQ01,WASHINGTON: TOQ01,555,152,735
WASHINGTON,TOQ02,WASHINGTON: TOQ02,290,68,372
WASHINGTON,VIR01,WASHINGTON: VIR01,272,166,454
WASHINGTON,WAS01,WASHINGTON: WAS01,697,173,922
WASHINGTON,WAS02,WASHINGTON: WAS02,676,236,951
WASHINGTON,WAS03,WASHINGTON: WAS03,443,124,585
WASHINGTON,WAS04,WASHINGTON: WAS04,579,212,827
WASHINGTON,WAS05,WASHINGTON: WAS05,629,166,819
WASHINGTON,WAS06,WASHINGTON: WAS06,844,225,1104
WASHINGTON,WAS07,WASHINGTON: WAS07,781,325,1139
WASHINGTON,WAS08,WASHINGTON: WAS08,479,198,697
WASHINGTON,WAS09,WASHINGTON: WAS09,457,206,684
WASHINGTON,WAS10,WASHINGTON: WAS10,762,234,1028
WASHINGTON,WAS11,WASHINGTON: WAS11,512,111,645
WASHINGTON,WAS12,WASHINGTON: WAS12,835,163,1028
WASHINGTON,WAS13,WASHINGTON: WAS13,840,162,1055
WASHINGTON,WAS14,WASHINGTON: WAS14,799,165,1009
WASHINGTON,WAS15,WASHINGTON: WAS15,378,66,461
WASHINGTON,WAS16,WASHINGTON: WAS16,1023,158,1221
WASHINGTON,WAS17,WASHINGTON: WAS17,801,137,972
WASHINGTON,WAS18,WASHINGTON: WAS18,776,181,992
WASHINGTON,WAS19,WASHINGTON: WAS19,684,153,867
WASHINGTON,WAS20,WASHINGTON: WAS20,377,142,538
WAYNE,BI04,WAYNE: BI04,227,52,284
WAYNE,FR01,WAYNE: FR01,135,20,161
WAYNE,HA07,WAYNE: HA07,120,27,148
WAYNE,LO02,WAYNE: LO02,327,32,370
WAYNE,LY03,WAYNE: LY03,169,15,188
WAYNE,TE05,WAYNE: TE05,128,86,231
WAYNE,TO06,WAYNE: TO06,130,149,290
WEBER,CNP01,WEBER: CNP01,2,0,2
WEBER,CNP02,WEBER: CNP02,5,3,8
WEBER,CNP03,WEBER: CNP03,4,2,6
WEBER,CNP04,WEBER: CNP04,26,16,45
WEBER,CNP05,WEBER: CNP05,8,1,9
WEBER,COV01,WEBER: COV01,7,3,12
WEBER,COV01:X,WEBER: COV01:X,572,276,891
WEBER,COV02,WEBER: COV02,455,386,884
WEBER,COV03,WEBER: COV03,0,0,0
WEBER,COV03:X,WEBER: COV03:X,554,280,883
WEBER,COV04,WEBER: COV04,48,70,124
WEBER,COV04:X,WEBER: COV04:X,525,221,794
WEBER,COV05,WEBER: COV05,3,1,4
WEBER,COV05:X,WEBER: COV05:X,179,114,306
WEBER,COV06,WEBER: COV06,51,28,84
WEBER,COV06:X,WEBER: COV06:X,565,255,872
WEBER,CSU01,WEBER: CSU01,481,282,827
WEBER,CSU02,WEBER: CSU02,455,292,788
WEBER,CWS01,WEBER: CWS01,233,41,283
WEBER,CWS02,WEBER: CWS02,423,106,563
WEBER,CWS03,WEBER: CWS03,298,43,361
WEBER,CWS04,WEBER: CWS04,384,114,523
WEBER,CWS05,WEBER: CWS05,690,171,895
WEBER,CWS06,WEBER: CWS06,296,74,390
WEBER,CWS07,WEBER: CWS07,165,36,210
WEBER,CWS08,WEBER: CWS08,0,1,1
WEBER,CWS09,WEBER: CWS09,0,0,0
WEBER,FRW01,WEBER: FRW01,665,208,906
WEBER,FRW02,WEBER: FRW02,665,212,931
WEBER,FRW03,WEBER: FRW03,610,227,886
WEBER,FRW04,WEBER: FRW04,497,206,731
WEBER,FRW05,WEBER: FRW05,600,155,798
WEBER,HAR01,WEBER: HAR01,123,28,164
WEBER,HAR02,WEBER: HAR02,645,284,969
WEBER,HAR03,WEBER: HAR03,541,283,869
WEBER,HAR04,WEBER: HAR04,703,288,1040
WEBER,HPR10,WEBER: HPR10,50,7,62
WEBER,HPR11,WEBER: HPR11,516,121,676
WEBER,HPR12,WEBER: HPR12,643,174,858
WEBER,HPR20,WEBER: HPR20,341,62,416
WEBER,HPR21,WEBER: HPR21,623,138,787
WEBER,HPR22,WEBER: HPR22,439,122,589
WEBER,HPR30,WEBER: HPR30,579,192,807
WEBER,HPR31,WEBER: HPR31,455,215,703
WEBER,HUN01,WEBER: HUN01,235,129,398
WEBER,MSC01,WEBER: MSC01,450,139,624
WEBER,MSC02,WEBER: MSC02,260,135,407
WEBER,MSC03,WEBER: MSC03,2,1,3
WEBER,MSC04,WEBER: MSC04,36,2,38
WEBER,NOG01,WEBER: NOG01,581,278,896
WEBER,NOG02,WEBER: NOG02,337,182,539
WEBER,NOG03,WEBER: NOG03,469,274,795
WEBER,NOG04,WEBER: NOG04,490,286,842
WEBER,NOG05,WEBER: NOG05,506,291,853
WEBER,NOG06,WEBER: NOG06,609,335,991
WEBER,NOG07,WEBER: NOG07,580,263,903
WEBER,NOG08,WEBER: NOG08,484,268,814
WEBER,NOG09,WEBER: NOG09,549,310,919
WEBER,NOG10,WEBER: NOG10,522,278,853
WEBER,NOG11,WEBER: NOG11,426,201,683
WEBER,NOG12,WEBER: NOG12,430,247,712
WEBER,NOG13,WEBER: NOG13,508,308,849
WEBER,NOG14,WEBER: NOG14,503,260,816
WEBER,OGD01,WEBER: OGD01,324,304,656
WEBER,OGD02,WEBER: OGD02,485,413,923
WEBER,OGD03,WEBER: OGD03,357,268,657
WEBER,OGD04,WEBER: OGD04,375,350,756
WEBER,OGD05,WEBER: OGD05,124,112,243
WEBER,OGD06,WEBER: OGD06,426,359,815
WEBER,OGD07,WEBER: OGD07,331,318,692
WEBER,OGD08,WEBER: OGD08,199,176,390
WEBER,OGD09,WEBER: OGD09,354,370,760
WEBER,OGD10,WEBER: OGD10,419,355,809
WEBER,OGD11,WEBER: OGD11,430,369,831
WEBER,OGD12,WEBER: OGD12,424,366,823
WEBER,OGD13,WEBER: OGD13,396,472,907
WEBER,OGD14,WEBER: OGD14,380,368,791
WEBER,OGD15,WEBER: OGD15,264,447,748
WEBER,OGD16,WEBER: OGD16,333,391,764
WEBER,OGD17,WEBER: OGD17,333,435,802
WEBER,OGD18,WEBER: OGD18,149,236,402
WEBER,OGD19,WEBER: OGD19,326,374,747
WEBER,OGD20,WEBER: OGD20,111,143,263
WEBER,OGD21,WEBER: OGD21,333,496,869
WEBER,OGD22,WEBER: OGD22,180,271,481
WEBER,OGD23,WEBER: OGD23,331,401,769
WEBER,OGD24,WEBER: OGD24,311,476,833
WEBER,OGD25,WEBER: OGD25,244,394,670
WEBER,OGD26,WEBER: OGD26,196,322,555
WEBER,OGD27,WEBER: OGD27,150,187,359
WEBER,OGD28,WEBER: OGD28,213,290,528
WEBER,OGD29,WEBER: OGD29,281,473,795
WEBER,OGD30,WEBER: OGD30,422,625,1088
WEBER,OGD31,WEBER: OGD31,31,7,39
WEBER,OGD32,WEBER: OGD32,173,248,439
WEBER,OGD33,WEBER: OGD33,379,448,891
WEBER,OGD34,WEBER: OGD34,265,311,601
WEBER,OGD35,WEBER: OGD35,248,312,598
WEBER,OGD36,WEBER: OGD36,411,473,929
WEBER,OGD37,WEBER: OGD37,342,282,643
WEBER,OGD38,WEBER: OGD38,355,352,750
WEBER,OGD39,WEBER: OGD39,407,426,886
WEBER,OGD40,WEBER: OGD40,484,453,987
WEBER,OGD41,WEBER: OGD41,509,436,993
WEBER,PLC01,WEBER: PLC01,767,252,1067
WEBER,PLC02,WEBER: PLC02,685,190,911
WEBER,PLC03,WEBER: PLC03,738,166,947
WEBER,PLC04,WEBER: PLC04,833,174,1053
WEBER,PLC05,WEBER: PLC05,480,156,675
WEBER,PLV01,WEBER: PLV01,340,92,455
WEBER,PLV02,WEBER: PLV02,447,176,685
WEBER,PLV03,WEBER: PLV03,311,135,476
WEBER,PLV04,WEBER: PLV04,20,5,27
WEBER,PLV05,WEBER: PLV05,216,65,300
WEBER,PLV06,WEBER: PLV06,214,69,297
WEBER,PLV07,WEBER: PLV07,516,201,768
WEBER,PLV08,WEBER: PLV08,502,168,714
WEBER,PLV09,WEBER: PLV09,479,146,661
WEBER,PLV10,WEBER: PLV10,486,268,790
WEBER,PLV11,WEBER: PLV11,232,145,388
WEBER,RIV01,WEBER: RIV01,567,391,1021
WEBER,RIV02,WEBER: RIV02,586,366,1005
WEBER,RIV03,WEBER: RIV03,439,292,758
WEBER,RIV04,WEBER: RIV04,502,330,900
WEBER,ROY01,WEBER: ROY01,253,146,418
WEBER,ROY02,WEBER: ROY02,413,260,695
WEBER,ROY03,WEBER: ROY03,314,204,549
WEBER,ROY04,WEBER: ROY04,398,250,687
WEBER,ROY05,WEBER: ROY05,567,341,954
WEBER,ROY06,WEBER: ROY06,444,260,742
WEBER,ROY07,WEBER: ROY07,363,233,635
WEBER,ROY08,WEBER: ROY08,463,311,798
WEBER,ROY09,WEBER: ROY09,578,273,885
WEBER,ROY10,WEBER: ROY10,292,103,423
WEBER,ROY11,WEBER: ROY11,608,255,896
WEBER,ROY12,WEBER: ROY12,326,252,605
WEBER,ROY13,WEBER: ROY13,315,168,507
WEBER,ROY14,WEBER: ROY14,140,112,258
WEBER,ROY15,WEBER: ROY15,369,195,593
WEBER,ROY16,WEBER: ROY16,267,156,440
WEBER,ROY17,WEBER: ROY17,554,325,920
WEBER,ROY18,WEBER: ROY18,434,276,739
WEBER,ROY19,WEBER: ROY19,495,229,766
WEBER,ROY20,WEBER: ROY20,510,273,830
WEBER,ROY21,WEBER: ROY21,396,245,686
WEBER,ROY22,WEBER: ROY22,277,180,483
WEBER,ROY23,WEBER: ROY23,427,293,761
WEBER,SOG01,WEBER: SOG01,399,408,858
WEBER,SOG02,WEBER: SOG02,348,294,688
WEBER,SOG03,WEBER: SOG03,329,241,609
WEBER,SOG04,WEBER: SOG04,353,318,708
WEBER,SOG05,WEBER: SOG05,473,317,818
WEBER,SOG06,WEBER: SOG06,430,384,867
WEBER,SOG07,WEBER: SOG07,394,396,845
WEBER,SOG08,WEBER: SOG08,251,310,594
WEBER,SOG09,WEBER: SOG09,455,309,821
WEBER,SOG10,WEBER: SOG10,469,399,925
WEBER,SOG11,WEBER: SOG11,132,125,273
WEBER,UIN01,WEBER: UIN01,526,164,723
WEBER,UIN02,WEBER: UIN02,13,9,23
WEBER,UNKW,WEBER: UNKW,0,0,0
WEBER,UNKW,WEBER: UNKW,0,0,0
WEBER,UNKW,WEBER: UNKW,0,0,0
WEBER,WAT01,WEBER: WAT01,329,256,612
WEBER,WAT02,WEBER: WAT02,355,224,611
WEBER,WAT03,WEBER: WAT03,517,379,948
WEBER,WAT04,WEBER: WAT04,461,392,891
WEBER,WAT05,WEBER: WAT05,391,295,722
WEBER,WHV01,WEBER: WHV01,811,366,1230
WEBER,WHV02,WEBER: WHV02,127,104,240
WEBER,WHV03,WEBER: WHV03,259,50,325
WEBER,WHV04,WEBER: WHV04,158,27,194
WEBER,WHV05,WEBER: WHV05,442,155,629
WEBER,WHV06,WEBER: WHV06,676,321,1040
WEBER,WHV07,WEBER: WHV07,355,121,498
WEBER,WHV08,WEBER: WHV08,410,102,546
WEBER,WHV09,WEBER: WHV09,484,129,645
WEBER,WHV10,WEBER: WHV10,607,298,945
WEBER,WHV11,WEBER: WHV11,674,275,995
WEBER,WHV12,WEBER: WHV12,655,316,1017
WEBER,WHV13,WEBER: WHV13,364,246,625
WEBER,WHV14,WEBER: WHV14,427,154,604
